NCBI GeneID	Taxonomic Name	Symbol	Transcript Accession	Transcript Transcript Length	Transcript Protein Accession	Transcript Protein Length
118095312	Zootoca vivipara	CENPC	XM_060282243.1	3328	XP_060138226.1	795
118669268	Myotis myotis	CENPC	XM_036335334.1	2987	XP_036191227.1	919
118669268	Myotis myotis	CENPC	XM_036335345.1	2960	XP_036191238.1	911
118669268	Myotis myotis	CENPC	XM_036335305.1	3089	XP_036191198.1	954
118669268	Myotis myotis	CENPC	XM_036335371.1	2872	XP_036191264.1	882
118669268	Myotis myotis	CENPC	XM_036335363.1	2987	XP_036191256.1	896
118669268	Myotis myotis	CENPC	XM_036335381.1	2592	XP_036191274.1	857
118669268	Myotis myotis	CENPC	XM_036335324.1	3135	XP_036191217.1	944
118669268	Myotis myotis	CENPC	XM_036335353.1	3092	XP_036191246.1	902
118669268	Myotis myotis	CENPC	XM_036335315.1	3183	XP_036191208.1	946
121460904	Microtus oregoni	Cenpc	XM_041671578.1	2878	XP_041527512.1	862
125093772	Lutra lutra	CENPC	XM_047719429.1	4483	XP_047575385.1	920
126076736	Elephas maximus indicus	CENPC	XM_049885298.1	3775	XP_049741255.1	1022
130252516	Oenanthe melanoleuca	CENPC	XM_056490129.1	6731	XP_056346104.1	1238
137664957	Nyctibius grandis	CENPC	XM_068403650.1	3044	XP_068259751.1	915
137664957	Nyctibius grandis	CENPC	XM_068403648.1	2995	XP_068259749.1	928
138719671	Phaenicophaeus curvirostris	CENPC	XM_069854974.1	8228	XP_069711075.1	1461
138820558	Dipodomys merriami	Cenpc	XM_070012250.1	3180	XP_069868351.1	956
138820558	Dipodomys merriami	Cenpc	XM_070012251.1	3125	XP_069868352.1	938
461295	Pan troglodytes	CENPC	XR_010156585.1	6198		
461295	Pan troglodytes	CENPC	XM_054683060.1	24166	XP_054539035.1	941
461295	Pan troglodytes	CENPC	XM_054683059.1	7343	XP_054539034.1	941
461295	Pan troglodytes	CENPC	XM_063809597.1	6080	XP_063665667.1	941
461295	Pan troglodytes	CENPC	XM_063809598.1	6056	XP_063665668.1	933
461295	Pan troglodytes	CENPC	XM_063809600.1	3109	XP_063665670.1	907
461295	Pan troglodytes	CENPC	XM_063809601.1	2807	XP_063665671.1	808
100067221	Equus caballus	CENPC	XM_023638032.2	3239	XP_023493800.1	818
100067221	Equus caballus	CENPC	XM_001497321.7	3278	XP_001497371.3	955
100720032	Cavia porcellus	Cenpc	XM_013145836.3	9364	XP_013001290.2	942
100720032	Cavia porcellus	Cenpc	XM_063240396.1	9279	XP_063096466.1	909
102769737	Myotis davidii	CENPC	XM_006753861.2	3029	XP_006753924.1	946
102769737	Myotis davidii	CENPC	XM_015565839.1	2801	XP_015421325.1	870
102769737	Myotis davidii	CENPC	XM_015565835.1	2930	XP_015421321.1	913
102769737	Myotis davidii	CENPC	XM_015565829.1	3035	XP_015421315.1	948
102769737	Myotis davidii	CENPC	XM_015565838.1	3161	XP_015421324.1	890
103049627	Python bivittatus	CENPC	XM_007423249.2	3084	XP_007423311.1	845
103235605	Chlorocebus sabaeus	CENPC	XM_007998583.2	3210	XP_007996774.2	945
103235605	Chlorocebus sabaeus	CENPC	XM_037989399.1	2820	XP_037845327.1	815
103235605	Chlorocebus sabaeus	CENPC	XM_037989400.1	3497	XP_037845328.1	810
103235605	Chlorocebus sabaeus	CENPC	XM_007998585.2	2757	XP_007996776.2	810
103273705	Carlito syrichta	CENPC	XM_021719101.1	3035	XP_021574776.1	971
103810893	Acanthisitta chloris	CENPC	XM_009083815.1	2618	XP_009082063.1	871
104560445	Colius striatus	CENPC	XM_061993904.1	6289	XP_061849888.1	922
106539366	Thamnophis sirtalis	CENPC	XM_014054152.1	1186	XP_013909627.1	280
108292928	Cebus imitator	CENPC	XR_001820486.2	4009		
108292928	Cebus imitator	CENPC	XM_017514079.2	3830	XP_017369568.1	923
108292928	Cebus imitator	CENPC	XM_017514077.2	3889	XP_017369566.1	943
108492921	Lepidothrix coronata	CENPC	XM_017805778.1	7715	XP_017661267.1	728
115652833	Gopherus evgoodei	CENPC	XR_004000753.1	3119		
115652833	Gopherus evgoodei	CENPC	XM_030565371.1	3264	XP_030421231.1	978
115652833	Gopherus evgoodei	CENPC	XM_030565372.1	2868	XP_030421232.1	830
116971332	Amblyraja radiata	cenpc	XM_033018424.1	4796	XP_032874315.1	1426
117664891	Pantherophis guttatus	CENPC	XM_034416294.2	3156	XP_034272185.1	614
117664891	Pantherophis guttatus	CENPC	XM_034416295.2	3150	XP_034272186.1	613
117664891	Pantherophis guttatus	CENPC	XM_034416300.2	2649	XP_034272191.1	446
117664891	Pantherophis guttatus	CENPC	XM_034416299.2	2999	XP_034272190.1	521
117664891	Pantherophis guttatus	CENPC	XM_034416297.2	3104	XP_034272188.1	521
118010488	Mirounga leonina	CENPC	XM_035004888.1	3643	XP_034860779.1	926
118010488	Mirounga leonina	CENPC	XM_035004887.1	4060	XP_034860778.1	935
118010488	Mirounga leonina	CENPC	XM_035004889.1	4000	XP_034860780.1	915
118010488	Mirounga leonina	CENPC	XM_035004890.1	3118	XP_034860781.1	810
119855132	Dermochelys coriacea	CENPC	XR_006280765.1	3469		
119855132	Dermochelys coriacea	CENPC	XM_038400621.2	3444	XP_038256549.1	979
119855132	Dermochelys coriacea	CENPC	XM_038400623.2	3414	XP_038256551.1	978
119855132	Dermochelys coriacea	CENPC	XM_038400625.2	3378	XP_038256553.1	966
119855132	Dermochelys coriacea	CENPC	XM_038400624.2	3381	XP_038256552.1	967
119855132	Dermochelys coriacea	CENPC	XM_043513180.1	3431	XP_043369115.1	970
119855132	Dermochelys coriacea	CENPC	XM_043513178.1	3467	XP_043369113.1	982
119855132	Dermochelys coriacea	CENPC	XM_043513179.1	3376	XP_043369114.1	981
119855132	Dermochelys coriacea	CENPC	XM_043513181.1	3340	XP_043369116.1	969
119939490	Tachyglossus aculeatus	CENPC	XR_005454673.1	3604		
119939490	Tachyglossus aculeatus	CENPC	XM_038759542.1	4021	XP_038615470.1	1240
121348387	Onychostruthus taczanowskii	CENPC	XM_041427801.1	2992	XP_041283735.1	976
125441027	Sphaerodactylus townsendi	CENPC	XM_048511282.1	4040	XP_048367239.1	810
126044689	Astur gentilis	CENPC	XM_049814756.1	3073	XP_049670713.1	940
126044689	Astur gentilis	CENPC	XM_049814754.1	3085	XP_049670711.1	944
126044689	Astur gentilis	CENPC	XM_049814755.1	3308	XP_049670712.1	944
127047078	Gopherus flavomarginatus	CENPC	XR_007773287.1	3167		
127047078	Gopherus flavomarginatus	CENPC	XR_007773288.1	2877		
127047078	Gopherus flavomarginatus	CENPC	XR_007773289.1	3022		
127047078	Gopherus flavomarginatus	CENPC	XR_007773290.1	2902		
127047078	Gopherus flavomarginatus	CENPC	XM_050944987.1	3290	XP_050800944.1	978
133213196	Neopsephotus bourkii	CENPC	XM_061355259.1	4560	XP_061211243.1	1172
134386023	Cynocephalus volans	CENPC	XM_063107923.1	2885	XP_062963993.1	879
134386023	Cynocephalus volans	CENPC	XM_063107921.1	3068	XP_062963991.1	940
134386023	Cynocephalus volans	CENPC	XM_063107925.1	2669	XP_062963995.1	807
134386023	Cynocephalus volans	CENPC	XM_063107922.1	3044	XP_062963992.1	932
134386023	Cynocephalus volans	CENPC	XM_063107920.1	3080	XP_062963990.1	944
134386023	Cynocephalus volans	CENPC	XM_063107924.1	2725	XP_062963994.1	817
136291275	Chamaea fasciata	CENPC	XM_066186193.1	3233	XP_066042290.1	934
138442573	Ovis canadensis	CENPC	XM_069594224.1	4058	XP_069450325.1	950
138442573	Ovis canadensis	CENPC	XM_069594223.1	4070	XP_069450324.1	954
138442573	Ovis canadensis	CENPC	XM_069594226.1	3424	XP_069450327.1	939
138442573	Ovis canadensis	CENPC	XM_069594225.1	3436	XP_069450326.1	943
138442573	Ovis canadensis	CENPC	XM_069594228.1	3328	XP_069450329.1	802
138442573	Ovis canadensis	CENPC	XM_069594227.1	3340	XP_069450328.1	806
100761015	Cricetulus griseus	Cenpc	XM_027383886.2	2984	XP_027239687.1	910
100761015	Cricetulus griseus	Cenpc	XM_035461799.1	2974	XP_035317690.1	917
100761015	Cricetulus griseus	Cenpc	XM_003511443.5	2986	XP_003511491.1	921
100761015	Cricetulus griseus	Cenpc	XM_035461800.1	2506	XP_035317691.1	797
100761015	Cricetulus griseus	Cenpc	XM_027390978.2	2984	XP_027246779.1	910
100761015	Cricetulus griseus	Cenpc	XM_035452723.1	2974	XP_035308614.1	917
100761015	Cricetulus griseus	Cenpc	XM_027390977.2	2985	XP_027246778.1	921
100761015	Cricetulus griseus	Cenpc	XM_035452724.1	2506	XP_035308615.1	797
100919187	Sarcophilus harrisii	CENPC	XM_031943947.1	3789	XP_031799807.1	1015
100919187	Sarcophilus harrisii	CENPC	XM_031943946.1	3472	XP_031799806.1	1032
100919187	Sarcophilus harrisii	CENPC	XM_003773228.3	3475	XP_003773276.3	1033
100919187	Sarcophilus harrisii	CENPC	XM_031943948.1	3147	XP_031799808.1	930
101042803	Saimiri boliviensis	CENPC	XM_039468564.1	3176	XP_039324498.1	943
102135685	Macaca fascicularis	CENPC	XR_277169.4	2847		
102135685	Macaca fascicularis	CENPC	XM_005555193.4	3172	XP_005555250.3	945
102135685	Macaca fascicularis	CENPC	XM_045392552.2	3077	XP_045248487.2	903
102135685	Macaca fascicularis	CENPC	XM_045392555.2	6556	XP_045248490.2	810
102420253	Myotis lucifugus	CENPC	XM_023759632.1	3427	XP_023615400.1	836
102420253	Myotis lucifugus	CENPC	XM_023759630.1	3559	XP_023615398.1	880
102420253	Myotis lucifugus	CENPC	XM_023759633.1	3402	XP_023615401.1	828
102420253	Myotis lucifugus	CENPC	XM_014461709.2	3618	XP_014317195.1	900
102420253	Myotis lucifugus	CENPC	XM_023759631.1	3673	XP_023615399.1	869
102420253	Myotis lucifugus	CENPC	XM_023759635.1	3444	XP_023615403.1	791
102420253	Myotis lucifugus	CENPC	XM_023759636.1	3255	XP_023615404.1	736
102420253	Myotis lucifugus	CENPC	XM_023759634.1	3569	XP_023615402.1	791
102509014	Camelus ferus	CENPC	XR_004312327.1	3230		
102509014	Camelus ferus	CENPC	XM_032459154.1	3054	XP_032315045.1	883
102509014	Camelus ferus	CENPC	XM_032459145.1	5639	XP_032315036.1	934
102509014	Camelus ferus	CENPC	XM_032459132.1	3269	XP_032315023.1	955
104827814	Haliaeetus leucocephalus	CENPC	XM_010561066.1	2802	XP_010559368.1	933
106977002	Acinonyx jubatus	CENPC	XR_003419612.2	2960		
106977002	Acinonyx jubatus	CENPC	XR_008296290.1	4369		
106977002	Acinonyx jubatus	CENPC	XM_027057695.2	3257	XP_026913496.1	956
106977002	Acinonyx jubatus	CENPC	XM_027057702.2	3197	XP_026913503.1	936
106977002	Acinonyx jubatus	CENPC	XM_053217280.1	4348	XP_053073255.1	869
106977002	Acinonyx jubatus	CENPC	XM_053217281.1	2751	XP_053073256.1	819
108517321	Rhinopithecus bieti	CENPC	XR_001882071.1	3330		
108517321	Rhinopithecus bieti	CENPC	XM_017855183.1	3210	XP_017710672.1	941
112835816	Callorhinus ursinus	CENPC	XM_025887462.1	3276	XP_025743247.1	905
112835816	Callorhinus ursinus	CENPC	XM_025887463.1	3240	XP_025743248.1	893
112835816	Callorhinus ursinus	CENPC	XM_025887461.1	3335	XP_025743246.1	925
112835816	Callorhinus ursinus	CENPC	XM_025887464.1	2716	XP_025743249.1	800
113262539	Ursus arctos	CENPC	XM_026508981.4	5890	XP_026364766.3	925
113262539	Ursus arctos	CENPC	XM_026508982.4	5877	XP_026364767.3	924
113262539	Ursus arctos	CENPC	XM_057309852.1	5820	XP_057165835.1	905
113262539	Ursus arctos	CENPC	XM_044387780.3	5490	XP_044243715.3	788
113448797	Pseudonaja textilis	CENPC	XM_026719592.1	2077	XP_026575377.1	670
114638366	Grammomys surdaster	Cenpc	XM_028786790.1	3010	XP_028642623.1	800
116537237	Sapajus apella	CENPC	XR_004263036.1	5417		
116537237	Sapajus apella	CENPC	XR_004263037.1	3179		
116537237	Sapajus apella	CENPC	XM_032259290.1	4351	XP_032115181.1	923
116537237	Sapajus apella	CENPC	XM_032259289.1	4411	XP_032115180.1	943
117878206	Trachemys scripta elegans	CENPC	XM_034772276.1	2360	XP_034628167.1	695
117878206	Trachemys scripta elegans	CENPC	XM_034772277.1	2404	XP_034628168.1	693
122106779	Dipodomys spectabilis	Cenpc	XM_042678316.1	3005	XP_042534250.1	884
122106779	Dipodomys spectabilis	Cenpc	XM_042678315.1	3134	XP_042534249.1	927
127696845	Apodemus sylvaticus	Cenpc	XM_052199772.1	7280	XP_052055732.1	924
127696845	Apodemus sylvaticus	Cenpc	XM_052199770.1	2805	XP_052055730.1	833
127696845	Apodemus sylvaticus	Cenpc	XM_052199769.1	2803	XP_052055729.1	833
127696845	Apodemus sylvaticus	Cenpc	XM_052199771.1	6959	XP_052055731.1	818
127696845	Apodemus sylvaticus	Cenpc	XM_052199766.1	2923	XP_052055726.1	874
127696845	Apodemus sylvaticus	Cenpc	XM_052199767.1	2919	XP_052055727.1	873
127696845	Apodemus sylvaticus	Cenpc	XM_052199768.1	7081	XP_052055728.1	859
128049891	Budorcas taxicolor	CENPC	XM_052642210.1	2852	XP_052498170.1	943
129337695	Eublepharis macularius	CENPC	XM_054991607.1	2435	XP_054847582.1	574
130020725	Sorex fumeus	CENPC	XM_056111405.1	3190	XP_055967380.1	972
131920293	Peromyscus eremicus	Cenpc	XM_059274599.1	3141	XP_059130582.1	927
131920293	Peromyscus eremicus	Cenpc	XM_059274601.1	2669	XP_059130584.1	827
131920293	Peromyscus eremicus	Cenpc	XM_059274602.1	2153	XP_059130585.1	643
131920293	Peromyscus eremicus	Cenpc	XM_059274600.1	3044	XP_059130583.1	884
136360480	Sylvia atricapilla	CENPC	XM_066317760.1	3063	XP_066173857.1	936
138082000	Capricornis sumatraensis	CENPC	XR_011145080.1	2688		
138082000	Capricornis sumatraensis	CENPC	XM_068975204.1	3129	XP_068831305.1	933
138082000	Capricornis sumatraensis	CENPC	XM_068975205.1	2934	XP_068831306.1	868
138082000	Capricornis sumatraensis	CENPC	XM_068975203.1	3159	XP_068831304.1	943
140511724	Notamacropus eugenii	CENPC	XR_011969653.1	3347		
140511724	Notamacropus eugenii	CENPC	XM_072620897.1	3469	XP_072476998.1	967
140511724	Notamacropus eugenii	CENPC	XM_072620893.1	3580	XP_072476994.1	1004
140511724	Notamacropus eugenii	CENPC	XM_072620896.1	3487	XP_072476997.1	973
140511724	Notamacropus eugenii	CENPC	XM_072620895.1	3502	XP_072476996.1	978
140511724	Notamacropus eugenii	CENPC	XM_072620892.1	3598	XP_072476993.1	1010
140511724	Notamacropus eugenii	CENPC	XM_072620902.1	3234	XP_072477003.1	913
140511724	Notamacropus eugenii	CENPC	XM_072620901.1	3658	XP_072477002.1	913
140511724	Notamacropus eugenii	CENPC	XM_072620900.1	3566	XP_072477001.1	913
140511724	Notamacropus eugenii	CENPC	XM_072620899.1	3270	XP_072477000.1	919
140511724	Notamacropus eugenii	CENPC	XM_072620898.1	3492	XP_072476999.1	919
140511724	Notamacropus eugenii	CENPC	XM_072620903.1	2992	XP_072477004.1	913
475158	Canis lupus familiaris	CENPC	XR_002632698.2	3433		
475158	Canis lupus familiaris	CENPC	XR_002632697.2	3119		
475158	Canis lupus familiaris	CENPC	XM_005628254.4	3154	XP_005628311.1	925
475158	Canis lupus familiaris	CENPC	XM_005628253.4	3212	XP_005628310.1	945
475158	Canis lupus familiaris	CENPC	XR_005369062.1	3435		
475158	Canis lupus familiaris	CENPC	XR_005369061.1	3119		
475158	Canis lupus familiaris	CENPC	XM_038556200.1	3156	XP_038412128.1	925
475158	Canis lupus familiaris	CENPC	XM_038556199.1	3214	XP_038412127.1	945
475158	Canis lupus familiaris	CENPC	XR_005403347.1	3435		
475158	Canis lupus familiaris	CENPC	XR_005403346.1	3119		
475158	Canis lupus familiaris	CENPC	XM_038620133.1	3156	XP_038476061.1	925
475158	Canis lupus familiaris	CENPC	XM_038620132.1	3214	XP_038476060.1	945
475158	Canis lupus familiaris	CENPC	XM_038493921.1	3222	XP_038349849.1	947
475158	Canis lupus familiaris	CENPC	XM_038685769.1	2969	XP_038541697.1	864
475158	Canis lupus familiaris	CENPC	XM_038685770.1	2952	XP_038541698.1	842
100966289	Otolemur garnettii	CENPC	XM_023518202.1	3019	XP_023373970.1	861
101354855	Trichechus manatus latirostris	CENPC	XM_023737808.1	3930	XP_023593576.1	944
101354855	Trichechus manatus latirostris	CENPC	XM_023737809.1	3061	XP_023593577.1	942
101354855	Trichechus manatus latirostris	CENPC	XM_023737810.1	3868	XP_023593578.1	924
101594205	Jaculus jaculus	Cenpc	XM_045130450.1	3150	XP_044986385.1	950
101594205	Jaculus jaculus	Cenpc	XM_045130451.1	3117	XP_044986386.1	915
101713344	Heterocephalus glaber	Cenpc	XM_021262264.1	3793	XP_021117923.1	873
102535630	Vicugna pacos	CENPC	XR_001460439.2	3161		
102535630	Vicugna pacos	CENPC	XM_031689828.1	5626	XP_031545688.1	926
102535630	Vicugna pacos	CENPC	XM_006217843.3	3252	XP_006217905.1	955
102535630	Vicugna pacos	CENPC	XM_031689834.1	3036	XP_031545694.1	883
102935832	Chelonia mydas	CENPC	XR_006290358.1	3518		
102935832	Chelonia mydas	CENPC	XR_006290359.1	3532		
102935832	Chelonia mydas	CENPC	XM_037896592.2	3460	XP_037752520.1	981
102935832	Chelonia mydas	CENPC	XM_043545306.1	3429	XP_043401241.1	980
102935832	Chelonia mydas	CENPC	XM_043545311.1	3393	XP_043401246.1	968
102935832	Chelonia mydas	CENPC	XM_043545310.1	3396	XP_043401245.1	969
102935832	Chelonia mydas	CENPC	XM_037896594.2	3356	XP_037752522.1	977
102935832	Chelonia mydas	CENPC	XM_043545305.1	3426	XP_043401240.1	983
102935832	Chelonia mydas	CENPC	XM_043545309.1	3389	XP_043401244.1	971
102935832	Chelonia mydas	CENPC	XM_043545308.1	3392	XP_043401243.1	972
102935832	Chelonia mydas	CENPC	XM_043545304.1	3417	XP_043401239.1	984
103097607	Monodelphis domestica	CENPC	XR_008912886.1	3301		
103097607	Monodelphis domestica	CENPC	XM_056802686.1	3416	XP_056658664.1	1012
103097607	Monodelphis domestica	CENPC	XM_056802688.1	3268	XP_056658666.1	946
103097607	Monodelphis domestica	CENPC	XM_056802687.1	3321	XP_056658665.1	964
103097607	Monodelphis domestica	CENPC	XM_007496381.3	3465	XP_007496443.1	1012
103097607	Monodelphis domestica	CENPC	XM_056802690.1	3256	XP_056658668.1	906
103097607	Monodelphis domestica	CENPC	XM_056802689.1	3343	XP_056658667.1	906
103097607	Monodelphis domestica	CENPC	XM_007496385.3	3319	XP_007496447.1	906
103097607	Monodelphis domestica	CENPC	XM_056802691.1	2959	XP_056658669.1	860
104156890	Cariama cristata	CENPC	XM_009694758.1	2805	XP_009693060.1	934
104282999	Charadrius vociferus	CENPC	XM_009881141.1	2976	XP_009879443.1	991
104499307	Buceros rhinoceros silvestris	CENPC	XM_010142795.1	2781	XP_010141097.1	926
105463603	Macaca nemestrina	LOC105463603	XM_011710808.3	3131	XP_011709110.2	913
105463603	Macaca nemestrina	LOC105463603	XM_011710807.3	3225	XP_011709109.2	945
105596084	Cercocebus atys	CENPC	XM_012082725.1	3113	XP_011938115.1	913
105596084	Cercocebus atys	CENPC	XM_012082724.1	3209	XP_011938114.1	945
105596084	Cercocebus atys	CENPC	XR_001018492.1	3327		
105596084	Cercocebus atys	CENPC	XM_012082726.1	3075	XP_011938116.1	903
110471707	Lonchura striata	CENPC	XM_021532613.2	3108	XP_021388288.2	971
113894332	Bos indicus x Bos taurus	CENPC	XM_027544627.1	3401	XP_027400428.1	945
113894332	Bos indicus x Bos taurus	CENPC	XM_027544632.1	3155	XP_027400433.1	870
113894332	Bos indicus x Bos taurus	CENPC	XM_027544631.1	3250	XP_027400432.1	902
113894332	Bos indicus x Bos taurus	CENPC	XM_027544628.1	3375	XP_027400429.1	944
113894332	Bos indicus x Bos taurus	CENPC	XM_027544629.1	3092	XP_027400430.1	940
113943607	Corapipo altera	CENPC	XM_027635585.1	3168	XP_027491386.1	944
113943607	Corapipo altera	CENPC	XM_027635588.1	6509	XP_027491389.1	876
113943607	Corapipo altera	CENPC	XM_027635587.1	6641	XP_027491388.1	920
113943607	Corapipo altera	CENPC	XM_027635586.1	6710	XP_027491387.1	943
113943607	Corapipo altera	CENPC	XM_027635584.1	6713	XP_027491385.1	944
113943607	Corapipo altera	CENPC	XM_027635589.1	7084	XP_027491390.1	875
116071416	Mastomys coucha	Cenpc	XM_031342905.1	4194	XP_031198765.1	900
116071416	Mastomys coucha	Cenpc	XM_031342903.1	4251	XP_031198763.1	919
116071416	Mastomys coucha	Cenpc	XM_031342901.1	4262	XP_031198761.1	923
116071416	Mastomys coucha	Cenpc	XM_031342907.1	2853	XP_031198767.1	869
116071416	Mastomys coucha	Cenpc	XM_031342904.1	3043	XP_031198764.1	910
116071416	Mastomys coucha	Cenpc	XM_031342908.1	2370	XP_031198768.1	742
116071416	Mastomys coucha	Cenpc	XM_031342906.1	3294	XP_031198766.1	878
118253260	Cygnus atratus	CENPC	XR_004780384.2	3253		
118253260	Cygnus atratus	CENPC	XM_035557478.1	3153	XP_035413371.1	949
121933622	Sceloporus undulatus	CENPC	XM_042473602.1	3286	XP_042329536.1	870
125326539	Corvus hawaiiensis	CENPC	XM_048304896.1	3050	XP_048160853.1	930
125408189	Myodes glareolus	Cenpc	XM_048446297.1	3027	XP_048302254.1	900
125408189	Myodes glareolus	Cenpc	XM_048446296.1	3083	XP_048302253.1	919
125408189	Myodes glareolus	Cenpc	XM_048446298.1	3926	XP_048302255.1	869
125408189	Myodes glareolus	Cenpc	XM_048446299.1	2719	XP_048302256.1	858
128135270	Harpia harpyja	CENPC	XM_052774063.1	12361	XP_052630023.1	940
128135270	Harpia harpyja	CENPC	XM_052774053.1	3115	XP_052630013.1	944
128135270	Harpia harpyja	CENPC	XM_052774070.1	12271	XP_052630030.1	887
130600088	Pezoporus wallicus	CENPC	XM_057411117.1	3647	XP_057267100.1	1146
134614694	Pelobates fuscus	CENPC	XM_063458736.1	4143	XP_063314806.1	1287
136048879	Cyrtonyx montezumae	CENPC	XR_010622235.1	2742		
136048879	Cyrtonyx montezumae	CENPC	XR_010622234.1	2833		
136048879	Cyrtonyx montezumae	CENPC	XM_065736768.1	2793	XP_065592840.1	864
136048879	Cyrtonyx montezumae	CENPC	XM_065736779.1	2396	XP_065592851.1	741
136048879	Cyrtonyx montezumae	CENPC	XM_065736775.1	2492	XP_065592847.1	773
136048879	Cyrtonyx montezumae	CENPC	XM_065736774.1	2565	XP_065592846.1	788
136048879	Cyrtonyx montezumae	CENPC	XM_065736777.1	2583	XP_065592849.1	764
136048879	Cyrtonyx montezumae	CENPC	XM_065736770.1	2769	XP_065592842.1	856
136048879	Cyrtonyx montezumae	CENPC	XM_065736772.1	2647	XP_065592844.1	821
136048879	Cyrtonyx montezumae	CENPC	XM_065736773.1	2720	XP_065592845.1	811
136048879	Cyrtonyx montezumae	CENPC	XM_065736769.1	2787	XP_065592841.1	862
136048879	Cyrtonyx montezumae	CENPC	XM_065736771.1	2738	XP_065592843.1	855
136048879	Cyrtonyx montezumae	CENPC	XM_065736766.1	2811	XP_065592838.1	870
136048879	Cyrtonyx montezumae	CENPC	XM_065736778.1	2420	XP_065592850.1	756
136048879	Cyrtonyx montezumae	CENPC	XM_065736776.1	2444	XP_065592848.1	764
138515781	Ambystoma mexicanum	CENPC	XM_069630493.1	5092	XP_069486594.1	1484
138515781	Ambystoma mexicanum	CENPC	XM_069630492.1	5263	XP_069486593.1	1521
138515781	Ambystoma mexicanum	CENPC	XM_069630490.1	5268	XP_069486591.1	1543
138515781	Ambystoma mexicanum	CENPC	XM_069630491.1	4820	XP_069486592.1	1542
138515781	Ambystoma mexicanum	CENPC	XM_069630494.1	5296	XP_069486595.1	1384
100391912	Callithrix jacchus	CENPC	XR_004740907.2	3922		
100391912	Callithrix jacchus	CENPC	XM_054253320.1	12358	XP_054109295.1	927
100391912	Callithrix jacchus	CENPC	XM_035293629.2	3077	XP_035149520.2	944
100391912	Callithrix jacchus	CENPC	XM_035293630.2	3017	XP_035149521.2	924
100391912	Callithrix jacchus	CENPC	XM_035293632.2	3077	XP_035149523.2	811
102378708	Alligator sinensis	CENPC	XM_006027522.3	3507	XP_006027584.1	1102
102378708	Alligator sinensis	CENPC	XM_014521746.2	4567	XP_014377232.1	1050
102378708	Alligator sinensis	CENPC	XM_025208744.1	3373	XP_025064529.1	1096
103923445	Pygoscelis adeliae	CENPC	XM_009331793.1	3028	XP_009330068.1	932
