Species	Num_Gaps
Haemorhous_mexicanus	0
Haliaeetus_albicilla	1
Heliangelus_exortis	0
Hemicordylus_capensis	0
Homo_sapiens	0
Ictidomys_tridecemlineatus	65
Indicator_indicator	0
Jaculus_jaculus	1
Kogia_breviceps	0
Lagenorhynchus_albirostris	1
Lagopus_muta	0
Lathamus_discolor	0
Lemur_catta	0
Leopardus_geoffroyi	0
Lepus_europaeus	0
Lonchura_striata	15
Lutra_lutra	0
Lynx_canadensis	0
Macaca_fascicularis	0
Macaca_mulatta	0
Macaca_nemestrina	0
Macaca_thibetana	0
Malaclemys_terrapin	0
Manis_pentadactyla	0
Marmota_flaviventris	0
Mastomys_coucha	163
Mauremys_mutica	0
Mauremys_reevesii	0
Meleagris_gallopavo	30
Meles_meles	0
Melopsittacus_undulatus	0
Melospiza_georgiana	0
Melospiza_melodia	0
Meriones_unguiculatus	0
Mesoplodon_densirostris	0
Microcaecilia_unicolor	3
Microcebus_murinus	41
Microtus_ochrogaster	182
Molothrus_aeneus	0
Molothrus_ater	0
Monodelphis_domestica	0
Motacilla_alba	0
Muntiacus_reevesi	2
Mus_caroli	292
Mus_musculus	0
Mus_pahari	545
Mustela_erminea	0
Mustela_lutreola	0
Mustela_nigripes	26
Myotis_daubentonii	1
Neofelis_nebulosa	0
Neogale_vison	0
Neomonachus_schauinslandi	19
Nomascus_leucogenys	1
Numida_meleagris	3
Nyctibius_grandis	0
Ochotona_princeps	0
Odocoileus_virginianus	0
Oenanthe_melanoleuca	0
Onychomys_torridus	1
Orcinus_orca	0
Ornithorhynchus_anatinus	0
Oryctolagus_cuniculus	3
Ovis_aries	0
Ovis_canadensis	0
Oxyura_jamaicensis	4
Panthera_leo	0
Panthera_onca	57
Panthera_tigris	0
Panthera_uncia	23
Pan_troglodytes	0
Papio_anubis	1
Parus_major	0
Passer_domesticus	0
Patagioenas_fasciata	0
Pelobates_fuscus	0
Perognathus_longimembris	0
Peromyscus_eremicus	1
Peromyscus_leucopus	0
Peromyscus_maniculatus	89
Phacochoerus_africanus	1
Phaenicophaeus_curvirostris	0
Phocoena_phocoena	1
Phocoena_sinus	0
Phyllostomus_discolor	1
Piliocolobus_tephrosceles	33
Pithys_albifrons	0
Pleurodeles_waltl	0
Podarcis_raffonei	0
Poecile_atricapillus	0
Pogoniulus_pusillus	0
Pongo_abelii	0
Pongo_pygmaeus	0
Prinia_subflava	1
Prionailurus_bengalensis	0
Prionailurus_viverrinus	0
Pseudophryne_corroboree	0
Pseudopipra_pipra	0
Pseudorca_crassidens	0
Ranitomeya_imitator	2
Rhea_pennata	0
Rhinatrema_bivittatum	7
Rhineura_floridana	0
Rhinolophus_ferrumequinum	1
Rhinopithecus_roxellana	0
Rissa_tridactyla	0
Saccopteryx_bilineata	0
Saccopteryx_leptura	0
Sarcophilus_harrisii	0
Sceloporus_undulatus	37
Sciurus_carolinensis	0
Serinus_canaria	0
Sorex_araneus	0
Spea_bombifrons	0
Sphaerodactylus_townsendi	0
Strigops_habroptila	0
Struthio_camelus	0
Suncus_etruscus	0
Suricata_suricatta	63
Sus_scrofa	0
Sylvia_atricapilla	0
Symphalangus_syndactylus	0
Tachyglossus_aculeatus	0
Taeniopygia_guttata	1
Thamnophis_elegans	0
Theropithecus_gelada	23
Tiliqua_scincoides	0
Trachemys_scripta	18
Ursus_arctos	0
Vidua_chalybeata	0
Vidua_macroura	0
Vulpes_lagopus	0
Xenopus_tropicalis	0
Zalophus_californianus	0
Zonotrichia_leucophrys	0
Zootoca_vivipara	1
