NCBI GeneID	Taxonomic Name	Symbol	Transcript Accession	Transcript Transcript Length	Transcript Protein Accession	Transcript Protein Length
139323723	Pituophis catenifer annectens	SF3B3	XM_070953187.1	4230	XP_070809288.1	1217
101005727	Papio anubis	SF3B3	XM_021932164.2	4883	XP_021787856.1	1169
101005727	Papio anubis	SF3B3	XM_003917165.4	4347	XP_003917214.1	1217
101005727	Papio anubis	SF3B3	XM_021932163.2	4912	XP_021787855.1	1217
101940251	Chrysemys picta bellii	SF3B3	XM_042860245.2	4782	XP_042716179.2	1217
101940251	Chrysemys picta bellii	SF3B3	XM_005310121.5	4744	XP_005310178.2	1217
101940251	Chrysemys picta bellii	SF3B3	XM_005310120.5	4758	XP_005310177.2	1217
102513108	Camelus ferus	SF3B3	XM_006172727.2	4302	XP_006172789.1	1217
102513108	Camelus ferus	SF3B3	XM_014551383.2	4309	XP_014406869.1	787
102513108	Camelus ferus	SF3B3	XM_032486702.1	4201	XP_032342593.1	1217
104517507	Antrostomus carolinensis	SF3B3	XM_010175051.1	3011	XP_010173353.1	1003
104687515	Corvus cornix cornix	SF3B3	XM_039558625.1	4575	XP_039414559.1	1217
106492729	Apteryx mantelli	SF3B3	XM_067302698.1	4591	XP_067158799.1	1217
113132524	Mastacembelus armatus	sf3b3	XM_026310678.1	4059	XP_026166463.1	1217
113132524	Mastacembelus armatus	sf3b3	XM_026310677.1	5051	XP_026166462.1	1217
113190089	Urocitellus parryii	Sf3b3	XM_026399212.1	4729	XP_026254997.1	1217
113190089	Urocitellus parryii	Sf3b3	XM_026399211.1	4642	XP_026254996.1	1217
113190089	Urocitellus parryii	Sf3b3	XM_026399213.1	4600	XP_026254998.1	1217
113585770	Electrophorus electricus	sf3b3	XM_027023478.2	4402	XP_026879279.1	1215
113949020	Corapipo altera	SF3B3	XM_027647132.1	4532	XP_027502933.1	1217
114601864	Podarcis muralis	SF3B3	XM_028739459.1	4370	XP_028595292.1	1218
117948431	Etheostoma cragini	sf3b3	XR_004657443.1	4988		
117948431	Etheostoma cragini	sf3b3	XM_034878047.1	5031	XP_034733938.1	1217
117948431	Etheostoma cragini	sf3b3	XM_034878046.1	3998	XP_034733937.1	1217
118109803	Hippoglossus stenolepis	sf3b3	XM_035157196.2	4904	XP_035013087.1	1217
118999235	Sturnira hondurensis	SF3B3	XM_037063667.1	4284	XP_036919562.1	1217
118999235	Sturnira hondurensis	SF3B3	XM_037063668.1	3900	XP_036919563.1	1217
119934620	Tachyglossus aculeatus	SF3B3	XM_038754168.1	4708	XP_038610096.1	1217
122558580	Chiloscyllium plagiosum	sf3b3	XM_043707353.1	4183	XP_043563288.1	1217
125303393	Alosa alosa	sf3b3	XM_048257149.1	1413	XP_048113106.1	470
130159535	Falco biarmicus	SF3B3	XM_056361253.1	4634	XP_056217228.1	1217
133224368	Neopsephotus bourkii	SF3B3	XM_061375813.1	3800	XP_061231797.1	996
133224368	Neopsephotus bourkii	SF3B3	XM_061375812.1	4463	XP_061231796.1	1217
133369099	Rhineura floridana	SF3B3	XM_061594000.1	5231	XP_061449984.1	1217
133369099	Rhineura floridana	SF3B3	XM_061594002.1	4421	XP_061449986.1	1217
134515316	Chroicocephalus ridibundus	SF3B3	XM_063334155.1	4612	XP_063190225.1	1217
134969728	Pseudophryne corroboree	SF3B3	XM_063945866.1	4493	XP_063801936.1	1217
134969728	Pseudophryne corroboree	SF3B3	XM_063945865.1	4496	XP_063801935.1	1217
136046737	Cyrtonyx montezumae	SF3B3	XM_065733453.1	4030	XP_065589525.1	1217
137861651	Anas acuta	SF3B3	XM_068692995.1	4536	XP_068549096.1	1217
138613259	Semicossyphus pulcher	sf3b3	XM_069686890.1	4914	XP_069542991.1	1217
100669212	Loxodonta africana	SF3B3	XM_023556672.2	6500	XP_023412440.1	1237
100669212	Loxodonta africana	SF3B3	XM_010596810.3	6541	XP_010595112.1	1237
100669212	Loxodonta africana	SF3B3	XM_010596809.3	6563	XP_010595111.1	1237
100669212	Loxodonta africana	SF3B3	XM_003417074.4	6500	XP_003417122.1	1217
100669212	Loxodonta africana	SF3B3	XM_064273783.1	8480	XP_064129853.1	1237
100669212	Loxodonta africana	SF3B3	XM_010596811.2	6842	XP_010595113.1	1237
100944093	Otolemur garnettii	SF3B3	XM_012806150.2	4353	XP_012661604.1	1217
101320331	Tursiops truncatus	SF3B3	XM_019941270.2	4330	XP_019796829.1	1217
101320331	Tursiops truncatus	SF3B3	XM_019941274.2	4309	XP_019796833.1	1217
102126250	Macaca fascicularis	SF3B3	XM_005592497.4	4309	XP_005592554.1	1217
102894731	Pteropus alecto	SF3B3	XM_006909840.3	6655	XP_006909902.1	1217
102894731	Pteropus alecto	SF3B3	XM_006909839.3	6716	XP_006909901.1	1217
102894731	Pteropus alecto	SF3B3	XM_006909838.3	6661	XP_006909900.1	1217
103265657	Carlito syrichta	SF3B3	XM_008063312.2	4349	XP_008061503.1	1217
103265657	Carlito syrichta	SF3B3	XM_021715143.1	4210	XP_021570818.1	1217
103466756	Poecilia reticulata	sf3b3	XM_008412567.2	4523	XP_008410789.1	1217
104046394	Phalacrocorax carbo	SF3B3	XM_064459229.1	4581	XP_064315299.1	1217
104389340	Chaetura pelagica	SF3B3	XM_009998310.1	3583	XP_009996612.1	1192
107209807	Parus major	SF3B3	XM_015639874.2	4574	XP_015495360.1	1217
107549606	Sinocyclocheilus grahami	sf3b3	XM_016230754.1	3751	XP_016086240.1	1129
109640528	Paralichthys olivaceus	sf3b3	XM_020104591.2	4869	XP_019960150.1	1217
112646617	Canis lupus dingo	SF3B3	XM_049109623.1	4326	XP_048965580.1	1217
112646617	Canis lupus dingo	SF3B3	XM_025426779.3	4370	XP_025282564.1	1217
112646617	Canis lupus dingo	SF3B3	XM_025426780.3	4352	XP_025282565.1	1217
116243970	Phasianus colchicus	SF3B3	XM_031615439.1	4581	XP_031471299.1	1217
119157861	Falco rusticolus	SF3B3	XM_037409218.1	4611	XP_037265115.1	1217
120793355	Xiphias gladius	sf3b3	XM_040133354.1	4804	XP_039989288.1	1217
120793355	Xiphias gladius	sf3b3	XM_040133356.1	4726	XP_039989290.1	1191
120793355	Xiphias gladius	sf3b3	XM_040133353.1	3877	XP_039989287.1	1217
120793355	Xiphias gladius	sf3b3	XM_040133355.1	3838	XP_039989289.1	1217
121348941	Pyrgilauda ruficollis	SF3B3	XM_041458957.1	4578	XP_041314891.1	1217
123234565	Gracilinanus agilis	SF3B3	XM_044660470.1	4145	XP_044516405.1	1217
129418965	Misgurnus anguillicaudatus	sf3b3	XM_055173946.1	4498	XP_055029921.1	1217
130863623	Chionomys nivalis	Sf3b3	XM_057753772.1	4392	XP_057609755.1	1217
130863623	Chionomys nivalis	Sf3b3	XM_057753774.1	4406	XP_057609757.1	1217
131352142	Hemibagrus wyckioides	sf3b3	XM_058388066.1	4435	XP_058244049.1	1217
131499953	Neofelis nebulosa	SF3B3	XM_058708532.1	3978	XP_058564515.1	1217
131499953	Neofelis nebulosa	SF3B3	XM_058708533.1	3945	XP_058564516.1	1217
137881389	Cebidichthys violaceus	sf3b3	XM_068723314.1	5079	XP_068579415.1	1217
139337051	Chaetodon trifascialis	sf3b3	XM_070971369.1	4998	XP_070827470.1	1217
140521506	Notamacropus eugenii	SF3B3	XM_072636580.1	4310	XP_072492681.1	1217
102368296	Alligator sinensis	SF3B3	XM_006030240.3	8661	XP_006030302.1	1217
102780705	Neolamprologus brichardi	sf3b3	XM_035910562.1	4690	XP_035766455.1	1101
103598315	Galeopterus variegatus	SF3B3	XM_008582314.1	4157	XP_008580536.1	1217
103782102	Merops nubicus	SF3B3	XM_008949846.1	3584	XP_008948094.1	1193
109572544	Bos indicus	SF3B3	XM_019979422.2	4325	XP_019834981.1	1217
112836867	Callorhinus ursinus	SF3B3	XM_025888834.1	4329	XP_025744619.1	1217
112929500	Vulpes vulpes	SF3B3	XM_026011647.1	4336	XP_025867432.1	1217
112929500	Vulpes vulpes	SF3B3	XM_026011648.1	4301	XP_025867433.1	1217
114515476	Phyllostomus discolor	SF3B3	XM_028534729.2	4298	XP_028390530.1	1217
114515476	Phyllostomus discolor	SF3B3	XM_028534728.2	4353	XP_028390529.1	1217
115280250	Suricata suricatta	SF3B3	XM_029925013.1	4354	XP_029780873.1	1217
115280250	Suricata suricatta	SF3B3	XM_029925014.1	4315	XP_029780874.1	1217
115280250	Suricata suricatta	SF3B3	XM_029925015.1	3819	XP_029780875.1	1037
115502408	Lynx canadensis	SF3B3	XM_030297741.2	4612	XP_030153601.1	1217
115502408	Lynx canadensis	SF3B3	XM_030297742.1	4583	XP_030153602.1	1217
115502408	Lynx canadensis	SF3B3	XM_030297743.1	3429	XP_030153603.1	1014
118720763	Pipistrellus kuhlii	SF3B3	XM_036441053.2	3889	XP_036296946.1	1217
118720763	Pipistrellus kuhlii	SF3B3	XM_036441052.2	4065	XP_036296945.1	1217
118841819	Trichosurus vulpecula	SF3B3	XM_036749474.1	4318	XP_036605369.1	1217
121949955	Plectropomus leopardus	sf3b3	XM_042495824.1	5623	XP_042351758.1	1217
124037522	Oncorhynchus gorbuscha	sf3b3	XM_046352316.1	4541	XP_046208272.1	1217
124488933	Hypomesus transpacificus	sf3b3	XM_047051484.1	4630	XP_046907440.1	1217
124488933	Hypomesus transpacificus	sf3b3	XM_047051485.1	4657	XP_046907441.1	1217
127234437	Phodopus roborovskii	Sf3b3	XM_051201375.1	4399	XP_051057332.1	1217
127352525	Dicentrarchus labrax	sf3b3	XM_051381005.1	5882	XP_051236965.1	1217
128467094	Spea bombifrons	SF3B3	XM_053448609.1	3815	XP_053304584.1	1217
128467094	Spea bombifrons	SF3B3	XM_053448608.1	3871	XP_053304583.1	1217
129705229	Leucoraja erinaceus	sf3b3	XM_055648710.1	4186	XP_055504685.1	1217
133079114	Eubalaena glacialis	SF3B3	XM_061174432.1	4285	XP_061030415.1	1217
133079114	Eubalaena glacialis	SF3B3	XM_061174433.1	4282	XP_061030416.1	1217
136381249	Saccopteryx leptura	SF3B3	XM_066349756.1	4110	XP_066205853.1	1217
136709812	Hoplias malabaricus	sf3b3	XM_066685332.1	4878	XP_066541429.1	1217
136709812	Hoplias malabaricus	sf3b3	XM_066685334.1	4760	XP_066541431.1	1217
136709812	Hoplias malabaricus	sf3b3	XM_066685333.1	4759	XP_066541430.1	1217
136942001	Osmerus mordax	sf3b3	XM_067234717.1	3919	XP_067090818.1	1217
140453165	Chiloscyllium punctatum	sf3b3	XM_072547627.1	4179	XP_072403728.1	1217
140453165	Chiloscyllium punctatum	sf3b3	XM_072547628.1	3899	XP_072403729.1	1173
479659	Canis lupus familiaris	SF3B3	XM_536791.7	4370	XP_536791.2	1217
479659	Canis lupus familiaris	SF3B3	XM_014114024.3	4240	XP_013969499.1	1217
479659	Canis lupus familiaris	SF3B3	XM_038538355.1	4370	XP_038394283.1	1217
479659	Canis lupus familiaris	SF3B3	XM_038538356.1	4240	XP_038394284.1	1217
479659	Canis lupus familiaris	SF3B3	XM_038602480.1	4370	XP_038458408.1	1217
479659	Canis lupus familiaris	SF3B3	XM_038602481.1	4240	XP_038458409.1	1217
479659	Canis lupus familiaris	SF3B3	XM_038477173.1	4370	XP_038333101.1	1217
479659	Canis lupus familiaris	SF3B3	XM_038477174.1	4240	XP_038333102.1	1217
479659	Canis lupus familiaris	SF3B3	XM_038667085.1	4370	XP_038523013.1	1217
479659	Canis lupus familiaris	SF3B3	XM_038667086.1	4240	XP_038523014.1	1217
100101755	Xenopus tropicalis	sf3b3	XM_031900831.1	4642	XP_031756691.1	1217
100101755	Xenopus tropicalis	sf3b3	XM_002931659.5	4709	XP_002931705.1	1217
101050172	Saimiri boliviensis	SF3B3	XM_003939928.3	4357	XP_003939977.1	1217
101873860	Melopsittacus undulatus	SF3B3	XM_005152264.4	4598	XP_005152321.1	1217
101873860	Melopsittacus undulatus	SF3B3	XM_031051886.2	4557	XP_030907746.1	1217
102849790	Elephantulus edwardii	SF3B3	XM_006878622.1	3654	XP_006878684.1	1217
104067237	Cuculus canorus	SF3B3	XM_054078507.1	4601	XP_053934482.1	1217
104164290	Cariama cristata	SF3B3	XM_009703577.1	3980	XP_009701879.1	1217
104164290	Cariama cristata	SF3B3	XM_009703583.1	3923	XP_009701885.1	1200
104507703	Eurypyga helias	SF3B3	XM_010149067.1	4019	XP_010147369.1	1217
105097706	Camelus dromedarius	SF3B3	XM_010990285.3	4329	XP_010988587.1	787
105097706	Camelus dromedarius	SF3B3	XM_010990284.3	4301	XP_010988586.1	1217
105575990	Cercocebus atys	SF3B3	XM_012038441.1	4353	XP_011893831.1	1217
105575990	Cercocebus atys	SF3B3	XM_012038527.1	4392	XP_011893917.1	1217
107686286	Sinocyclocheilus anshuiensis	sf3b3	XM_016483222.1	4517	XP_016338708.1	1194
109310452	Crocodylus porosus	SF3B3	XM_019535594.1	4634	XP_019391139.1	1217
109310452	Crocodylus porosus	SF3B3	XM_019535595.1	4237	XP_019391140.1	1100
109388722	Hipposideros armiger	SF3B3	XM_019653698.1	4225	XP_019509243.1	1188
112943234	Nothoprocta perdicaria	SF3B3	XM_026034371.1	4205	XP_025890156.1	1152
119055872	Artibeus jamaicensis	SF3B3	XM_037154169.2	5978	XP_037010064.2	1217
119055872	Artibeus jamaicensis	SF3B3	XM_037154168.2	6074	XP_037010063.2	1217
119055872	Artibeus jamaicensis	SF3B3	XM_037154166.2	6044	XP_037010061.2	1217
120384726	Mauremys reevesii	SF3B3	XM_039503720.1	4738	XP_039359654.1	1217
120384726	Mauremys reevesii	SF3B3	XM_039503719.1	4778	XP_039359653.1	1217
120384726	Mauremys reevesii	SF3B3	XM_039503718.1	4773	XP_039359652.1	1217
122920754	Bufo gargarizans	SF3B3	XM_044270471.1	4023	XP_044126406.1	1217
122920754	Bufo gargarizans	SF3B3	XM_044270470.1	4061	XP_044126405.1	1217
128793542	Vidua chalybeata	SF3B3	XM_053952818.1	4569	XP_053808793.1	1217
128793542	Vidua chalybeata	SF3B3	XM_053952819.1	4566	XP_053808794.1	1217
129181743	Dunckerocampus dactyliophorus	sf3b3	XM_054777327.1	4539	XP_054633302.1	1217
129181743	Dunckerocampus dactyliophorus	sf3b3	XM_054777328.1	4494	XP_054633303.1	1217
130043938	Sorex fumeus	SF3B3	XM_056136452.1	4290	XP_055992427.1	1217
133277254	Pezoporus flaviventris	SF3B3	XM_061468907.1	4485	XP_061324891.1	1217
133502030	Syngnathoides biaculeatus	sf3b3	XM_061822348.1	4136	XP_061678332.1	1217
133502030	Syngnathoides biaculeatus	sf3b3	XM_061822349.1	4083	XP_061678333.1	1217
134094245	Sardina pilchardus	sf3b3	XM_062547700.1	4326	XP_062403684.1	1217
136582630	Eleutherodactylus coqui	SF3B3	XM_066583801.1	4059	XP_066439898.1	1217
136582630	Eleutherodactylus coqui	SF3B3	XM_066583800.1	4095	XP_066439897.1	1217
138418340	Ovis canadensis	SF3B3	XM_069549544.1	4317	XP_069405645.1	1217
23450	Homo sapiens	SF3B3	NM_012426.5	9692	NP_036558.3	1217
100482356	Ailuropoda melanoleuca	SF3B3	XM_002920943.4	4356	XP_002920989.1	1217
100482356	Ailuropoda melanoleuca	SF3B3	XM_019801482.2	4374	XP_019657041.1	1217
101943	Mus musculus	Sf3b3	XM_006530518.5	4415	XP_006530581.1	1217
101943	Mus musculus	Sf3b3	XM_030243208.2	4330	XP_030099068.1	650
101943	Mus musculus	Sf3b3	NM_133953.2	4299	NP_598714.1	1217
102409188	Bubalus bubalis	SF3B3	XM_025268369.3	4327	XP_025124154.1	1217
102934804	Chelonia mydas	SF3B3	XM_043526367.1	4785	XP_043382302.1	1217
102934804	Chelonia mydas	SF3B3	XM_037877499.2	4795	XP_037733427.1	1217
102934804	Chelonia mydas	SF3B3	XM_037877500.2	4734	XP_037733428.1	1217
102934804	Chelonia mydas	SF3B3	XM_037877501.2	4909	XP_037733429.1	1217
103233159	Chlorocebus sabaeus	SF3B3	XM_007993675.2	4365	XP_007991866.1	1217
103673576	Ursus maritimus	SF3B3	XM_008702357.2	4332	XP_008700579.1	1217
103753920	Manacus vitellinus	SF3B3	XM_029964722.1	4437	XP_029820582.1	1217
104310724	Haliaeetus albicilla	SF3B3	XM_069793805.1	4632	XP_069649906.1	1217
104310724	Haliaeetus albicilla	SF3B3	XM_069793806.1	4603	XP_069649907.1	1217
104996460	Bison bison bison	SF3B3	XM_010850720.1	4293	XP_010849022.1	1217
105018509	Esox lucius	sf3b3	XM_034288363.1	4444	XP_034144254.1	1217
105018509	Esox lucius	sf3b3	XM_034288364.1	4431	XP_034144255.1	1217
105491292	Macaca nemestrina	LOC105491292	XM_011757535.2	4217	XP_011755837.1	1217
109867712	Oncorhynchus kisutch	sf3b3	XM_020456974.2	4519	XP_020312563.1	1217
109867712	Oncorhynchus kisutch	sf3b3	XM_020456973.2	4536	XP_020312562.1	1217
114135989	Xiphophorus couchianus	sf3b3	XM_028003727.1	4360	XP_027859528.1	1217
114465553	Gouania willdenowi	sf3b3	XM_028450640.1	4313	XP_028306441.1	1217
114708090	Peromyscus leucopus	Sf3b3	XM_028891098.2	5134	XP_028746931.1	1217
116982675	Amblyraja radiata	sf3b3	XM_033036008.1	4152	XP_032891899.1	1217
117051177	Lacerta agilis	SF3B3	XM_033157312.1	4392	XP_033013203.1	1217
117051177	Lacerta agilis	SF3B3	XM_033157313.1	4389	XP_033013204.1	1217
117051177	Lacerta agilis	SF3B3	XM_033157315.1	4424	XP_033013206.1	1217
117051177	Lacerta agilis	SF3B3	XM_033157316.1	4421	XP_033013207.1	1217
119024634	Acanthopagrus latus	sf3b3	XM_037107587.1	5060	XP_036963482.1	1217
119024634	Acanthopagrus latus	sf3b3	XM_037107588.1	5041	XP_036963483.1	1217
122494440	Prionailurus bengalensis	SF3B3	XM_043599628.1	4351	XP_043455563.1	1217
122494440	Prionailurus bengalensis	SF3B3	XM_043599625.1	4372	XP_043455560.1	1224
122494440	Prionailurus bengalensis	SF3B3	XM_043599629.1	4312	XP_043455564.1	1217
122494440	Prionailurus bengalensis	SF3B3	XM_043599626.1	4333	XP_043455561.1	1224
123025375	Varanus komodoensis	SF3B3	XR_006415112.1	4214		
123025375	Varanus komodoensis	SF3B3	XM_044434009.1	4932	XP_044289944.1	1217
123025375	Varanus komodoensis	SF3B3	XM_044434008.1	4922	XP_044289943.1	1217
134630456	Pelmatolapia mariae	sf3b3	XM_063477738.1	4918	XP_063333808.1	1217
135254886	Anguilla rostrata	sf3b3	XM_064335467.1	4613	XP_064191537.1	1216
136312867	Saccopteryx bilineata	SF3B3	XM_066242809.1	4110	XP_066098906.1	1217
138744593	Narcine bancroftii	sf3b3	XM_069900982.1	4098	XP_069757083.1	1217
138744593	Narcine bancroftii	sf3b3	XM_069900984.1	3241	XP_069757085.1	993
138744593	Narcine bancroftii	sf3b3	XM_069900983.1	3539	XP_069757084.1	1044
415680	Gallus gallus	SF3B3	XM_004944119.5	4576	XP_004944176.1	1217
415680	Gallus gallus	SF3B3	XM_001232347.6	4729	XP_001232348.2	1217
415680	Gallus gallus	SF3B3	XM_015279214.4	4792	XP_015134700.1	1217
415680	Gallus gallus	SF3B3	XM_040680980.2	4576	XP_040536914.1	1217
415680	Gallus gallus	SF3B3	XM_040680978.2	4729	XP_040536912.1	1217
415680	Gallus gallus	SF3B3	XM_040680979.2	4792	XP_040536913.1	1217
102071484	Zonotrichia albicollis	SF3B3	XM_005490756.3	4558	XP_005490813.1	1217
103620155	Corvus brachyrhynchos	SF3B3	XM_008638752.2	4495	XP_008636974.1	1217
105983101	Dipodomys ordii	Sf3b3	XM_013012868.1	4313	XP_012868322.1	1217
107150917	Marmota marmota marmota	Sf3b3	XM_048792486.1	4311	XP_048648443.1	1217
107150917	Marmota marmota marmota	Sf3b3	XM_048792487.1	4272	XP_048648444.1	1194
107150917	Marmota marmota marmota	Sf3b3	XM_015496100.2	4340	XP_015351586.1	1217
109289668	Gavialis gangeticus	SF3B3	XM_019505814.1	4639	XP_019361359.1	1217
109289668	Gavialis gangeticus	SF3B3	XM_019505815.1	4561	XP_019361360.1	1217
109289668	Gavialis gangeticus	SF3B3	XM_019505816.1	4326	XP_019361361.1	1100
110337467	Mus pahari	Sf3b3	XM_021220395.1	4299	XP_021076054.1	1217
110337467	Mus pahari	Sf3b3	XM_029532684.1	4258	XP_029388544.1	1217
110337467	Mus pahari	Sf3b3	XM_029532682.1	4399	XP_029388542.1	1217
110337467	Mus pahari	Sf3b3	XM_029532683.1	4410	XP_029388543.1	1217
111152793	Enhydra lutris kenyoni	LOC111152793	XM_022511431.1	4302	XP_022367139.1	1217
114766887	Denticeps clupeoides	sf3b3	XM_028958218.1	4256	XP_028814051.1	1217
114766887	Denticeps clupeoides	sf3b3	XM_028958219.1	4253	XP_028814052.1	1217
117516075	Thalassophryne amazonica	sf3b3	XM_034176960.1	4261	XP_034032851.1	1217
117516075	Thalassophryne amazonica	sf3b3	XM_034176958.1	4313	XP_034032849.1	1217
117516075	Thalassophryne amazonica	sf3b3	XM_034176959.1	4303	XP_034032850.1	1217
118087513	Zootoca vivipara	SF3B3	XM_035120225.2	4369	XP_034976116.2	1217
118087513	Zootoca vivipara	SF3B3	XM_035120226.2	4363	XP_034976117.2	1217
118087513	Zootoca vivipara	SF3B3	XM_035120224.2	4536	XP_034976115.2	1217
118087513	Zootoca vivipara	SF3B3	XM_035120223.2	4539	XP_034976114.2	1217
120564149	Perca fluviatilis	sf3b3	XM_039808894.1	5031	XP_039664828.1	1217
120757632	Hirundo rustica	SF3B3	XM_040075119.1	4603	XP_039931053.1	1217
121097877	Falco naumanni	SF3B3	XM_040615281.1	4596	XP_040471215.1	1217
121182083	Toxotes jaculatrix	sf3b3	XM_041038403.1	5163	XP_040894337.1	1217
121182083	Toxotes jaculatrix	sf3b3	XM_041038405.1	5120	XP_040894339.1	1217
121182083	Toxotes jaculatrix	sf3b3	XM_041038404.1	5083	XP_040894338.1	1217
121334087	Onychostruthus taczanowskii	SF3B3	XM_041400989.1	4582	XP_041256923.1	1217
123800541	Ursus americanus	SF3B3	XM_045810288.1	4357	XP_045666244.1	1217
130257688	Oenanthe melanoleuca	SF3B3	XM_056500473.1	4633	XP_056356448.1	1217
130916601	Corythoichthys intestinalis	sf3b3	XM_057837459.1	3968	XP_057693442.1	1217
130916601	Corythoichthys intestinalis	sf3b3	XM_057837458.1	4053	XP_057693441.1	1217
132582769	Heteronotia binoei	SF3B3	XM_060254488.1	4545	XP_060110471.1	1217
133008722	Limanda limanda	sf3b3	XM_061075996.1	4787	XP_060931979.1	1217
133444505	Cololabis saira	sf3b3	XM_061722341.1	5035	XP_061578325.1	1217
133748881	Lepus europaeus	SF3B3	XM_062177956.1	4323	XP_062033940.1	1217
133748881	Lepus europaeus	SF3B3	XM_062177957.1	4393	XP_062033941.1	1217
134873183	Eleginops maclovinus	sf3b3	XM_063896641.1	4882	XP_063752711.1	1217
135992019	Caloenas nicobarica	SF3B3	XM_065640941.1	4598	XP_065497013.1	1217
138829743	Dipodomys merriami	Sf3b3	XM_070026263.1	4303	XP_069882364.1	1217
100413282	Callithrix jacchus	SF3B3	XM_002761136.5	4591	XP_002761182.1	1217
101113518	Ovis aries	SF3B3	XM_004014898.4	4289	XP_004014947.1	1217
101384570	Odobenus rosmarus divergens	SF3B3	XM_004393285.2	4294	XP_004393342.1	1217
101793926	Anas platyrhynchos	SF3B3	XM_027465684.3	4527	XP_027321485.1	1217
102986318	Physeter macrocephalus	SF3B3	XM_007102553.3	4333	XP_007102615.1	1217
104501913	Buceros rhinoceros silvestris	SF3B3	XM_010145802.1	4049	XP_010144104.1	1336
105305831	Pteropus vampyrus	SF3B3	XM_011380647.2	6655	XP_011378949.1	1217
105305831	Pteropus vampyrus	SF3B3	XM_011380648.2	4380	XP_011378950.1	1217
105305831	Pteropus vampyrus	SF3B3	XM_011380646.2	4333	XP_011378948.1	1217
108527445	Rhinopithecus bieti	SF3B3	XM_017868747.1	4354	XP_017724236.1	1217
108527445	Rhinopithecus bieti	SF3B3	XM_017868748.1	4611	XP_017724237.1	1217
112976871	Apteryx rowi	SF3B3	XM_026088585.1	4602	XP_025944370.1	1217
112976871	Apteryx rowi	SF3B3	XM_026088586.1	4612	XP_025944371.1	1217
112987450	Dromaius novaehollandiae	SF3B3	XM_026107360.2	4649	XP_025963145.1	1217
