Common Name	Description	NCBI GeneID	Gene Type	Protein Count	RNA Type	Symbol	Taxonomic ID	Taxonomic Name	Transcript Accession	Transcript CDS Sequence Accession	Transcript CDS Order	Transcript CDS Orientation	Transcript CDS Start	Transcript CDS Stop	Transcript Count	Transcript Ensembl Transcript	Transcript Genomic Accession 	Transcript Genomic Exons Order	Transcript Genomic Exons Orientation	Transcript Genomic Exons Start	Transcript Genomic Exons Stop	Transcript Genomic Order	Transcript Genomic Orientation	Transcript Genomic Start	Transcript Genomic Stop	Transcript Genomic Seq Name	Transcript Transcript Length	Transcript Transcript Name	Transcript Protein Accession	Transcript Protein Ensembl Protein	Transcript Protein Isoform	Transcript Protein Length	Transcript Protein Mature Peptide Accession	Transcript Protein Mature Peptide Length	Transcript Protein Mature Peptide Name	Transcript Protein Name	Transcript Select Category	Transcript Type
pygmy chimpanzee	syndecan 3	100995829	PROTEIN_CODING	3		SDC3	9597	Pan paniscus	XM_034959753.3	XM_034959753.3			16	1260	3		NC_073249.2	1		195960092	195960160		plus	195960092	195970722	Chromosome 1 Reference NHGRI_mPanPan1-v2.0_pri Primary Assembly	4996	transcript variant X2	XP_034815644.1		isoform X2	414				syndecan-3		PROTEIN_CODING_MODEL
pygmy chimpanzee	syndecan 3	100995829	PROTEIN_CODING	3		SDC3	9597	Pan paniscus	XM_034959753.3	XM_034959753.3			16	1260	3		NC_073249.2	2		195961458	195961575		plus	195960092	195970722	Chromosome 1 Reference NHGRI_mPanPan1-v2.0_pri Primary Assembly	4996	transcript variant X2	XP_034815644.1		isoform X2	414				syndecan-3		PROTEIN_CODING_MODEL
pygmy chimpanzee	syndecan 3	100995829	PROTEIN_CODING	3		SDC3	9597	Pan paniscus	XM_034959753.3	XM_034959753.3			16	1260	3		NC_073249.2	3		195963029	195963642		plus	195960092	195970722	Chromosome 1 Reference NHGRI_mPanPan1-v2.0_pri Primary Assembly	4996	transcript variant X2	XP_034815644.1		isoform X2	414				syndecan-3		PROTEIN_CODING_MODEL
pygmy chimpanzee	syndecan 3	100995829	PROTEIN_CODING	3		SDC3	9597	Pan paniscus	XM_034959753.3	XM_034959753.3			16	1260	3		NC_073249.2	4		195965609	195965900		plus	195960092	195970722	Chromosome 1 Reference NHGRI_mPanPan1-v2.0_pri Primary Assembly	4996	transcript variant X2	XP_034815644.1		isoform X2	414				syndecan-3		PROTEIN_CODING_MODEL
pygmy chimpanzee	syndecan 3	100995829	PROTEIN_CODING	3		SDC3	9597	Pan paniscus	XM_034959753.3	XM_034959753.3			16	1260	3		NC_073249.2	5		195966820	195970722		plus	195960092	195970722	Chromosome 1 Reference NHGRI_mPanPan1-v2.0_pri Primary Assembly	4996	transcript variant X2	XP_034815644.1		isoform X2	414				syndecan-3		PROTEIN_CODING_MODEL
domestic ferret	syndecan 3	101675952	PROTEIN_CODING	1		SDC3	9669	Mustela putorius furo	XM_045064079.1	XM_045064079.1			196	1524	1		NW_025422005.1	1		22866749	22867081		minus	22829393	22867081	NW_025422005 Unplaced Scaffold Reference ASM1176430v1.1 Primary Assembly	5402		XP_044920014.1			442				syndecan-3		PROTEIN_CODING_MODEL
domestic ferret	syndecan 3	101675952	PROTEIN_CODING	1		SDC3	9669	Mustela putorius furo	XM_045064079.1	XM_045064079.1			196	1524	1		NW_025422005.1	2		22838468	22838585		minus	22829393	22867081	NW_025422005 Unplaced Scaffold Reference ASM1176430v1.1 Primary Assembly	5402		XP_044920014.1			442				syndecan-3		PROTEIN_CODING_MODEL
domestic ferret	syndecan 3	101675952	PROTEIN_CODING	1		SDC3	9669	Mustela putorius furo	XM_045064079.1	XM_045064079.1			196	1524	1		NW_025422005.1	3		22836214	22836827		minus	22829393	22867081	NW_025422005 Unplaced Scaffold Reference ASM1176430v1.1 Primary Assembly	5402		XP_044920014.1			442				syndecan-3		PROTEIN_CODING_MODEL
domestic ferret	syndecan 3	101675952	PROTEIN_CODING	1		SDC3	9669	Mustela putorius furo	XM_045064079.1	XM_045064079.1			196	1524	1		NW_025422005.1	4		22834255	22834546		minus	22829393	22867081	NW_025422005 Unplaced Scaffold Reference ASM1176430v1.1 Primary Assembly	5402		XP_044920014.1			442				syndecan-3		PROTEIN_CODING_MODEL
domestic ferret	syndecan 3	101675952	PROTEIN_CODING	1		SDC3	9669	Mustela putorius furo	XM_045064079.1	XM_045064079.1			196	1524	1		NW_025422005.1	5		22829393	22833437		minus	22829393	22867081	NW_025422005 Unplaced Scaffold Reference ASM1176430v1.1 Primary Assembly	5402		XP_044920014.1			442				syndecan-3		PROTEIN_CODING_MODEL
western painted turtle	syndecan 3	101950363	PROTEIN_CODING	2		SDC3	8478	Chrysemys picta bellii	XM_008168913.4	XM_008168913.4			299	1507	2		NC_088813.1	1		5680822	5681209		plus	5680822	5856579	Chromosome 23 Reference ASM1138683v2	2697	transcript variant X1	XP_008167135.1	ENSCPBP00000012042.1	isoform X1	402				syndecan-3		PROTEIN_CODING_MODEL
western painted turtle	syndecan 3	101950363	PROTEIN_CODING	2		SDC3	8478	Chrysemys picta bellii	XM_008168913.4	XM_008168913.4			299	1507	2		NC_088813.1	2		5844195	5844312		plus	5680822	5856579	Chromosome 23 Reference ASM1138683v2	2697	transcript variant X1	XP_008167135.1	ENSCPBP00000012042.1	isoform X1	402				syndecan-3		PROTEIN_CODING_MODEL
western painted turtle	syndecan 3	101950363	PROTEIN_CODING	2		SDC3	8478	Chrysemys picta bellii	XM_008168913.4	XM_008168913.4			299	1507	2		NC_088813.1	3		5845890	5846446		plus	5680822	5856579	Chromosome 23 Reference ASM1138683v2	2697	transcript variant X1	XP_008167135.1	ENSCPBP00000012042.1	isoform X1	402				syndecan-3		PROTEIN_CODING_MODEL
western painted turtle	syndecan 3	101950363	PROTEIN_CODING	2		SDC3	8478	Chrysemys picta bellii	XM_008168913.4	XM_008168913.4			299	1507	2		NC_088813.1	4		5854660	5854936		plus	5680822	5856579	Chromosome 23 Reference ASM1138683v2	2697	transcript variant X1	XP_008167135.1	ENSCPBP00000012042.1	isoform X1	402				syndecan-3		PROTEIN_CODING_MODEL
western painted turtle	syndecan 3	101950363	PROTEIN_CODING	2		SDC3	8478	Chrysemys picta bellii	XM_008168913.4	XM_008168913.4			299	1507	2		NC_088813.1	5		5855223	5856579		plus	5680822	5856579	Chromosome 23 Reference ASM1138683v2	2697	transcript variant X1	XP_008167135.1	ENSCPBP00000012042.1	isoform X1	402				syndecan-3		PROTEIN_CODING_MODEL
western painted turtle	syndecan 3	101950363	PROTEIN_CODING	2		SDC3	8478	Chrysemys picta bellii	XM_065577118.1	XM_065577118.1			16	1146	2		NC_088813.1	1		5743702	5743728		plus	5743702	5856579	Chromosome 23 Reference ASM1138683v2	2336	transcript variant X2	XP_065433190.1		isoform X2	376				syndecan-3		PROTEIN_CODING_MODEL
western painted turtle	syndecan 3	101950363	PROTEIN_CODING	2		SDC3	8478	Chrysemys picta bellii	XM_065577118.1	XM_065577118.1			16	1146	2		NC_088813.1	2		5844195	5844312		plus	5743702	5856579	Chromosome 23 Reference ASM1138683v2	2336	transcript variant X2	XP_065433190.1		isoform X2	376				syndecan-3		PROTEIN_CODING_MODEL
western painted turtle	syndecan 3	101950363	PROTEIN_CODING	2		SDC3	8478	Chrysemys picta bellii	XM_065577118.1	XM_065577118.1			16	1146	2		NC_088813.1	3		5845890	5846446		plus	5743702	5856579	Chromosome 23 Reference ASM1138683v2	2336	transcript variant X2	XP_065433190.1		isoform X2	376				syndecan-3		PROTEIN_CODING_MODEL
western painted turtle	syndecan 3	101950363	PROTEIN_CODING	2		SDC3	8478	Chrysemys picta bellii	XM_065577118.1	XM_065577118.1			16	1146	2		NC_088813.1	4		5854660	5854936		plus	5743702	5856579	Chromosome 23 Reference ASM1138683v2	2336	transcript variant X2	XP_065433190.1		isoform X2	376				syndecan-3		PROTEIN_CODING_MODEL
western painted turtle	syndecan 3	101950363	PROTEIN_CODING	2		SDC3	8478	Chrysemys picta bellii	XM_065577118.1	XM_065577118.1			16	1146	2		NC_088813.1	5		5855223	5856579		plus	5743702	5856579	Chromosome 23 Reference ASM1138683v2	2336	transcript variant X2	XP_065433190.1		isoform X2	376				syndecan-3		PROTEIN_CODING_MODEL
Saker falcon	syndecan 3	102059004	PROTEIN_CODING	1		SDC3	345164	Falco cherrug	XM_055705980.1	XM_055705980.1			74	1327	1		NC_073699.1	1		122092868	122093042		plus	122092868	122134927	Chromosome 3 Reference bFalChe1.pri Primary Assembly	3159		XP_055561955.1			417				syndecan-3		PROTEIN_CODING_MODEL
Saker falcon	syndecan 3	102059004	PROTEIN_CODING	1		SDC3	345164	Falco cherrug	XM_055705980.1	XM_055705980.1			74	1327	1		NC_073699.1	2		122128890	122129007		plus	122092868	122134927	Chromosome 3 Reference bFalChe1.pri Primary Assembly	3159		XP_055561955.1			417				syndecan-3		PROTEIN_CODING_MODEL
Saker falcon	syndecan 3	102059004	PROTEIN_CODING	1		SDC3	345164	Falco cherrug	XM_055705980.1	XM_055705980.1			74	1327	1		NC_073699.1	3		122129463	122130058		plus	122092868	122134927	Chromosome 3 Reference bFalChe1.pri Primary Assembly	3159		XP_055561955.1			417				syndecan-3		PROTEIN_CODING_MODEL
Saker falcon	syndecan 3	102059004	PROTEIN_CODING	1		SDC3	345164	Falco cherrug	XM_055705980.1	XM_055705980.1			74	1327	1		NC_073699.1	4		122131773	122132043		plus	122092868	122134927	Chromosome 3 Reference bFalChe1.pri Primary Assembly	3159		XP_055561955.1			417				syndecan-3		PROTEIN_CODING_MODEL
Saker falcon	syndecan 3	102059004	PROTEIN_CODING	1		SDC3	345164	Falco cherrug	XM_055705980.1	XM_055705980.1			74	1327	1		NC_073699.1	5		122132929	122134927		plus	122092868	122134927	Chromosome 3 Reference bFalChe1.pri Primary Assembly	3159		XP_055561955.1			417				syndecan-3		PROTEIN_CODING_MODEL
polar bear	syndecan 3	103666748	PROTEIN_CODING	1		SDC3	29073	Ursus maritimus	XM_040619335.1	XM_040619335.1			1	1203	1		NW_024425786.1	1		22998283	22998294		minus	22990420	22998294	NW_024425786 Unplaced Scaffold Reference ASM1731132v1 Primary Assembly	3177		XP_040475269.1			400				syndecan-3		PROTEIN_CODING_MODEL
polar bear	syndecan 3	103666748	PROTEIN_CODING	1		SDC3	29073	Ursus maritimus	XM_040619335.1	XM_040619335.1			1	1203	1		NW_024425786.1	2		22997572	22997689		minus	22990420	22998294	NW_024425786 Unplaced Scaffold Reference ASM1731132v1 Primary Assembly	3177		XP_040475269.1			400				syndecan-3		PROTEIN_CODING_MODEL
polar bear	syndecan 3	103666748	PROTEIN_CODING	1		SDC3	29073	Ursus maritimus	XM_040619335.1	XM_040619335.1			1	1203	1		NW_024425786.1	3		22995291	22995904		minus	22990420	22998294	NW_024425786 Unplaced Scaffold Reference ASM1731132v1 Primary Assembly	3177		XP_040475269.1			400				syndecan-3		PROTEIN_CODING_MODEL
polar bear	syndecan 3	103666748	PROTEIN_CODING	1		SDC3	29073	Ursus maritimus	XM_040619335.1	XM_040619335.1			1	1203	1		NW_024425786.1	4		22993356	22993647		minus	22990420	22998294	NW_024425786 Unplaced Scaffold Reference ASM1731132v1 Primary Assembly	3177		XP_040475269.1			400				syndecan-3		PROTEIN_CODING_MODEL
polar bear	syndecan 3	103666748	PROTEIN_CODING	1		SDC3	29073	Ursus maritimus	XM_040619335.1	XM_040619335.1			1	1203	1		NW_024425786.1	5		22990420	22992560		minus	22990420	22998294	NW_024425786 Unplaced Scaffold Reference ASM1731132v1 Primary Assembly	3177		XP_040475269.1			400				syndecan-3		PROTEIN_CODING_MODEL
	syndecan 3	104335922	PROTEIN_CODING	1		SDC3	30419	Opisthocomus hoazin	XM_009941707.1	XM_009941707.1			1	1218	1		NW_009903050.1	1		1112439	1112489		plus	1112439	1126583	NW_009903050.1 Unplaced Scaffold Reference ASM69207v1	1296		XP_009940009.1			405				syndecan-3		PROTEIN_CODING_MODEL
	syndecan 3	104335922	PROTEIN_CODING	1		SDC3	30419	Opisthocomus hoazin	XM_009941707.1	XM_009941707.1			1	1218	1		NW_009903050.1	2		1121987	1122104		plus	1112439	1126583	NW_009903050.1 Unplaced Scaffold Reference ASM69207v1	1296		XP_009940009.1			405				syndecan-3		PROTEIN_CODING_MODEL
	syndecan 3	104335922	PROTEIN_CODING	1		SDC3	30419	Opisthocomus hoazin	XM_009941707.1	XM_009941707.1			1	1218	1		NW_009903050.1	3		1122544	1123154		plus	1112439	1126583	NW_009903050.1 Unplaced Scaffold Reference ASM69207v1	1296		XP_009940009.1			405				syndecan-3		PROTEIN_CODING_MODEL
	syndecan 3	104335922	PROTEIN_CODING	1		SDC3	30419	Opisthocomus hoazin	XM_009941707.1	XM_009941707.1			1	1218	1		NW_009903050.1	4		1125198	1125468		plus	1112439	1126583	NW_009903050.1 Unplaced Scaffold Reference ASM69207v1	1296		XP_009940009.1			405				syndecan-3		PROTEIN_CODING_MODEL
	syndecan 3	104335922	PROTEIN_CODING	1		SDC3	30419	Opisthocomus hoazin	XM_009941707.1	XM_009941707.1			1	1218	1		NW_009903050.1	5		1126339	1126583		plus	1112439	1126583	NW_009903050.1 Unplaced Scaffold Reference ASM69207v1	1296		XP_009940009.1			405				syndecan-3		PROTEIN_CODING_MODEL
	syndecan 3	107120642	PROTEIN_CODING	1		SDC3	146911	Gekko japonicus	XM_015423377.1	XM_015423377.1			1	1161	1		NW_015173724.1	1		333288	333335		plus	333288	378011	NW_015173724.1 Unplaced Scaffold Reference Gekko_japonicus_V1.1 Primary Assembly	1715		XP_015278863.1			386				syndecan-3		PROTEIN_CODING_MODEL
	syndecan 3	107120642	PROTEIN_CODING	1		SDC3	146911	Gekko japonicus	XM_015423377.1	XM_015423377.1			1	1161	1		NW_015173724.1	2		351480	351606		plus	333288	378011	NW_015173724.1 Unplaced Scaffold Reference Gekko_japonicus_V1.1 Primary Assembly	1715		XP_015278863.1			386				syndecan-3		PROTEIN_CODING_MODEL
	syndecan 3	107120642	PROTEIN_CODING	1		SDC3	146911	Gekko japonicus	XM_015423377.1	XM_015423377.1			1	1161	1		NW_015173724.1	3		357923	358476		plus	333288	378011	NW_015173724.1 Unplaced Scaffold Reference Gekko_japonicus_V1.1 Primary Assembly	1715		XP_015278863.1			386				syndecan-3		PROTEIN_CODING_MODEL
	syndecan 3	107120642	PROTEIN_CODING	1		SDC3	146911	Gekko japonicus	XM_015423377.1	XM_015423377.1			1	1161	1		NW_015173724.1	4		375351	375615		plus	333288	378011	NW_015173724.1 Unplaced Scaffold Reference Gekko_japonicus_V1.1 Primary Assembly	1715		XP_015278863.1			386				syndecan-3		PROTEIN_CODING_MODEL
	syndecan 3	107120642	PROTEIN_CODING	1		SDC3	146911	Gekko japonicus	XM_015423377.1	XM_015423377.1			1	1161	1		NW_015173724.1	5		377291	378011		plus	333288	378011	NW_015173724.1 Unplaced Scaffold Reference Gekko_japonicus_V1.1 Primary Assembly	1715		XP_015278863.1			386				syndecan-3		PROTEIN_CODING_MODEL
Ryukyu mouse	syndecan 3	110292973	PROTEIN_CODING	1		Sdc3	10089	Mus caroli	XM_021160677.1	XM_021160677.1			129	1457	1	MGP_CAROLIEiJ_T0064758.1	NC_034573.1	1		120431397	120431656		plus	120431397	120464607	Chromosome 4 Reference CAROLI_EIJ_v1.1 Primary Assembly	4951		XP_021016336.1	MGP_CAROLIEiJ_P0064758		442				syndecan-3		PROTEIN_CODING_MODEL
Ryukyu mouse	syndecan 3	110292973	PROTEIN_CODING	1		Sdc3	10089	Mus caroli	XM_021160677.1	XM_021160677.1			129	1457	1	MGP_CAROLIEiJ_T0064758.1	NC_034573.1	2		120455171	120455288		plus	120431397	120464607	Chromosome 4 Reference CAROLI_EIJ_v1.1 Primary Assembly	4951		XP_021016336.1	MGP_CAROLIEiJ_P0064758		442				syndecan-3		PROTEIN_CODING_MODEL
Ryukyu mouse	syndecan 3	110292973	PROTEIN_CODING	1		Sdc3	10089	Mus caroli	XM_021160677.1	XM_021160677.1			129	1457	1	MGP_CAROLIEiJ_T0064758.1	NC_034573.1	3		120456885	120457507		plus	120431397	120464607	Chromosome 4 Reference CAROLI_EIJ_v1.1 Primary Assembly	4951		XP_021016336.1	MGP_CAROLIEiJ_P0064758		442				syndecan-3		PROTEIN_CODING_MODEL
Ryukyu mouse	syndecan 3	110292973	PROTEIN_CODING	1		Sdc3	10089	Mus caroli	XM_021160677.1	XM_021160677.1			129	1457	1	MGP_CAROLIEiJ_T0064758.1	NC_034573.1	4		120459641	120459929		plus	120431397	120464607	Chromosome 4 Reference CAROLI_EIJ_v1.1 Primary Assembly	4951		XP_021016336.1	MGP_CAROLIEiJ_P0064758		442				syndecan-3		PROTEIN_CODING_MODEL
Ryukyu mouse	syndecan 3	110292973	PROTEIN_CODING	1		Sdc3	10089	Mus caroli	XM_021160677.1	XM_021160677.1			129	1457	1	MGP_CAROLIEiJ_T0064758.1	NC_034573.1	5		120460947	120464607		plus	120431397	120464607	Chromosome 4 Reference CAROLI_EIJ_v1.1 Primary Assembly	4951		XP_021016336.1	MGP_CAROLIEiJ_P0064758		442				syndecan-3		PROTEIN_CODING_MODEL
mainland tiger snake	syndecan 3	113419833	PROTEIN_CODING	1		SDC3	8663	Notechis scutatus	XM_026679413.1	XM_026679413.1			38	748	1		NW_020716728.1	1		1035634	1035755		minus	1030409	1035755	NW_020716728 Unplaced Scaffold Reference TS10Xv2-PRI	854		XP_026535198.1			236				syndecan-3		PROTEIN_CODING_MODEL
mainland tiger snake	syndecan 3	113419833	PROTEIN_CODING	1		SDC3	8663	Notechis scutatus	XM_026679413.1	XM_026679413.1			38	748	1		NW_020716728.1	2		1030409	1031140		minus	1030409	1035755	NW_020716728 Unplaced Scaffold Reference TS10Xv2-PRI	854		XP_026535198.1			236				syndecan-3		PROTEIN_CODING_MODEL
Tiger rattlesnake	syndecan 3	120301653	PROTEIN_CODING	2		SDC3	88082	Crotalus tigris	XM_039329166.1	XM_039329166.1			523	1848	2		NW_024100558.1	1		427350	427964		minus	244618	427964	NW_024100558 Unplaced Scaffold Reference ASM1654583v1	2891	transcript variant X1	XP_039185100.1		isoform X1	441				syndecan-3		PROTEIN_CODING_MODEL
Tiger rattlesnake	syndecan 3	120301653	PROTEIN_CODING	2		SDC3	88082	Crotalus tigris	XM_039329166.1	XM_039329166.1			523	1848	2		NW_024100558.1	2		278171	278297		minus	244618	427964	NW_024100558 Unplaced Scaffold Reference ASM1654583v1	2891	transcript variant X1	XP_039185100.1		isoform X1	441				syndecan-3		PROTEIN_CODING_MODEL
Tiger rattlesnake	syndecan 3	120301653	PROTEIN_CODING	2		SDC3	88082	Crotalus tigris	XM_039329166.1	XM_039329166.1			523	1848	2		NW_024100558.1	3		275366	275946		minus	244618	427964	NW_024100558 Unplaced Scaffold Reference ASM1654583v1	2891	transcript variant X1	XP_039185100.1		isoform X1	441				syndecan-3		PROTEIN_CODING_MODEL
Tiger rattlesnake	syndecan 3	120301653	PROTEIN_CODING	2		SDC3	88082	Crotalus tigris	XM_039329166.1	XM_039329166.1			523	1848	2		NW_024100558.1	4		253380	253641		minus	244618	427964	NW_024100558 Unplaced Scaffold Reference ASM1654583v1	2891	transcript variant X1	XP_039185100.1		isoform X1	441				syndecan-3		PROTEIN_CODING_MODEL
Tiger rattlesnake	syndecan 3	120301653	PROTEIN_CODING	2		SDC3	88082	Crotalus tigris	XM_039329166.1	XM_039329166.1			523	1848	2		NW_024100558.1	5		251579	251694		minus	244618	427964	NW_024100558 Unplaced Scaffold Reference ASM1654583v1	2891	transcript variant X1	XP_039185100.1		isoform X1	441				syndecan-3		PROTEIN_CODING_MODEL
Tiger rattlesnake	syndecan 3	120301653	PROTEIN_CODING	2		SDC3	88082	Crotalus tigris	XM_039329166.1	XM_039329166.1			523	1848	2		NW_024100558.1	6		244618	245807		minus	244618	427964	NW_024100558 Unplaced Scaffold Reference ASM1654583v1	2891	transcript variant X1	XP_039185100.1		isoform X1	441				syndecan-3		PROTEIN_CODING_MODEL
Tiger rattlesnake	syndecan 3	120301653	PROTEIN_CODING	2		SDC3	88082	Crotalus tigris	XM_039329167.1	XM_039329167.1			521	1750	2		NW_024100558.1	1		427350	427962		minus	249658	427962	NW_024100558 Unplaced Scaffold Reference ASM1654583v1	3620	transcript variant X2	XP_039185101.1		isoform X2	409				syndecan-3		PROTEIN_CODING_MODEL
Tiger rattlesnake	syndecan 3	120301653	PROTEIN_CODING	2		SDC3	88082	Crotalus tigris	XM_039329167.1	XM_039329167.1			521	1750	2		NW_024100558.1	2		278171	278297		minus	249658	427962	NW_024100558 Unplaced Scaffold Reference ASM1654583v1	3620	transcript variant X2	XP_039185101.1		isoform X2	409				syndecan-3		PROTEIN_CODING_MODEL
Tiger rattlesnake	syndecan 3	120301653	PROTEIN_CODING	2		SDC3	88082	Crotalus tigris	XM_039329167.1	XM_039329167.1			521	1750	2		NW_024100558.1	3		275366	275946		minus	249658	427962	NW_024100558 Unplaced Scaffold Reference ASM1654583v1	3620	transcript variant X2	XP_039185101.1		isoform X2	409				syndecan-3		PROTEIN_CODING_MODEL
Tiger rattlesnake	syndecan 3	120301653	PROTEIN_CODING	2		SDC3	88082	Crotalus tigris	XM_039329167.1	XM_039329167.1			521	1750	2		NW_024100558.1	4		253380	253641		minus	249658	427962	NW_024100558 Unplaced Scaffold Reference ASM1654583v1	3620	transcript variant X2	XP_039185101.1		isoform X2	409				syndecan-3		PROTEIN_CODING_MODEL
Tiger rattlesnake	syndecan 3	120301653	PROTEIN_CODING	2		SDC3	88082	Crotalus tigris	XM_039329167.1	XM_039329167.1			521	1750	2		NW_024100558.1	5		249658	251694		minus	249658	427962	NW_024100558 Unplaced Scaffold Reference ASM1654583v1	3620	transcript variant X2	XP_039185101.1		isoform X2	409				syndecan-3		PROTEIN_CODING_MODEL
Eurasian tree sparrow	syndecan 3	120511654	PROTEIN_CODING	1		SDC3	9160	Passer montanus	XR_005629789.1						3		NW_024371926.1	1		3062184	3062371		plus	3062184	3106375	NW_024371926 Unplaced Scaffold Reference ASM1480565v1 Primary Assembly	2805	transcript variant X2										NON_CODING_MODEL
Eurasian tree sparrow	syndecan 3	120511654	PROTEIN_CODING	1		SDC3	9160	Passer montanus	XR_005629789.1						3		NW_024371926.1	2		3100492	3100609		plus	3062184	3106375	NW_024371926 Unplaced Scaffold Reference ASM1480565v1 Primary Assembly	2805	transcript variant X2										NON_CODING_MODEL
