Species	Num_Gaps
Elgaria_multicarinata_webbii	0
Emys_orbicularis	0
Eptesicus_fuscus	0
Equus_asinus	0
Equus_caballus	0
Equus_przewalskii	0
Equus_quagga	3
Erinaceus_europaeus	0
Erpetoichthys_calabaricus	6
Erythrolamprus_reginae	0
Eschrichtius_robustus	0
Eubalaena_glacialis	0
Eublepharis_macularius	0
Eulemur_rufifrons	0
Euleptes_europaea	0
Eumetopias_jubatus	3
Falco_rusticolus	0
Felis_catus	0
Fukomys_damarensis	14
Gallus_gallus	0
Gavialis_gangeticus	56
Gavia_stellata	0
Geotrypetes_seraphini	0
Globicephala_melas	0
Gopherus_evgoodei	0
Gopherus_flavomarginatus	0
Gorilla_gorilla_gorilla	0
Gracilinanus_agilis	6
Grammomys_surdaster	4
Grus_americana	0
Gymnogyps_californianus	0
Halichoerus_grypus	0
Harpia_harpyja	0
Heliangelus_exortis	0
Hemicordylus_capensis	0
Hemiscyllium_ocellatum	0
Heterocephalus_glaber	8
Heteronotia_binoei	0
Hippopotamus_amphibius_kiboko	0
Hipposideros_armiger	14
Hirundo_rustica	0
Hyaena_hyaena	4
Hyla_sarda	1
Hylobates_moloch	0
Hypanus_sabinus	0
Hyperolius_riggenbachi	1
Ictidomys_tridecemlineatus	8
Indicator_indicator	1
Jaculus_jaculus	0
Lacerta_agilis	0
Lagenorhynchus_albirostris	0
Lagopus_leucura	4
Lagopus_muta	0
Lemur_catta	0
Leopardus_geoffroyi	0
Lepisosteus_oculatus	1
Lepus_europaeus	0
Leucoraja_erinaceus	0
Lipotes_vexillifer	15
Lontra_canadensis	1
Loxodonta_africana	0
Lutra_lutra	0
Lynx_canadensis	0
Lynx_rufus	0
Macaca_fascicularis	0
Macaca_mulatta	0
Macaca_nemestrina	0
Macaca_thibetana_thibetana	0
Malaclemys_terrapin_pileata	0
Malurus_melanocephalus	3
Manacus_vitellinus	7
Mandrillus_leucophaeus	33
Manis_javanica	4
Manis_pentadactyla	0
Marmota_flaviventris	0
Marmota_marmota_marmota	14
Marmota_monax	0
Mastomys_coucha	14
Mauremys_mutica	1
Mauremys_reevesii	0
Meles_meles	0
Melopsittacus_undulatus	0
Meriones_unguiculatus	0
Mesocricetus_auratus	0
Mesoplodon_densirostris	0
Microcebus_murinus	0
Microtus_ochrogaster	20
Microtus_oregoni	0
Miniopterus_natalensis	15
Mirounga_angustirostris	0
Mirounga_leonina	2
Mobula_hypostoma	0
Molossus_molossus	0
Molothrus_aeneus	0
Molothrus_ater	0
Monodelphis_domestica	1
Monodon_monoceros	0
Moschus_berezovskii	0
Mus_caroli	10
Mus_musculus	0
Mus_pahari	16
Mustela_erminea	0
Mustela_lutreola	0
Mustela_nigripes	4
Mustela_putorius_furo	0
Myodes_glareolus	2
Myotis_brandtii	22
Myotis_daubentonii	1
Myotis_lucifugus	13
Myotis_myotis	0
Myotis_yumanensis	0
Nannospalax_galili	21
Narcine_bancroftii	0
Neofelis_nebulosa	0
Neogale_vison	0
Neomonachus_schauinslandi	5
Neopelma_chrysocephalum	2
Neophocaena_asiaeorientalis_asiaeorientalis	11
Nipponia_nippon	13
Nomascus_leucogenys	1
Notechis_scutatus	9
Nothoprocta_perdicaria	4
Numida_meleagris	4
Nyctereutes_procyonoides	0
Nycticebus_coucang	0
Ochotona_curzoniae	0
Ochotona_princeps	0
Octodon_degus	18
Odobenus_rosmarus_divergens	4
Oenanthe_melanoleuca	0
Orcinus_orca	0
Ornithorhynchus_anatinus	0
Orycteropus_afer_afer	5
Oryctolagus_cuniculus	0
Oryx_dammah	8
Otolemur_garnettii	23
Ovis_aries	0
Ovis_canadensis	0
Pan_paniscus	0
Panthera_leo	0
Panthera_onca	6
Panthera_pardus	0
Panthera_tigris	0
Panthera_uncia	3
Pantherophis_guttatus	0
Pan_troglodytes	0
Papio_anubis	1
Patagioenas_fasciata	0
Pelobates_fuscus	0
Perognathus_longimembris_pacificus	0
Peromyscus_californicus_insignis	0
Peromyscus_eremicus	1
Peromyscus_leucopus	0
Peromyscus_maniculatus_bairdii	15
Petaurus_breviceps_papuanus	9
Phacochoerus_africanus	0
Phaenicophaeus_curvirostris	0
Phalacrocorax_carbo	0
Phascolarctos_cinereus	0
Phasianus_colchicus	4
Phoca_vitulina	4
Phocoena_phocoena	0
Phocoena_sinus	0
Phodopus_roborovskii	0
Phyllostomus_discolor	0
Phyllostomus_hastatus	0
Piliocolobus_tephrosceles	6
Pipistrellus_kuhlii	0
Pipra_filicauda	0
Pithys_albifrons_albifrons	0
Pituophis_catenifer_annectens	0
Pleurodeles_waltl	0
Podarcis_raffonei	0
Pogona_vitticeps	18
Polypterus_senegalus	10
Pongo_abelii	0
Pongo_pygmaeus	0
Prinia_subflava	0
Prionailurus_bengalensis	0
Prionailurus_viverrinus	0
Pristiophorus_japonicus	2
Pristis_pectinata	0
Protobothrops_mucrosquamatus	9
Protopterus_annectens	15
Psammomys_obesus	3
Pseudonaja_textilis	2
Pseudophryne_corroboree	0
Pseudopipra_pipra	0
Pseudorca_crassidens	0
Pteronotus_mesoamericanus	0
Pteropus_alecto	13
Pteropus_medius	1
Pteropus_vampyrus	26
Puma_concolor	26
Rana_temporaria	0
Ranitomeya_imitator	0
Rattus_norvegicus	0
Rattus_rattus	0
Rhea_pennata	0
Rhinatrema_bivittatum	8
Rhineura_floridana	0
Rhinolophus_ferrumequinum	0
Rhinopithecus_bieti	18
Rhinopithecus_roxellana	0
Rissa_tridactyla	0
Rousettus_aegyptiacus	0
Saccopteryx_bilineata	0
Saccopteryx_leptura	0
Sagmatias_obliquidens	0
Saimiri_boliviensis	0
Sapajus_apella	5
Sarcophilus_harrisii	0
Sciurus_carolinensis	0
Scyliorhinus_canicula	0
Sorex_araneus	0
Sorex_fumeus	0
Spea_bombifrons	0
Sphaerodactylus_townsendi	0
Stegostoma_tigrinum	0
Strigops_habroptila	1
Struthio_camelus	0
Sturnira_hondurensis	3
Suncus_etruscus	0
Suricata_suricatta	6
Sus_scrofa	0
Symphalangus_syndactylus	0
Tachyglossus_aculeatus	0
Talpa_occidentalis	0
Thamnophis_elegans	0
Theropithecus_gelada	7
Trachypithecus_francoisi	0
Trichechus_manatus_latirostris	10
Trichosurus_vulpecula	0
Tupaia_chinensis	26
Tursiops_truncatus	0
Tympanuchus_pallidicinctus	0
Tyto_alba	0
Urocitellus_parryii	3
Ursus_americanus	0
Ursus_arctos	0
Ursus_maritimus	4
Varanus_komodoensis	2
Vicugna_pacos	2
Vombatus_ursinus	4
Vulpes_lagopus	0
Vulpes_vulpes	26
Xenopus_tropicalis	0
Zalophus_californianus	0
Zootoca_vivipara	0
