NCBI GeneID	Taxonomic Name	Symbol	Transcript Accession	Transcript Transcript Length	Transcript Protein Accession	Transcript Protein Length
115551095	Gadus morhua	fcsk	XM_030366627.1	3365	XP_030222487.1	1088
115856826	Globicephala melas	FCSK	XM_030863376.2	4394	XP_030719236.2	1075
116401240	Anarrhichthys ocellatus	fcsk	XM_031879559.1	2297	XP_031735419.1	676
118314747	Scophthalmus maximus	LOC118314747	XM_035641354.2	5169	XP_035497247.1	1097
118584853	Onychomys torridus	Fcsk	XM_036189181.1	3504	XP_036045074.1	1091
118584853	Onychomys torridus	Fcsk	XM_036189179.1	3429	XP_036045072.1	1091
118885288	Balaenoptera musculus	FCSK	XM_036833855.1	4063	XP_036689750.1	973
118885288	Balaenoptera musculus	FCSK	XM_036833854.1	4303	XP_036689749.1	1053
118885288	Balaenoptera musculus	FCSK	XM_036833852.1	4381	XP_036689747.1	1079
118885288	Balaenoptera musculus	FCSK	XM_036833853.1	4348	XP_036689748.1	1079
119893164	Micropterus salmoides	LOC119893164	XR_005442772.1	4088		
119893164	Micropterus salmoides	LOC119893164	XM_038705136.1	4168	XP_038561064.1	1081
120535185	Polypterus senegalus	LOC120535185	XM_039762843.1	3397	XP_039618777.1	1093
120535185	Polypterus senegalus	LOC120535185	XM_039762842.1	3452	XP_039618776.1	1122
120535185	Polypterus senegalus	LOC120535185	XM_039762845.1	3161	XP_039618779.1	1016
121664220	Corvus kubaryi	FCSK	XM_042027359.1	3798	XP_041883293.1	1085
121664220	Corvus kubaryi	FCSK	XM_042027362.1	3513	XP_041883296.1	990
121664220	Corvus kubaryi	FCSK	XM_042027358.1	3801	XP_041883292.1	1086
121664220	Corvus kubaryi	FCSK	XM_042027360.1	3617	XP_041883294.1	993
121664220	Corvus kubaryi	FCSK	XM_042027366.1	3220	XP_041883300.1	901
121664220	Corvus kubaryi	FCSK	XM_042027363.1	3045	XP_041883297.1	971
121664220	Corvus kubaryi	FCSK	XM_042027361.1	3105	XP_041883295.1	991
129015574	Pongo pygmaeus	FCSK	XM_054453771.2	4457	XP_054309746.2	1090
129015574	Pongo pygmaeus	FCSK	XM_054453768.2	4462	XP_054309743.2	1092
129015574	Pongo pygmaeus	FCSK	XM_063654018.1	4624	XP_063510088.1	1082
129015574	Pongo pygmaeus	FCSK	XM_054453772.2	4629	XP_054309747.2	1084
129015574	Pongo pygmaeus	FCSK	XM_054453769.2	4092	XP_054309744.2	1092
129015574	Pongo pygmaeus	FCSK	XM_063654017.1	4255	XP_063510087.1	1084
129015574	Pongo pygmaeus	FCSK	XM_054453773.2	3556	XP_054309748.2	999
129015574	Pongo pygmaeus	FCSK	XM_054453774.2	4323	XP_054309749.2	980
129015574	Pongo pygmaeus	FCSK	XM_054453776.2	3571	XP_054309751.2	892
129015574	Pongo pygmaeus	FCSK	XM_054453775.2	4461	XP_054309750.2	905
132509111	Lagenorhynchus albirostris	FCSK	XM_060129688.1	4268	XP_059985671.1	1049
132509111	Lagenorhynchus albirostris	FCSK	XM_060129687.1	4346	XP_059985670.1	1075
133229931	Bos javanicus	FCSK	XM_061386676.1	5220	XP_061242660.1	1079
133229931	Bos javanicus	FCSK	XM_061386679.1	4085	XP_061242663.1	1079
133229931	Bos javanicus	FCSK	XM_061386678.1	4125	XP_061242662.1	1079
133229931	Bos javanicus	FCSK	XM_061386677.1	4208	XP_061242661.1	1079
134020926	Osmerus eperlanus	LOC134020926	XM_062461273.1	3765	XP_062317257.1	1074
134020926	Osmerus eperlanus	LOC134020926	XM_062461272.1	3596	XP_062317256.1	1074
134020926	Osmerus eperlanus	LOC134020926	XM_062461274.1	3219	XP_062317258.1	942
135421870	Pseudopipra pipra	FCSK	XM_064670678.1	3291	XP_064526748.1	1047
135421870	Pseudopipra pipra	FCSK	XM_064670675.1	3949	XP_064526745.1	1142
135421870	Pseudopipra pipra	FCSK	XM_064670676.1	3946	XP_064526746.1	1141
135421870	Pseudopipra pipra	FCSK	XM_064670677.1	3781	XP_064526747.1	1086
139663495	Centroberyx affinis	LOC139663495	XM_071542182.1	4170	XP_071398283.1	1082
100672550	Loxodonta africana	FCSK	XM_064273785.1	5407	XP_064129855.1	1175
100672550	Loxodonta africana	FCSK	XM_064273787.1	5287	XP_064129857.1	1135
100672550	Loxodonta africana	FCSK	XM_064273786.1	5305	XP_064129856.1	1141
100672550	Loxodonta africana	FCSK	XM_064273788.1	4944	XP_064129858.1	1006
100672550	Loxodonta africana	FCSK	XM_003417159.4	4659	XP_003417207.1	1079
102003876	Chinchilla lanigera	Fcsk	XM_005403481.2	4023	XP_005403538.1	1079
102003876	Chinchilla lanigera	Fcsk	XM_005403482.1	3897	XP_005403539.1	1079
102003876	Chinchilla lanigera	Fcsk	XM_005403483.2	4001	XP_005403540.1	1079
105305829	Pteropus vampyrus	FCSK	XM_011380641.2	3899	XP_011378943.1	989
105305829	Pteropus vampyrus	FCSK	XM_011380640.2	4630	XP_011378942.1	1079
105305829	Pteropus vampyrus	FCSK	XM_023523649.1	4026	XP_023379417.1	1079
105305829	Pteropus vampyrus	FCSK	XM_023523648.1	3964	XP_023379416.1	1079
106921953	Poecilia mexicana	fcsk	XM_014993992.1	3711	XP_014849478.1	1111
106983746	Acinonyx jubatus	FCSK	XM_027076178.2	4300	XP_026931979.1	1079
106983746	Acinonyx jubatus	FCSK	XM_053210545.1	4291	XP_053066520.1	985
106983746	Acinonyx jubatus	FCSK	XM_053210546.1	4094	XP_053066521.1	946
106983746	Acinonyx jubatus	FCSK	XM_053210547.1	3978	XP_053066522.1	946
107319068	Coturnix japonica	FCSK	XM_015873594.2	4005	XP_015729080.1	1119
107319068	Coturnix japonica	FCSK	XM_032447117.1	3953	XP_032303008.1	1103
107319068	Coturnix japonica	FCSK	XM_015873597.2	3899	XP_015729083.1	1085
107319068	Coturnix japonica	FCSK	XM_032447118.1	4110	XP_032303009.1	1126
108397075	Manis javanica	FCSK	XR_005063239.1	4277		
108397075	Manis javanica	FCSK	XR_005063240.1	4243		
108397075	Manis javanica	FCSK	XM_037025429.1	3691	XP_036881324.1	883
108397075	Manis javanica	FCSK	XM_037025428.1	4143	XP_036881323.1	980
108397075	Manis javanica	FCSK	XM_037025426.1	4003	XP_036881321.1	1031
108397075	Manis javanica	FCSK	XM_037025424.1	4413	XP_036881319.1	1079
108397075	Manis javanica	FCSK	XM_037025423.1	4781	XP_036881318.1	1079
108397075	Manis javanica	FCSK	XM_037025427.1	3975	XP_036881322.1	1022
108803447	Nanorana parkeri	FCSK	XM_018575285.1	3332	XP_018430787.1	1094
109518183	Hippocampus comes	fcsk	XM_019873879.1	3387	XP_019729438.1	1032
109684986	Castor canadensis	Fcsk	XM_020161630.1	4902	XP_020017219.1	993
109684986	Castor canadensis	Fcsk	XM_020161633.1	5160	XP_020017222.1	1079
109684986	Castor canadensis	Fcsk	XM_020161632.1	4782	XP_020017221.1	953
109684986	Castor canadensis	Fcsk	XM_020161631.1	3598	XP_020017220.1	993
115420882	Sphaeramia orbicularis	fcsk	XM_030136477.1	4366	XP_029992337.1	1086
115586906	Sparus aurata	fcsk	XM_030426359.1	5760	XP_030282219.1	1083
115781728	Archocentrus centrarchus	fcsk	XM_030731559.1	4128	XP_030587419.1	1083
117424690	Acipenser ruthenus	LOC117424690	XM_034041311.3	3542	XP_033897202.1	1082
117424690	Acipenser ruthenus	LOC117424690	XM_034041309.3	3692	XP_033897200.1	1096
117424690	Acipenser ruthenus	LOC117424690	XM_034041312.3	3696	XP_033897203.1	1082
117424690	Acipenser ruthenus	LOC117424690	XM_034041307.3	5496	XP_033897198.1	1146
117424690	Acipenser ruthenus	LOC117424690	XM_034041313.3	5171	XP_033897204.1	1049
118691423	Molothrus ater	FCSK	XM_036390593.2	3772	XP_036246486.1	1086
121647587	Melanotaenia boesemani	LOC121647587	XM_041997144.1	3964	XP_041853078.1	1083
121647587	Melanotaenia boesemani	LOC121647587	XM_041997145.1	3486	XP_041853079.1	1083
122494442	Prionailurus bengalensis	FCSK	XM_043599630.1	4404	XP_043455565.1	1079
122494442	Prionailurus bengalensis	FCSK	XM_043599631.1	4158	XP_043455566.1	991
123625450	Lemur catta	FCSK	XM_045533979.1	3904	XP_045389935.1	1105
125152875	Prionailurus viverrinus	FCSK	XM_047835450.1	4097	XP_047691406.1	991
125152875	Prionailurus viverrinus	FCSK	XM_047835449.1	4360	XP_047691405.1	1079
128812932	Vidua macroura	FCSK	XM_053987627.1	3644	XP_053843602.1	1010
128812932	Vidua macroura	FCSK	XM_053987628.1	3643	XP_053843603.1	1010
128812932	Vidua macroura	FCSK	XM_053987629.1	3551	XP_053843604.1	980
129351508	Poeciliopsis prolifica	LOC129351508	XM_055020422.1	3593	XP_054876397.1	1088
132782965	Anolis sagrei	FCSK	XM_067470895.1	3614	XP_067326996.1	1109
137065393	Pseudorasbora parva	LOC137065393	XM_067437016.1	4023	XP_067293117.1	1087
137065393	Pseudorasbora parva	LOC137065393	XM_067437017.1	3428	XP_067293118.1	894
138402111	Eulemur rufifrons	FCSK	XM_069497829.1	4083	XP_069353930.1	1052
138402111	Eulemur rufifrons	FCSK	XM_069497828.1	4164	XP_069353929.1	1079
140430855	Scyliorhinus torazame	fcsk	XM_072518609.1	5805	XP_072374710.1	1055
140430855	Scyliorhinus torazame	fcsk	XM_072518607.1	5957	XP_072374708.1	1114
140430855	Scyliorhinus torazame	fcsk	XM_072518610.1	5938	XP_072374711.1	1055
140430855	Scyliorhinus torazame	fcsk	XM_072518608.1	6090	XP_072374709.1	1114
100348059	Oryctolagus cuniculus	FCSK	XR_011384091.1	4371		
100348059	Oryctolagus cuniculus	FCSK	XM_070062728.1	4031	XP_069918829.1	1130
100348059	Oryctolagus cuniculus	FCSK	XM_070062729.1	4330	XP_069918830.1	1125
100348059	Oryctolagus cuniculus	FCSK	XM_008257599.4	4174	XP_008255821.2	1073
100348059	Oryctolagus cuniculus	FCSK	XM_070062725.1	4345	XP_069918826.1	1130
100348059	Oryctolagus cuniculus	FCSK	XM_070062726.1	4320	XP_069918827.1	1130
100348059	Oryctolagus cuniculus	FCSK	XM_070062727.1	4144	XP_069918828.1	1130
100348059	Oryctolagus cuniculus	FCSK	XM_070062730.1	3861	XP_069918831.1	1036
100348059	Oryctolagus cuniculus	FCSK	XM_070062731.1	3265	XP_069918832.1	964
101391842	Ceratotherium simum simum	LOC101391842	XM_014788566.1	3929	XP_014644052.1	1062
101391842	Ceratotherium simum simum	LOC101391842	XM_004431823.2	3980	XP_004431880.2	1079
101419623	Dasypus novemcinctus	FCSK	XM_058279744.2	9680	XP_058135727.1	1079
101419623	Dasypus novemcinctus	FCSK	XM_071209086.1	9370	XP_071065187.1	900
102747624	Leptonychotes weddellii	FCSK	XM_031018813.1	3662	XP_030874673.1	929
102747624	Leptonychotes weddellii	FCSK	XM_006747872.2	3648	XP_006747935.2	946
102747624	Leptonychotes weddellii	FCSK	XM_031018814.1	4082	XP_030874674.1	858
102747624	Leptonychotes weddellii	FCSK	XM_031018815.1	3136	XP_030874675.1	780
103233158	Chlorocebus sabaeus	FCSK	XM_007993670.2	3899	XP_007991861.1	990
103233158	Chlorocebus sabaeus	FCSK	XM_038008281.1	3940	XP_037864209.1	990
103233158	Chlorocebus sabaeus	FCSK	XM_007993667.2	4098	XP_007991858.1	1084
103233158	Chlorocebus sabaeus	FCSK	XM_007993660.2	4358	XP_007991851.1	1138
103233158	Chlorocebus sabaeus	FCSK	XM_038008280.1	4403	XP_037864208.1	1124
103233158	Chlorocebus sabaeus	FCSK	XM_007993665.2	4159	XP_007991856.1	1084
103233158	Chlorocebus sabaeus	FCSK	XM_007993658.2	4419	XP_007991849.1	1138
103233158	Chlorocebus sabaeus	FCSK	XM_038008279.1	4463	XP_037864207.1	1124
103233158	Chlorocebus sabaeus	FCSK	XM_007993663.2	4312	XP_007991854.1	1095
103233158	Chlorocebus sabaeus	FCSK	XM_007993666.2	4220	XP_007991857.1	1084
103233158	Chlorocebus sabaeus	FCSK	XM_007993668.2	4157	XP_007991859.1	1084
103233158	Chlorocebus sabaeus	FCSK	XM_007993669.2	3958	XP_007991860.1	990
103233158	Chlorocebus sabaeus	FCSK	XM_007993674.2	3361	XP_007991865.1	942
103620284	Corvus brachyrhynchos	FCSK	XR_001864202.1	3468		
103620284	Corvus brachyrhynchos	FCSK	XR_001864201.1	3528		
103620284	Corvus brachyrhynchos	FCSK	XM_017741015.1	3568	XP_017596504.1	993
103620284	Corvus brachyrhynchos	FCSK	XM_017741016.1	3571	XP_017596505.1	993
103620284	Corvus brachyrhynchos	FCSK	XM_017741017.1	3270	XP_017596506.1	897
103620284	Corvus brachyrhynchos	FCSK	XM_017741018.1	3213	XP_017596507.1	901
104314945	Haliaeetus albicilla	FCSK	XR_011326556.1	3359		
104314945	Haliaeetus albicilla	FCSK	XM_069793814.1	3421	XP_069649915.1	1085
104314945	Haliaeetus albicilla	FCSK	XM_069793807.1	3279	XP_069649908.1	1045
104314945	Haliaeetus albicilla	FCSK	XM_069793808.1	3198	XP_069649909.1	1018
104314945	Haliaeetus albicilla	FCSK	XM_069793809.1	3127	XP_069649910.1	996
104314945	Haliaeetus albicilla	FCSK	XM_069793812.1	3113	XP_069649913.1	951
104314945	Haliaeetus albicilla	FCSK	XM_069793811.1	3093	XP_069649912.1	951
104314945	Haliaeetus albicilla	FCSK	XM_069793813.1	3016	XP_069649914.1	951
104333459	Opisthocomus hoazin	FCSK	XM_009938960.1	1605	XP_009937262.1	534
104842695	Haliaeetus leucocephalus	FCSK	XM_010585207.1	3276	XP_010583509.1	1085
107520544	Rousettus aegyptiacus	FCSK	XM_036231369.1	5102	XP_036087262.1	1171
107520544	Rousettus aegyptiacus	FCSK	XM_036231368.1	5098	XP_036087261.1	1171
107520544	Rousettus aegyptiacus	FCSK	XM_036231367.1	4652	XP_036087260.1	1171
107520544	Rousettus aegyptiacus	FCSK	XM_036231370.1	4488	XP_036087263.1	1131
107520544	Rousettus aegyptiacus	FCSK	XM_036231371.1	4484	XP_036087264.1	1115
107520544	Rousettus aegyptiacus	FCSK	XM_016164470.2	4320	XP_016019956.2	1075
107520544	Rousettus aegyptiacus	FCSK	XM_036231372.1	3660	XP_036087265.1	1045
107520544	Rousettus aegyptiacus	FCSK	XM_036231375.1	3734	XP_036087268.1	950
107520544	Rousettus aegyptiacus	FCSK	XM_036231373.1	4140	XP_036087266.1	1038
108294404	Cebus imitator	FCSK	XM_017516274.2	4151	XP_017371763.1	1084
108294404	Cebus imitator	FCSK	XM_037734155.1	4401	XP_037590083.1	1084
108294404	Cebus imitator	FCSK	XM_037734156.1	4143	XP_037590084.1	1082
108294404	Cebus imitator	FCSK	XM_037734153.1	4317	XP_037590081.1	1084
108294404	Cebus imitator	FCSK	XM_037734154.1	4400	XP_037590082.1	1084
113573662	Electrophorus electricus	fcsk	XM_035523585.1	4718	XP_035379478.1	1084
113573662	Electrophorus electricus	fcsk	XM_035523586.1	4893	XP_035379479.1	1007
114466149	Gouania willdenowi	fcsk	XM_028451670.1	3592	XP_028307471.1	1081
114560129	Perca flavescens	LOC114560129	XM_028585280.1	3711	XP_028441081.1	950
115907851	Camarhynchus parvulus	FCSK	XM_030956030.1	3407	XP_030811890.1	962
115907851	Camarhynchus parvulus	FCSK	XM_030956027.1	3776	XP_030811887.1	1085
115907851	Camarhynchus parvulus	FCSK	XM_030956028.1	3635	XP_030811888.1	1038
115907851	Camarhynchus parvulus	FCSK	XM_030956025.1	3779	XP_030811885.1	1086
115907851	Camarhynchus parvulus	FCSK	XM_030956029.1	3635	XP_030811889.1	993
115907851	Camarhynchus parvulus	FCSK	XM_030956031.1	3028	XP_030811891.1	962
115907851	Camarhynchus parvulus	FCSK	XM_030956032.1	2965	XP_030811892.1	942
116517657	Thamnophis elegans	FCSK	XM_032230761.1	3680	XP_032086652.1	1085
121157927	Ochotona curzoniae	FCSK	XM_040982395.1	3960	XP_040838329.1	1081
125358199	Perognathus longimembris pacificus	Fcsk	XM_048355141.1	3944	XP_048211098.1	1079
125970761	Syngnathus scovelli	LOC125970761	XM_068651005.1	4261	XP_068507106.1	1211
126638041	Myiozetetes cayanensis	FCSK	XM_050311652.1	5203	XP_050167609.1	1578
128508075	Clarias gariepinus	LOC128508075	XM_053479313.1	4210	XP_053335288.1	1009
128508075	Clarias gariepinus	LOC128508075	XM_053479306.1	4356	XP_053335281.1	1082
128508075	Clarias gariepinus	LOC128508075	XM_053479321.1	4213	XP_053335296.1	972
132416527	Delphinus delphis	FCSK	XM_059999921.1	3678	XP_059855904.1	942
132416527	Delphinus delphis	FCSK	XM_059999920.1	4148	XP_059855903.1	1075
133156447	Syngnathus typhle	LOC133156447	XM_061282157.1	4182	XP_061138141.1	1096
133156447	Syngnathus typhle	LOC133156447	XM_061282159.1	4179	XP_061138143.1	1096
133156447	Syngnathus typhle	LOC133156447	XM_061282155.1	4090	XP_061138139.1	1096
133156447	Syngnathus typhle	LOC133156447	XM_061282160.1	4087	XP_061138144.1	1096
133156447	Syngnathus typhle	LOC133156447	XM_061282158.1	4093	XP_061138142.1	1096
134356069	Mobula hypostoma	LOC134356069	XM_063066612.1	4236	XP_062922682.1	1102
134356069	Mobula hypostoma	LOC134356069	XM_063066613.1	4320	XP_062922683.1	1102
139530440	Salvelinus alpinus	LOC139530440	XM_071326858.1	4697	XP_071182959.1	1076
139530440	Salvelinus alpinus	LOC139530440	XM_071326859.1	3776	XP_071182960.1	875
101653345	Echinops telfairi	FCSK	XM_045293925.1	3109	XP_045149860.1	1006
102253257	Myotis brandtii	FCSK	XM_014536757.1	4300	XP_014392243.1	1079
102253257	Myotis brandtii	FCSK	XM_014536758.1	4178	XP_014392244.1	1079
102253257	Myotis brandtii	FCSK	XM_014536756.1	5118	XP_014392242.1	1079
102253257	Myotis brandtii	FCSK	XM_005862639.2	4848	XP_005862701.2	1079
102347730	Latimeria chalumnae	FCSK	XM_064558391.1	3565	XP_064414461.1	1097
102869892	Elephantulus edwardii	FCSK	XM_006878864.1	3252	XP_006878926.1	1083
102895323	Pteropus alecto	FCSK	XM_025045271.1	3613	XP_024901039.1	982
102895323	Pteropus alecto	FCSK	XM_006909841.3	4513	XP_006909903.1	1079
102895323	Pteropus alecto	FCSK	XM_015587710.2	3911	XP_015443196.1	1079
102895323	Pteropus alecto	FCSK	XM_025045270.1	3952	XP_024901038.1	1079
102895323	Pteropus alecto	FCSK	XM_015587711.2	4014	XP_015443197.1	1079
102895323	Pteropus alecto	FCSK	XM_015587708.2	3914	XP_015443194.1	1079
102895323	Pteropus alecto	FCSK	XM_015587709.2	3676	XP_015443195.1	1079
102895323	Pteropus alecto	FCSK	XM_015587712.2	3721	XP_015443198.1	989
103116731	Erinaceus europaeus	FCSK	XM_060185178.1	3217	XP_060041161.1	987
103116731	Erinaceus europaeus	FCSK	XM_060185170.1	4002	XP_060041153.1	1079
103116731	Erinaceus europaeus	FCSK	XM_060185174.1	3900	XP_060041157.1	1045
103116731	Erinaceus europaeus	FCSK	XM_060185173.1	3921	XP_060041156.1	1052
103116731	Erinaceus europaeus	FCSK	XM_060185176.1	3801	XP_060041159.1	1012
103116731	Erinaceus europaeus	FCSK	XM_060185175.1	3831	XP_060041158.1	1022
103116731	Erinaceus europaeus	FCSK	XM_060185177.1	3750	XP_060041160.1	995
103116731	Erinaceus europaeus	FCSK	XM_060185179.1	3629	XP_060041162.1	955
103116731	Erinaceus europaeus	FCSK	XM_060185180.1	3344	XP_060041163.1	860
103116731	Erinaceus europaeus	FCSK	XM_060185171.1	3953	XP_060041154.1	1079
103116731	Erinaceus europaeus	FCSK	XM_060185172.1	3961	XP_060041155.1	1079
103466785	Poecilia reticulata	fcsk	XM_008412619.2	3496	XP_008410841.1	1118
103466785	Poecilia reticulata	fcsk	XM_008412618.2	3733	XP_008410840.1	1118
103466785	Poecilia reticulata	fcsk	XM_008412620.2	3712	XP_008410842.1	1111
103466785	Poecilia reticulata	fcsk	XM_008412621.2	3643	XP_008410843.1	1088
103753937	Manacus vitellinus	FCSK	XM_029965487.1	2728	XP_029821347.1	748
108438124	Pygocentrus nattereri	fcsk	XM_017715713.2	4638	XP_017571202.1	1081
108438124	Pygocentrus nattereri	fcsk	XM_037542742.1	4486	XP_037398639.1	1008
112300761	Desmodus rotundus	FCSK	XM_024556093.4	4644	XP_024411861.3	1181
112300761	Desmodus rotundus	FCSK	XM_053914762.2	3842	XP_053770737.1	1098
114657433	Erpetoichthys calabaricus	LOC114657433	XM_028809247.2	4760	XP_028665080.2	1093
114856805	Betta splendens	LOC114856805	XM_055509433.1	3616	XP_055365408.1	1074
114856805	Betta splendens	LOC114856805	XM_029152562.3	3616	XP_029008395.1	1077
116070183	Mastomys coucha	Fcsk	XM_031341442.1	3847	XP_031197302.1	1089
116070183	Mastomys coucha	Fcsk	XM_031341440.1	3902	XP_031197300.1	1118
116070183	Mastomys coucha	Fcsk	XM_031341441.1	3350	XP_031197301.1	1091
116070183	Mastomys coucha	Fcsk	XM_031341439.1	3415	XP_031197299.1	1118
116450143	Corvus moneduloides	FCSK	XR_004242685.1	3704		
116450143	Corvus moneduloides	FCSK	XR_004242684.1	3764		
116450143	Corvus moneduloides	FCSK	XM_032122240.1	3801	XP_031978131.1	1085
116450143	Corvus moneduloides	FCSK	XM_032122241.1	3516	XP_031978132.1	990
116450143	Corvus moneduloides	FCSK	XM_032122239.1	3804	XP_031978130.1	1086
116450143	Corvus moneduloides	FCSK	XM_032122242.1	3223	XP_031978133.1	901
116833719	Chelonoidis abingdonii	FCSK	XM_032795408.1	3611	XP_032651299.1	1035
116833719	Chelonoidis abingdonii	FCSK	XM_032795407.1	3854	XP_032651298.1	1090
116833719	Chelonoidis abingdonii	FCSK	XM_032795409.1	3683	XP_032651300.1	1033
116833719	Chelonoidis abingdonii	FCSK	XM_032795411.1	2939	XP_032651302.1	920
116833719	Chelonoidis abingdonii	FCSK	XM_032795412.1	3739	XP_032651303.1	997
116833719	Chelonoidis abingdonii	FCSK	XM_032795410.1	3552	XP_032651301.1	997
119415472	Nematolebias whitei	LOC119415472	XM_037682613.1	3250	XP_037538541.1	1079
121296736	Polyodon spathula	LOC121296736	XM_041222529.1	3480	XP_041078463.1	1082
121296736	Polyodon spathula	LOC121296736	XM_041222530.1	3459	XP_041078464.1	1082
121296736	Polyodon spathula	LOC121296736	XM_041222531.1	3420	XP_041078465.1	1082
124061379	Scatophagus argus	LOC124061379	XM_046393120.1	4085	XP_046249076.1	1127
124061379	Scatophagus argus	LOC124061379	XM_046393121.1	3945	XP_046249077.1	1081
124061379	Scatophagus argus	LOC124061379	XM_046393122.1	3627	XP_046249078.1	1002
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031001.1	3797	XP_048886958.1	1092
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031002.1	3797	XP_048886959.1	1092
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031022.1	3456	XP_048886979.1	968
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031006.1	3114	XP_048886963.1	986
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031005.1	3189	XP_048886962.1	986
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031004.1	3247	XP_048886961.1	986
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031010.1	3097	XP_048886967.1	986
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031013.1	3104	XP_048886970.1	986
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031019.1	3097	XP_048886976.1	986
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031014.1	3097	XP_048886971.1	986
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031017.1	3097	XP_048886974.1	986
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031020.1	3097	XP_048886977.1	986
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031018.1	3097	XP_048886975.1	986
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031021.1	3097	XP_048886978.1	986
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031003.1	3097	XP_048886960.1	986
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031015.1	3097	XP_048886972.1	986
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031016.1	3097	XP_048886973.1	986
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031012.1	3097	XP_048886969.1	986
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031009.1	3097	XP_048886966.1	986
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031011.1	3108	XP_048886968.1	986
125751759	Brienomyrus brachyistius	LOC125751759	XM_049031007.1	3110	XP_048886964.1	986
126027470	Suncus etruscus	FCSK	XM_049786487.1	4058	XP_049642444.1	1074
129547280	Moschus berezovskii	FCSK	XM_055413165.1	5838	XP_055269140.1	1223
129547280	Moschus berezovskii	FCSK	XM_055413166.1	5754	XP_055269141.1	1195
129547280	Moschus berezovskii	FCSK	XM_055413167.1	5051	XP_055269142.1	1133
