NCBI GeneID	Taxonomic Name	Symbol	Transcript Accession	Transcript Transcript Length	Transcript Protein Accession	Transcript Protein Length
132231411	Myotis daubentonii	PTPRU	XM_059690478.1	5566	XP_059546461.1	1440
132231411	Myotis daubentonii	PTPRU	XM_059690477.1	5572	XP_059546460.1	1442
132231411	Myotis daubentonii	PTPRU	XM_059690475.1	5659	XP_059546458.1	1471
132231411	Myotis daubentonii	PTPRU	XM_059690472.1	5740	XP_059546455.1	1498
132231411	Myotis daubentonii	PTPRU	XM_059690483.1	5393	XP_059546466.1	1351
132231411	Myotis daubentonii	PTPRU	XM_059690482.1	5519	XP_059546465.1	1393
132231411	Myotis daubentonii	PTPRU	XM_059690474.1	5671	XP_059546457.1	1475
132231411	Myotis daubentonii	PTPRU	XM_059690473.1	5677	XP_059546456.1	1477
132231411	Myotis daubentonii	PTPRU	XM_059690480.1	5684	XP_059546463.1	1426
134610971	Pelobates fuscus	PTPRU	XM_063454404.1	5182	XP_063310474.1	1454
134610971	Pelobates fuscus	PTPRU	XM_063454423.1	5116	XP_063310493.1	1432
134610971	Pelobates fuscus	PTPRU	XM_063454414.1	5152	XP_063310484.1	1444
134610971	Pelobates fuscus	PTPRU	XM_063454433.1	5086	XP_063310503.1	1422
139290640	Enoplosus armatus	ptprub	XM_070912479.1	4350	XP_070768580.1	1449
139290640	Enoplosus armatus	ptprub	XM_070912477.1	4332	XP_070768578.1	1443
139290640	Enoplosus armatus	ptprub	XM_070912478.1	4308	XP_070768579.1	1435
139321403	Pituophis catenifer annectens	PTPRU	XM_070950088.1	4310	XP_070806189.1	1429
139333370	Chaetodon trifascialis	ptprub	XM_070965723.1	7198	XP_070821824.1	1435
139333370	Chaetodon trifascialis	ptprub	XM_070965722.1	7216	XP_070821823.1	1441
139333370	Chaetodon trifascialis	ptprub	XM_070965721.1	7222	XP_070821822.1	1443
139333370	Chaetodon trifascialis	ptprub	XM_070965720.1	7240	XP_070821821.1	1449
139564599	Salvelinus alpinus	ptprub	XM_071384254.1	14167	XP_071240355.1	1468
139564599	Salvelinus alpinus	ptprub	XM_071384256.1	14148	XP_071240357.1	1462
139564599	Salvelinus alpinus	ptprub	XM_071384252.1	14174	XP_071240353.1	1471
139564599	Salvelinus alpinus	ptprub	XM_071384253.1	14171	XP_071240354.1	1470
139564599	Salvelinus alpinus	ptprub	XM_071384255.1	14155	XP_071240356.1	1465
139564599	Salvelinus alpinus	ptprub	XM_071384260.1	14116	XP_071240361.1	1452
139564599	Salvelinus alpinus	ptprub	XM_071384257.1	14142	XP_071240358.1	1461
139564599	Salvelinus alpinus	ptprub	XM_071384259.1	14123	XP_071240360.1	1455
140316592	Leuresthes tenuis	ptprub	XM_072394486.1	6869	XP_072250587.1	1449
140316592	Leuresthes tenuis	ptprub	XM_072394487.1	6851	XP_072250588.1	1443
140316592	Leuresthes tenuis	ptprub	XM_072394488.1	6845	XP_072250589.1	1441
140316592	Leuresthes tenuis	ptprub	XM_072394489.1	6827	XP_072250590.1	1435
100551024	Meleagris gallopavo	PTPRU	XM_031556814.1	6510	XP_031412674.1	1388
101280550	Orcinus orca	PTPRU	XM_004266564.4	5586	XP_004266612.1	1436
101280550	Orcinus orca	PTPRU	XM_049712186.1	5667	XP_049568143.1	1463
101280550	Orcinus orca	PTPRU	XM_049712191.1	5604	XP_049568148.1	1442
101280550	Orcinus orca	PTPRU	XM_004266562.4	5616	XP_004266610.1	1446
101280550	Orcinus orca	PTPRU	XM_049712182.1	5697	XP_049568139.1	1473
101280550	Orcinus orca	PTPRU	XM_033422355.2	5634	XP_033278246.1	1452
101336661	Tursiops truncatus	PTPRU	XM_033839247.1	5410	XP_033695138.1	1386
101336661	Tursiops truncatus	PTPRU	XM_033839240.1	5565	XP_033695131.1	1436
103086838	Lipotes vexillifer	PTPRU	XM_007461830.1	5645	XP_007461892.1	1446
103086838	Lipotes vexillifer	PTPRU	XM_007461831.1	5627	XP_007461893.1	1440
103086838	Lipotes vexillifer	PTPRU	XM_007461833.1	5606	XP_007461895.1	1433
103086838	Lipotes vexillifer	PTPRU	XM_007461832.1	5605	XP_007461894.1	1436
103906410	Aptenodytes forsteri	PTPRU	XM_019474385.1	7362	XP_019329930.1	1384
103906410	Aptenodytes forsteri	PTPRU	XM_019474384.1	7343	XP_019329929.1	1378
104837225	Haliaeetus leucocephalus	PTPRU	XM_010576235.1	4442	XP_010574537.1	1378
112931805	Vulpes vulpes	PTPRU	XM_026014551.1	5619	XP_025870336.1	1443
112931805	Vulpes vulpes	PTPRU	XM_026014552.1	5589	XP_025870337.1	1433
113268394	Ursus arctos	PTPRU	XM_048221919.2	5656	XP_048077876.1	1456
113268394	Ursus arctos	PTPRU	XM_026516849.4	5596	XP_026372634.1	1436
113268394	Ursus arctos	PTPRU	XM_048221920.2	5630	XP_048077877.1	1453
113268394	Ursus arctos	PTPRU	XM_057305273.1	5636	XP_057161256.1	1455
113268394	Ursus arctos	PTPRU	XM_044390480.3	5570	XP_044246415.1	1433
114141770	Xiphophorus couchianus	ptprub	XM_028012575.1	7934	XP_027868376.1	1448
114141770	Xiphophorus couchianus	ptprub	XM_028012576.1	7915	XP_027868377.1	1442
114141770	Xiphophorus couchianus	ptprub	XM_028012578.1	7909	XP_027868379.1	1440
114141770	Xiphophorus couchianus	ptprub	XM_028012579.1	7891	XP_027868380.1	1434
114705635	Peromyscus leucopus	Ptpru	XM_028887588.2	5423	XP_028743421.1	1433
114705635	Peromyscus leucopus	Ptpru	XM_028887587.1	5432	XP_028743420.1	1436
114705635	Peromyscus leucopus	Ptpru	XM_028887584.2	5462	XP_028743417.1	1446
114705635	Peromyscus leucopus	Ptpru	XM_028887585.1	5443	XP_028743418.1	1442
114705635	Peromyscus leucopus	Ptpru	XM_037202984.1	5464	XP_037058879.1	1449
114705635	Peromyscus leucopus	Ptpru	XM_028887583.1	5473	XP_028743416.1	1452
115567427	Sparus aurata	ptprub	XM_030394026.1	6824	XP_030249886.1	1435
115567427	Sparus aurata	ptprub	XM_030394025.1	6842	XP_030249885.1	1441
115567427	Sparus aurata	ptprub	XM_030394024.1	6848	XP_030249884.1	1443
115567427	Sparus aurata	ptprub	XM_030394021.1	6866	XP_030249881.1	1449
116454963	Corvus moneduloides	PTPRU	XM_032132179.1	7189	XP_031988070.1	1450
116454963	Corvus moneduloides	PTPRU	XM_032132180.1	7171	XP_031988071.1	1444
116454963	Corvus moneduloides	PTPRU	XM_032132181.1	7159	XP_031988072.1	1440
116454963	Corvus moneduloides	PTPRU	XM_032132182.1	7141	XP_031988073.1	1434
116454963	Corvus moneduloides	PTPRU	XM_032132183.1	7149	XP_031988074.1	1393
117051514	Lacerta agilis	PTPRU	XM_033157989.1	5093	XP_033013880.1	1445
117051514	Lacerta agilis	PTPRU	XM_033157990.1	5090	XP_033013881.1	1444
117051514	Lacerta agilis	PTPRU	XM_033157991.1	5063	XP_033013882.1	1435
117051514	Lacerta agilis	PTPRU	XM_033157992.1	5060	XP_033013883.1	1434
117365754	Geotrypetes seraphini	PTPRU	XM_033956533.1	5902	XP_033812424.1	1434
122187473	Lagopus leucura	PTPRU	XM_042884998.1	6579	XP_042740932.1	1434
122187473	Lagopus leucura	PTPRU	XM_042884997.1	6654	XP_042740931.1	1459
123859869	Mirounga angustirostris	PTPRU	XM_064589618.1	5582	XP_064445688.1	1385
123859869	Mirounga angustirostris	PTPRU	XM_064589617.1	5642	XP_064445687.1	1405
123859869	Mirounga angustirostris	PTPRU	XM_045898255.3	5735	XP_045754211.1	1436
123859869	Mirounga angustirostris	PTPRU	XM_045898254.3	5792	XP_045754210.1	1455
123859869	Mirounga angustirostris	PTPRU	XM_054513019.2	5795	XP_054368994.1	1456
123859869	Mirounga angustirostris	PTPRU	XM_064589616.1	5963	XP_064445686.1	1438
123859869	Mirounga angustirostris	PTPRU	XM_064589619.1	5384	XP_064445689.1	1316
130262182	Oenanthe melanoleuca	PTPRU	XM_056509040.1	7277	XP_056365015.1	1482
130262182	Oenanthe melanoleuca	PTPRU	XM_056509041.1	7131	XP_056365016.1	1434
131351890	Hemibagrus wyckioides	ptprub	XM_058387584.1	8564	XP_058243567.1	1468
131351890	Hemibagrus wyckioides	ptprub	XM_058387605.1	8555	XP_058243588.1	1465
131351890	Hemibagrus wyckioides	ptprub	XM_058387628.1	8531	XP_058243611.1	1457
131351890	Hemibagrus wyckioides	ptprub	XM_058387655.1	8504	XP_058243638.1	1448
131351890	Hemibagrus wyckioides	ptprub	XM_058387594.1	8561	XP_058243577.1	1467
131351890	Hemibagrus wyckioides	ptprub	XM_058387613.1	8545	XP_058243596.1	1462
131351890	Hemibagrus wyckioides	ptprub	XM_058387621.1	8533	XP_058243604.1	1458
131351890	Hemibagrus wyckioides	ptprub	XM_058387647.1	8512	XP_058243630.1	1451
131351890	Hemibagrus wyckioides	ptprub	XM_058387636.1	8514	XP_058243619.1	1452
132429415	Delphinus delphis	PTPRU	XM_060017680.1	5676	XP_059873663.1	1473
132429415	Delphinus delphis	PTPRU	XM_060017698.1	5595	XP_059873681.1	1446
132429415	Delphinus delphis	PTPRU	XM_060017689.1	5646	XP_059873672.1	1463
132429415	Delphinus delphis	PTPRU	XM_060017707.1	5565	XP_059873690.1	1436
132429415	Delphinus delphis	PTPRU	XM_060017717.1	5559	XP_059873700.1	1434
133060718	Dama dama	PTPRU	XM_061148402.1	5470	XP_061004385.1	1446
133060718	Dama dama	PTPRU	XM_061148401.1	5440	XP_061004384.1	1436
133964829	Platichthys flesus	ptprub	XM_062399095.1	6755	XP_062255079.1	1441
133964829	Platichthys flesus	ptprub	XM_062399094.1	6758	XP_062255078.1	1442
133964829	Platichthys flesus	ptprub	XM_062399093.1	6779	XP_062255077.1	1449
133964829	Platichthys flesus	ptprub	XM_062399092.1	6782	XP_062255076.1	1450
133964829	Platichthys flesus	ptprub	XM_062399096.1	6736	XP_062255080.1	1435
134384990	Cynocephalus volans	PTPRU	XM_063106831.1	4485	XP_062962901.1	1446
134384990	Cynocephalus volans	PTPRU	XM_063106834.1	4467	XP_062962904.1	1440
134384990	Cynocephalus volans	PTPRU	XM_063106832.1	4455	XP_062962902.1	1436
134384990	Cynocephalus volans	PTPRU	XM_063106833.1	4446	XP_062962903.1	1433
134503541	Candoia aspera	PTPRU	XM_063312343.1	11464	XP_063168413.1	1435
134503541	Candoia aspera	PTPRU	XM_063312344.1	11461	XP_063168414.1	1434
135190703	Pogoniulus pusillus	PTPRU	XM_064172375.1	4679	XP_064028445.1	1433
136708151	Hoplias malabaricus	ptprub	XM_066682457.1	7286	XP_066538554.1	1451
136708151	Hoplias malabaricus	ptprub	XM_066682459.1	7268	XP_066538556.1	1445
136708151	Hoplias malabaricus	ptprub	XM_066682460.1	7256	XP_066538557.1	1441
136708151	Hoplias malabaricus	ptprub	XM_066682461.1	7238	XP_066538558.1	1435
136708151	Hoplias malabaricus	ptprub	XM_066682458.1	7283	XP_066538555.1	1450
101632565	Condylura cristata	PTPRU	XM_004678706.2	5568	XP_004678763.1	1446
101632565	Condylura cristata	PTPRU	XM_004678708.2	5538	XP_004678765.1	1436
101632565	Condylura cristata	PTPRU	XM_004678709.2	5529	XP_004678766.1	1433
101632565	Condylura cristata	PTPRU	XM_012722228.1	5443	XP_012577682.1	1442
101949008	Chrysemys picta bellii	PTPRU	XM_065576904.1	4559	XP_065432976.1	1467
101949008	Chrysemys picta bellii	PTPRU	XM_065576905.1	5049	XP_065432977.1	1434
101949008	Chrysemys picta bellii	PTPRU	XM_065576903.1	5053	XP_065432975.1	1475
101949008	Chrysemys picta bellii	PTPRU	XM_042857342.2	5071	XP_042713276.2	1481
101949008	Chrysemys picta bellii	PTPRU	XM_065576906.1	5083	XP_065432978.1	1485
102463596	Pelodiscus sinensis	PTPRU	XM_006112017.3	5183	XP_006112079.1	1440
102463596	Pelodiscus sinensis	PTPRU	XM_006112018.3	5164	XP_006112080.1	1434
102463596	Pelodiscus sinensis	PTPRU	XM_006112020.3	5049	XP_006112082.1	1426
103587236	Galeopterus variegatus	PTPRU	XM_008568690.1	5181	XP_008566912.1	1343
104017924	Nipponia nippon	PTPRU	XM_009471002.1	3801	XP_009469277.1	1267
104366171	Tyto alba	PTPRU	XM_042793701.1	8031	XP_042649635.1	1434
104366171	Tyto alba	PTPRU	XM_042793700.1	8049	XP_042649634.1	1440
104366171	Tyto alba	PTPRU	XM_042793699.1	8061	XP_042649633.1	1444
104366171	Tyto alba	PTPRU	XM_042793698.1	8079	XP_042649632.1	1450
106584293	Salmo salar	ptprub	XM_014169371.2	4911	XP_014024846.1	1507
106584293	Salmo salar	ptprub	XM_014169389.2	4892	XP_014024864.1	1501
106584293	Salmo salar	ptprub	XM_014169399.2	4880	XP_014024874.1	1497
106584293	Salmo salar	ptprub	XM_014169409.2	4802	XP_014024884.1	1471
106584293	Salmo salar	ptprub	XM_014169427.2	4784	XP_014024902.1	1465
106584293	Salmo salar	ptprub	XM_014169418.2	4772	XP_014024893.1	1461
106584293	Salmo salar	ptprub	XM_014169437.2	4754	XP_014024912.1	1455
106584293	Salmo salar	ptprub	XM_014169381.2	4880	XP_014024856.1	1506
109390768	Hipposideros armiger	PTPRU	XM_019657687.1	5388	XP_019513232.1	1397
113984565	Pipra filicauda	PTPRU	XM_039389933.1	7226	XP_039245867.1	1434
113984565	Pipra filicauda	PTPRU	XM_039389932.1	7243	XP_039245866.1	1440
113984565	Pipra filicauda	PTPRU	XM_039389931.1	7255	XP_039245865.1	1444
113984565	Pipra filicauda	PTPRU	XM_027714649.2	7273	XP_027570450.2	1450
116797976	Chiroxiphia lanceolata	PTPRU	XM_032710018.1	7216	XP_032565909.1	1434
116797976	Chiroxiphia lanceolata	PTPRU	XM_032710017.1	7234	XP_032565908.1	1440
116797976	Chiroxiphia lanceolata	PTPRU	XM_032710016.1	7246	XP_032565907.1	1444
116797976	Chiroxiphia lanceolata	PTPRU	XM_032710015.1	7264	XP_032565906.1	1450
116797976	Chiroxiphia lanceolata	PTPRU	XM_032710019.1	7148	XP_032565910.1	1353
117776193	Hippoglossus hippoglossus	ptprub	XM_034609863.1	7142	XP_034465754.1	1450
117776193	Hippoglossus hippoglossus	ptprub	XM_034609866.1	7124	XP_034465757.1	1444
117776193	Hippoglossus hippoglossus	ptprub	XM_034609864.1	7138	XP_034465755.1	1449
117776193	Hippoglossus hippoglossus	ptprub	XM_034609867.1	7120	XP_034465758.1	1443
117776193	Hippoglossus hippoglossus	ptprub	XM_034609868.1	7117	XP_034465759.1	1442
117776193	Hippoglossus hippoglossus	ptprub	XM_034609869.1	7114	XP_034465760.1	1441
117776193	Hippoglossus hippoglossus	ptprub	XM_034609870.1	6881	XP_034465761.1	1435
120784207	Xiphias gladius	ptprub	XM_040117793.1	7044	XP_039973727.1	1435
120784207	Xiphias gladius	ptprub	XM_040117792.1	7068	XP_039973726.1	1443
120784207	Xiphias gladius	ptprub	XM_040117794.1	6828	XP_039973728.1	1429
120784207	Xiphias gladius	ptprub	XM_040117795.1	6734	XP_039973729.1	1384
121333592	Onychostruthus taczanowskii	PTPRU	XM_041400100.1	7117	XP_041256034.1	1434
121333592	Onychostruthus taczanowskii	PTPRU	XM_041400097.1	7135	XP_041256031.1	1440
121448103	Microtus oregoni	Ptpru	XM_041651796.1	5484	XP_041507730.1	1452
121448103	Microtus oregoni	Ptpru	XM_041651797.1	5475	XP_041507731.1	1449
121448103	Microtus oregoni	Ptpru	XM_041651798.1	5466	XP_041507732.1	1446
121448103	Microtus oregoni	Ptpru	XM_041651799.1	5454	XP_041507733.1	1442
121448103	Microtus oregoni	Ptpru	XM_041651800.1	5436	XP_041507734.1	1436
121448103	Microtus oregoni	Ptpru	XM_041651801.1	5427	XP_041507735.1	1433
121448103	Microtus oregoni	Ptpru	XM_041651802.1	5406	XP_041507736.1	1380
122774287	Solea senegalensis	ptprub	XM_044033417.1	6770	XP_043889352.1	1446
122774287	Solea senegalensis	ptprub	XM_044033420.1	6736	XP_043889355.1	1435
122774287	Solea senegalensis	ptprub	XM_044033419.1	6754	XP_043889354.1	1441
122774287	Solea senegalensis	ptprub	XM_044033418.1	6760	XP_043889353.1	1443
122774287	Solea senegalensis	ptprub	XM_044033416.1	6778	XP_043889351.1	1449
125134079	Phacochoerus africanus	PTPRU	XM_047792938.1	5582	XP_047648894.1	1436
125134079	Phacochoerus africanus	PTPRU	XM_047792939.1	5573	XP_047648895.1	1433
125912863	Panthera uncia	PTPRU	XM_049617642.1	5597	XP_049473599.1	1436
127600720	Hippocampus zosterae	ptprub	XM_052065435.1	6800	XP_051921395.1	1441
127600720	Hippocampus zosterae	ptprub	XM_052065433.1	6824	XP_051921393.1	1449
127600720	Hippocampus zosterae	ptprub	XM_052065436.1	6781	XP_051921396.1	1435
127600720	Hippocampus zosterae	ptprub	XM_052065434.1	6805	XP_051921394.1	1443
128653663	Bombina bombina	PTPRU	XM_053707080.1	5043	XP_053563055.1	1422
128653663	Bombina bombina	PTPRU	XM_053707078.1	5061	XP_053563053.1	1428
133087458	Eubalaena glacialis	PTPRU	XM_061184600.1	5320	XP_061040583.1	1360
133087458	Eubalaena glacialis	PTPRU	XM_061184599.1	5548	XP_061040582.1	1436
133087458	Eubalaena glacialis	PTPRU	XM_061184596.1	5629	XP_061040579.1	1463
133087458	Eubalaena glacialis	PTPRU	XM_061184598.1	5690	XP_061040581.1	1452
133087458	Eubalaena glacialis	PTPRU	XM_061184597.1	5696	XP_061040580.1	1452
133660108	Entelurus aequoreus	ptprub	XM_062063249.1	5381	XP_061919233.1	1450
133660108	Entelurus aequoreus	ptprub	XM_062063250.1	5362	XP_061919234.1	1444
133660108	Entelurus aequoreus	ptprub	XM_062063251.1	5356	XP_061919235.1	1442
133660108	Entelurus aequoreus	ptprub	XM_062063252.1	5338	XP_061919236.1	1436
135037041	Pseudophryne corroboree	PTPRU	XM_063954511.1	5084	XP_063810581.1	1432
135037041	Pseudophryne corroboree	PTPRU	XM_063954504.1	5102	XP_063810574.1	1438
135037041	Pseudophryne corroboree	PTPRU	XM_063954501.1	5114	XP_063810571.1	1442
135037041	Pseudophryne corroboree	PTPRU	XM_063954513.1	5053	XP_063810583.1	1422
135037041	Pseudophryne corroboree	PTPRU	XM_063954512.1	5071	XP_063810582.1	1428
135037041	Pseudophryne corroboree	PTPRU	XM_063954510.1	5083	XP_063810580.1	1432
135037041	Pseudophryne corroboree	PTPRU	XM_063954509.1	5095	XP_063810579.1	1436
135285639	Passer domesticus	PTPRU	XM_064398099.1	7214	XP_064254169.1	1450
135285639	Passer domesticus	PTPRU	XM_064398100.1	7196	XP_064254170.1	1444
135285639	Passer domesticus	PTPRU	XM_064398101.1	7184	XP_064254171.1	1440
135285639	Passer domesticus	PTPRU	XM_064398102.1	7166	XP_064254172.1	1434
139174249	Erythrolamprus reginae	PTPRU	XM_070764504.1	13157	XP_070620605.1	1437
139174249	Erythrolamprus reginae	PTPRU	XM_070764505.1	4522	XP_070620606.1	1436
487328	Canis lupus familiaris	PTPRU	XM_038462126.1	5521	XP_038318054.1	1448
487328	Canis lupus familiaris	PTPRU	XM_005617687.4	5553	XP_005617744.1	1436
487328	Canis lupus familiaris	PTPRU	XM_005617685.4	5601	XP_005617742.1	1452
487328	Canis lupus familiaris	PTPRU	XM_005617686.4	5488	XP_005617743.1	1442
487328	Canis lupus familiaris	PTPRU	XM_847178.5	5500	XP_852271.1	1446
487328	Canis lupus familiaris	PTPRU	XM_005617688.4	6030	XP_005617745.1	1380
487328	Canis lupus familiaris	PTPRU	XM_038531342.1	5521	XP_038387270.1	1448
487328	Canis lupus familiaris	PTPRU	XM_038531345.1	5553	XP_038387273.1	1436
487328	Canis lupus familiaris	PTPRU	XM_038531341.1	5601	XP_038387269.1	1452
487328	Canis lupus familiaris	PTPRU	XM_038531344.1	5488	XP_038387272.1	1442
487328	Canis lupus familiaris	PTPRU	XM_038531343.1	5500	XP_038387271.1	1446
487328	Canis lupus familiaris	PTPRU	XM_038531346.1	6030	XP_038387274.1	1380
487328	Canis lupus familiaris	PTPRU	XM_038595567.1	5521	XP_038451495.1	1448
487328	Canis lupus familiaris	PTPRU	XM_038595570.1	5553	XP_038451498.1	1436
487328	Canis lupus familiaris	PTPRU	XM_038595566.1	5601	XP_038451494.1	1452
487328	Canis lupus familiaris	PTPRU	XM_038595569.1	5488	XP_038451497.1	1442
487328	Canis lupus familiaris	PTPRU	XM_038595568.1	5500	XP_038451496.1	1446
487328	Canis lupus familiaris	PTPRU	XM_038595571.1	6030	XP_038451499.1	1380
487328	Canis lupus familiaris	PTPRU	XM_038470499.1	5521	XP_038326427.1	1448
487328	Canis lupus familiaris	PTPRU	XM_038470502.1	5553	XP_038326430.1	1436
487328	Canis lupus familiaris	PTPRU	XM_038470498.1	5601	XP_038326426.1	1452
