Lacerta_agilis	1.391
Lagenorhynchus_albirostris	2.544
Lagopus_muta	1.026
Lampris_incognitus	1.482
Larimichthys_crocea	.657
Lates_calcarifer	.673
Lathamus_discolor	1.241
Latimeria_chalumnae	2.947
Lemur_catta	2.245
Leopardus_geoffroyi	2426387554
2.425
Lepisosteus_oculatus	1.200
Lepus_europaeus	2.930
Lethenteron_reissneri	1.063
Limanda_limanda	.717
Lonchura_striata	1.060
Loxodonta_africana	3.540
Lutra_lutra	2.438
Lynx_canadensis	2.407
Macaca_fascicularis	3.042
Macaca_mulatta	2.971
Macaca_nemestrina	3.116
Macaca_thibetana	2.822
Malaclemys_terrapin	2.211
Manis_pentadactyla	2.840
Marmota_flaviventris	2.704
Mastacembelus_armatus	.591
Mastomys_coucha	2.507
Mauremys_mutica	2.484
Mauremys_reevesii	2.367
Maylandia_zebra	.957
Megalobrama_amblycephala	1.109
Megalops_cyprinoides	.959
Melanotaenia_boesemani	.865
Meleagris_gallopavo	1.115
Meles_meles	2.738
Melopsittacus_undulatus	1.171
Melospiza_georgiana	1.162
Melospiza_melodia	1.541
Meriones_unguiculatus	2.702
Mesoplodon_densirostris	2.683
Microcaecilia_unicolor	4.685
Microcebus_murinus	2.487
Micropterus_dolomieu	.829
Microtus_ochrogaster	2.287
Misgurnus_anguillicaudatus	1.104
Mobula_hypostoma	3.475
Molothrus_aeneus	1.177
Molothrus_ater	1.087
Monodelphis_domestica	3.586
Motacilla_alba	1.072
Mugil_cephalus	.634
Muntiacus_reevesi	2.656
Mus_caroli	2.552
Mus_musculus	2.728
Mus_pahari	2.475
Mustela_erminea	2.445
Mustela_lutreola	2.586
Mustela_nigripes	2.498
Myotis_daubentonii	2.127
Myripristis_murdjan	.835
Myxine_glutinosa	3.829
Myxocyprinus_asiaticus	2.340
Narcine_bancroftii	3.328
Nematolebias_whitei	1.218
Neoarius_graeffei	2.341
Neofelis_nebulosa	2.468
Neogale_vison	2.681
Neomonachus_schauinslandi	2.419
Nerophis_ophidion	1.845
Nomascus_leucogenys	2.843
Nothobranchius_furzeri	1.479
Notolabrus_celidotus	.846
Numida_meleagris	1.043
Nyctibius_grandis	1.256
Nycticebus_coucang	2.917
Ochotona_princeps	2.555
Odocoileus_virginianus	2.423
Oenanthe_melanoleuca	1.036
Oncorhynchus_clarkii	2.404
Oncorhynchus_gorbuscha	2.690
Oncorhynchus_keta	2.556
Oncorhynchus_kisutch	2.375
Oncorhynchus_masou	2.664
Oncorhynchus_mykiss	2.341
Oncorhynchus_nerka	2.645
Oncorhynchus_tshawytscha	2.294
Onychomys_torridus	2.468
Onychostoma_macrolepis	.886
Orcinus_orca	2.647
Oreochromis_aureus	1.005
Oreochromis_niloticus	1.005
Ornithorhynchus_anatinus	1.859
Oryctolagus_cuniculus	2.804
Oryzias_latipes	.734
Osmerus_eperlanus	.508
Osmerus_mordax	.497
Ovis_aries	2.654
Ovis_canadensis	2.974
Oxyura_jamaicensis	1.147
Pangasianodon_hypophthalmus	.764
Pan_paniscus	3.244
Panthera_leo	2.297
Panthera_onca	2.380
Panthera_tigris	2.408
Panthera_uncia	2.433
Pan_troglodytes	3.177
Papio_anubis	2.869
Paralichthys_olivaceus	.588
Parambassis_ranga	.551
Parus_major	1.020
Passer_domesticus	1.310
Patagioenas_fasciata	1.454
Pelmatolapia_mariae	.972
Pelobates_fuscus	3.606
Perca_flavescens	.877
Perca_fluviatilis	.951
Periophthalmus_magnuspinnatus	.752
Perognathus_longimembris	2.212
Peromyscus_eremicus	2.916
Peromyscus_leucopus	2.475
Peromyscus_maniculatus	2.512
Petromyzon_marinus	1.089
Phacochoerus_africanus	2.435
Phaenicophaeus_curvirostris	1.315
Phocoena_phocoena	2.512
Phocoena_sinus	2.371
Phycodurus_eques	.666
Phyllopteryx_taeniolatus	.652
Phyllostomus_discolor	2.108
Piliocolobus_tephrosceles	2.993
Pithys_albifrons	1.144
Platichthys_flesus	.597
Plectropomus_leopardus	.895
Pleurodeles_waltl	19.767
Pleuronectes_platessa	.687
Podarcis_muralis	1.511
Podarcis_raffonei	1.513
Poecile_atricapillus	1.251
Poecilia_reticulata	.731
Pogoniulus_pusillus	1.272
Polyodon_spathula	1.542
Polypterus_senegalus	3.673
Pongo_abelii	3.259
Pongo_pygmaeus	3.220
Prinia_subflava	1.119
Prionailurus_bengalensis	2.435
Prionailurus_viverrinus	2.461
Pristiophorus_japonicus	5.923
Pristis_pectinata	2.267
Protopterus_annectens	40.054
Pseudochaenichthys_georgianus	1.026
Pseudoliparis_swirei	.626
Pseudophryne_corroboree	8.872
Pseudopipra_pipra	1.165
Pseudorasbora_parva	1.228
Pseudorca_crassidens	2.674
Pungitius_pungitius	.480
Puntigrus_tetrazona	.730
Pygocentrus_nattereri	1.222
Rana_temporaria	4.111
Ranitomeya_imitator	5.956
Rattus_norvegicus	2.849
Rhea_pennata	1.269
Rhinatrema_bivittatum	5.319
Rhineura_floridana	2.307
Rhinolophus_ferrumequinum	2.075
Rhinopithecus_roxellana	3.038
Rissa_tridactyla	1.353
Saccopteryx_bilineata	2.612
Saccopteryx_leptura	2.576
Salarias_fasciatus	.797
Salmo_salar	2.756
Salvelinus_alpinus	2.367
Salvelinus_fontinalis	2.496
Salvelinus_namaycush	2.345
Sander_lucioperca	.901
Sarcophilus_harrisii	3.086
Sardina_pilchardus	.869
Scatophagus_argus	.570
Sceloporus_undulatus	1.905
Sciurus_carolinensis	2.815
Scleropages_formosus	.784
Scomber_japonicus	.828
Scomber_scombrus	.764
Scophthalmus_maximus	.538
Scyliorhinus_canicula	4.220
Sebastes_umbrosus	.800
Serinus_canaria	1.050
Seriola_aureovittata	.647
Silurus_meridionalis	.742
Siniperca_chuatsi	.718
Solea_senegalensis	.603
Solea_solea	.643
Sorex_araneus	2.405
Sparus_aurata	.833
Spea_bombifrons	.987
Sphaeramia_orbicularis	1.342
Sphaerodactylus_townsendi	1.810
Strigops_habroptila	1.148
Struthio_camelus	1.452
Suncus_etruscus	2.471
Suricata_suricatta	2.353
Sus_scrofa	2.501
Sylvia_atricapilla	1.066
Symphalangus_syndactylus	3.262
Synchiropus_splendidus	.582
Syngnathoides_biaculeatus	.636
Syngnathus_acus	.324
Syngnathus_scovelli	.428
Syngnathus_typhle	.435
Tachyglossus_aculeatus	2.213
Tachysurus_fulvidraco	.712
Tachysurus_vachellii	.692
Taeniopygia_guttata	1.056
Takifugu_flavidus	.366
Takifugu_rubripes	.384
Thalassophryne_amazonica	2.446
Thamnophis_elegans	1.672
Theropithecus_gelada	2.889
Thunnus_albacares	.792
Thunnus_maccoyii	.782
Thunnus_thynnus	.799
Tiliqua_scincoides	1.623
Toxotes_jaculatrix	.621
Trachemys_scripta	2.126
Trichomycterus_rosablanca	1.045
Trichosurus_vulpecula	3.359
Triplophysa_rosa	.684
Tursiops_truncatus	2.378
Ursus_arctos	2.423
Vidua_chalybeata	1.080
Vidua_macroura	1.123
Vulpes_lagopus	2.345
Xenopus_laevis	2.742
Xenopus_tropicalis	1.451
Xiphias_gladius	.691
Xiphophorus_couchianus	.688
Xiphophorus_hellerii	.732
Xiphophorus_maculatus	.704
Xyrauchen_texanus	2.186
Zalophus_californianus	2.409
Zonotrichia_leucophrys	1.123
Zootoca_vivipara	1.440
