NCBI GeneID	Taxonomic Name	Symbol	Transcript Accession	Transcript Transcript Length	Transcript Protein Accession	Transcript Protein Length
117814966	Notolabrus celidotus	hydin	XM_034686567.1	12134	XP_034542458.1	3952
118023593	Mirounga leonina	HYDIN	XM_035024816.1	15455	XP_034880707.1	5116
119971522	Scyliorhinus canicula	hydin	XM_038807144.1	11317	XP_038663072.1	3649
120053218	Salvelinus namaycush	hydin	XM_039000369.1	15382	XP_038856297.1	5061
120384424	Mauremys reevesii	HYDIN	XM_039503100.1	16578	XP_039359034.1	5215
121500983	Vulpes lagopus	HYDIN	XR_005990460.1	7296		
121500983	Vulpes lagopus	HYDIN	XR_005990461.1	4627		
121500983	Vulpes lagopus	HYDIN	XR_005990462.1	3702		
121500983	Vulpes lagopus	HYDIN	XM_041773068.1	15626	XP_041629002.1	5117
121500983	Vulpes lagopus	HYDIN	XM_041773069.1	15327	XP_041629003.1	5042
121500983	Vulpes lagopus	HYDIN	XM_041773067.1	15552	XP_041629001.1	5117
121500983	Vulpes lagopus	HYDIN	XM_041773070.1	14313	XP_041629004.1	4710
121500983	Vulpes lagopus	HYDIN	XM_041773071.1	12753	XP_041629005.1	4214
121500983	Vulpes lagopus	HYDIN	XM_041773072.1	12561	XP_041629006.1	4109
121500983	Vulpes lagopus	HYDIN	XM_041773073.1	12492	XP_041629007.1	4075
121500983	Vulpes lagopus	HYDIN	XM_041773075.1	3217	XP_041629009.1	1030
122808567	Protopterus annectens	HYDIN	XM_044079523.1	16008	XP_043935458.1	5208
123855287	Mirounga angustirostris	HYDIN	XM_045890776.3	15962	XP_045746732.1	5116
124476350	Hypomesus transpacificus	hydin	XM_047033447.1	7557	XP_046889403.1	2518
125153192	Prionailurus viverrinus	HYDIN	XM_047836101.1	15689	XP_047692057.1	5111
125153192	Prionailurus viverrinus	HYDIN	XM_047836099.1	15556	XP_047692055.1	5111
125153192	Prionailurus viverrinus	HYDIN	XM_047836098.1	15572	XP_047692054.1	5111
125153192	Prionailurus viverrinus	HYDIN	XM_047836100.1	15514	XP_047692056.1	5111
125153192	Prionailurus viverrinus	HYDIN	XM_047836102.1	15376	XP_047692058.1	5057
125358207	Perognathus longimembris pacificus	Hydin	XM_048355151.1	15526	XP_048211108.1	5104
125358207	Perognathus longimembris pacificus	Hydin	XM_048355155.1	15500	XP_048211112.1	5058
125358207	Perognathus longimembris pacificus	Hydin	XM_048355153.1	15527	XP_048211110.1	5067
125358207	Perognathus longimembris pacificus	Hydin	XM_048355154.1	15500	XP_048211111.1	5058
125358207	Perognathus longimembris pacificus	Hydin	XM_048355149.1	15638	XP_048211106.1	5104
125358207	Perognathus longimembris pacificus	Hydin	XM_048355150.1	15649	XP_048211107.1	5104
125358207	Perognathus longimembris pacificus	Hydin	XM_048355156.1	14741	XP_048211113.1	4833
125358207	Perognathus longimembris pacificus	Hydin	XM_048355157.1	13822	XP_048211114.1	4549
125358207	Perognathus longimembris pacificus	Hydin	XM_048355158.1	5400	XP_048211115.1	1679
133230405	Bos javanicus	HYDIN	XM_061387844.1	15681	XP_061243828.1	5109
136296070	Chamaea fasciata	HYDIN	XM_066194892.1	4425	XP_066050989.1	1474
138613383	Semicossyphus pulcher	hydin	XM_069687047.1	15552	XP_069543148.1	5178
100914259	Sarcophilus harrisii	HYDIN	XM_031949959.1	16678	XP_031805819.1	5146
101067071	Takifugu rubripes	hydin	XM_029841655.1	10271	XP_029697515.1	3255
101165480	Oryzias latipes	hydin	XM_023955964.1	15122	XP_023811732.1	4976
101165480	Oryzias latipes	hydin	XM_023955965.1	15104	XP_023811733.1	4975
101539203	Sorex araneus	HYDIN	XM_055145713.1	15405	XP_055001688.1	5099
102565501	Alligator mississippiensis	HYDIN	XM_059713716.1	23059	XP_059569699.1	5146
102565501	Alligator mississippiensis	HYDIN	XM_059713715.1	23072	XP_059569698.1	5146
105104275	Camelus dromedarius	HYDIN	XM_064489991.1	16278	XP_064346061.1	5136
105576716	Cercocebus atys	HYDIN	XM_012041006.1	16678	XP_011896396.1	5115
105576716	Cercocebus atys	HYDIN	XM_012040251.1	15150	XP_011895641.1	4956
105576716	Cercocebus atys	HYDIN	XM_012040161.1	15270	XP_011895551.1	4996
105576716	Cercocebus atys	HYDIN	XM_012040332.1	15090	XP_011895722.1	4936
105576716	Cercocebus atys	HYDIN	XM_012040075.1	15303	XP_011895465.1	5007
105576716	Cercocebus atys	HYDIN	XM_012040418.1	14853	XP_011895808.1	4860
105576716	Cercocebus atys	HYDIN	XM_012040480.1	14388	XP_011895870.1	4709
105576716	Cercocebus atys	HYDIN	XM_012040561.1	13989	XP_011895951.1	4608
105576716	Cercocebus atys	HYDIN	XM_012040639.1	13226	XP_011896029.1	4354
105576716	Cercocebus atys	HYDIN	XR_001011867.1	12031		
105576716	Cercocebus atys	HYDIN	XM_012040754.1	11569	XP_011896144.1	3784
105576716	Cercocebus atys	HYDIN	XM_012040824.1	10073	XP_011896214.1	3301
105576716	Cercocebus atys	HYDIN	XM_012040887.1	9274	XP_011896277.1	3037
105576716	Cercocebus atys	HYDIN	XM_012040919.1	6740	XP_011896309.1	2184
109641872	Paralichthys olivaceus	hydin	XM_069528257.1	15308	XP_069384358.1	5019
109641872	Paralichthys olivaceus	hydin	XM_069528255.1	15339	XP_069384356.1	5019
112836983	Callorhinus ursinus	HYDIN	XM_025889034.1	16606	XP_025744819.1	5116
115109392	Oncorhynchus nerka	hydin	XM_029634230.2	15824	XP_029490090.2	5109
115908064	Camarhynchus parvulus	HYDIN	XM_030956359.1	2178	XP_030812219.1	725
116982656	Amblyraja radiata	hydin	XM_033035971.1	3009	XP_032891862.1	945
118691268	Molothrus ater	HYDIN	XM_054516155.1	5941	XP_054372130.1	1524
118691268	Molothrus ater	HYDIN	XM_054516156.1	8026	XP_054372131.1	1523
118691268	Molothrus ater	HYDIN	XM_036390401.2	7452	XP_036246294.2	1524
118691268	Molothrus ater	HYDIN	XM_054516154.1	8029	XP_054372129.1	1524
119249044	Talpa occidentalis	HYDIN	XM_037516090.2	16358	XP_037371987.1	5093
119249044	Talpa occidentalis	HYDIN	XM_054696975.1	16036	XP_054552950.1	5103
119249044	Talpa occidentalis	HYDIN	XM_054696976.1	16027	XP_054552951.1	5103
119249044	Talpa occidentalis	HYDIN	XM_054696974.1	15930	XP_054552949.1	5103
119249044	Talpa occidentalis	HYDIN	XM_037516088.2	15972	XP_037371985.1	5103
119249044	Talpa occidentalis	HYDIN	XM_054696977.1	15921	XP_054552952.1	5103
119249044	Talpa occidentalis	HYDIN	XM_054696979.1	15616	XP_054552954.1	4963
119249044	Talpa occidentalis	HYDIN	XM_054696978.1	15065	XP_054552953.1	4822
119249044	Talpa occidentalis	HYDIN	XM_037516092.2	14454	XP_037371989.1	4619
119801781	Arvicola amphibius	Hydin	XM_038312407.1	15415	XP_038168335.1	5116
120225334	Hyaena hyaena	HYDIN	XM_039223564.1	16434	XP_039079495.1	5108
120487805	Pimephales promelas	hydin	XM_039684201.1	14856	XP_039540135.1	4786
129075212	Pteronotus mesoamericanus	HYDIN	XM_054579213.1	15110	XP_054435188.1	5022
129344273	Eublepharis macularius	HYDIN	XM_055000839.1	15714	XP_054856814.1	5084
129632468	Bubalus kerabau	HYDIN	XM_055554109.1	15966	XP_055410084.1	5156
130195691	Pseudoliparis swirei	hydin	XM_056417357.1	15601	XP_056273332.1	4924
130276272	Hyla sarda	HYDIN	XM_056525416.1	3375	XP_056381391.1	906
130276272	Hyla sarda	HYDIN	XM_056525415.1	11805	XP_056381390.1	3676
130276272	Hyla sarda	HYDIN	XM_056525414.1	15480	XP_056381389.1	4864
130276272	Hyla sarda	HYDIN	XM_056525411.1	15980	XP_056381386.1	5031
130276272	Hyla sarda	HYDIN	XM_056525412.1	15386	XP_056381387.1	5031
130276272	Hyla sarda	HYDIN	XM_056525413.1	15422	XP_056381388.1	5005
133444915	Cololabis saira	hydin	XM_061722806.1	12777	XP_061578790.1	4258
134146424	Rhea pennata	HYDIN	XM_062586846.1	15786	XP_062442830.1	5153
139596340	Agelaius tricolor	HYDIN	XM_071440560.1	3816	XP_071296661.1	252
139596340	Agelaius tricolor	HYDIN	XM_071440558.1	1581	XP_071296659.1	252
100145658	Xenopus tropicalis	hydin	XM_002931686.5	15534	XP_002931732.3	5078
100145658	Xenopus tropicalis	hydin	XM_012961640.3	15546	XP_012817094.2	5082
100145658	Xenopus tropicalis	hydin	XM_031900834.1	13599	XP_031756694.1	4359
100970183	Pan paniscus	HYDIN	XM_063597736.1	21221	XP_063453806.1	5138
101798776	Anas platyrhynchos	HYDIN	XM_072043947.1	15946	XP_071900048.1	5116
102007343	Chinchilla lanigera	Hydin	XM_013503972.1	16578	XP_013359426.1	5111
102007343	Chinchilla lanigera	Hydin	XM_013503969.1	16584	XP_013359423.1	5113
102007343	Chinchilla lanigera	Hydin	XM_013503970.1	16566	XP_013359424.1	5113
102007343	Chinchilla lanigera	Hydin	XM_013503971.1	16565	XP_013359425.1	5113
103196648	Orycteropus afer afer	HYDIN	XM_042780857.1	15351	XP_042636791.1	5113
104050026	Phalacrocorax carbo	HYDIN	XM_064459217.1	15537	XP_064315287.1	5111
107103075	Cyprinodon variegatus	hydin	XM_015402595.1	13467	XP_015258081.1	4453
109270655	Panthera pardus	HYDIN	XR_008423557.1	14847		
109270655	Panthera pardus	HYDIN	XR_008423558.1	12377		
109270655	Panthera pardus	HYDIN	XR_008423559.1	8581		
109270655	Panthera pardus	HYDIN	XM_053906649.1	15681	XP_053762624.1	5112
109270655	Panthera pardus	HYDIN	XM_053906647.1	15703	XP_053762622.1	5112
109270655	Panthera pardus	HYDIN	XM_053906651.1	15067	XP_053762626.1	4900
109270655	Panthera pardus	HYDIN	XM_053906652.1	14920	XP_053762627.1	4851
109270655	Panthera pardus	HYDIN	XM_053906653.1	14592	XP_053762628.1	4738
109270655	Panthera pardus	HYDIN	XM_053906654.1	13709	XP_053762629.1	4459
109270655	Panthera pardus	HYDIN	XM_053906655.1	10603	XP_053762630.1	3409
109270655	Panthera pardus	HYDIN	XM_053906656.1	7364	XP_053762631.1	2359
109270655	Panthera pardus	HYDIN	XM_053906650.1	15538	XP_053762625.1	5112
109988884	Labrus bergylta	hydin	XM_065956585.1	15090	XP_065812657.1	4953
112857538	Puma concolor	HYDIN	XM_025920878.1	2793	XP_025776663.1	923
113422995	Notechis scutatus	HYDIN	XM_026684202.1	15457	XP_026539987.1	5099
114488389	Phyllostomus discolor	HYDIN	XR_004900055.1	6693		
114488389	Phyllostomus discolor	HYDIN	XM_036012178.1	16291	XP_035868071.1	5014
114488389	Phyllostomus discolor	HYDIN	XM_036012180.1	16189	XP_035868073.1	5014
114488389	Phyllostomus discolor	HYDIN	XM_036012179.1	19209	XP_035868072.1	5014
115056130	Echeneis naucrates	hydin	XM_029522395.1	14787	XP_029378255.1	4884
117539678	Gymnodraco acuticeps	hydin	XM_034205940.1	16638	XP_034061831.1	4986
117886764	Trachemys scripta elegans	HYDIN	XM_034788808.1	16453	XP_034644699.1	5097
118172796	Oxyura jamaicensis	HYDIN	XM_035336922.1	15561	XP_035192813.1	5120
118172796	Oxyura jamaicensis	HYDIN	XM_035336930.1	15534	XP_035192821.1	5111
118172796	Oxyura jamaicensis	HYDIN	XM_035336927.1	15549	XP_035192818.1	5116
118172796	Oxyura jamaicensis	HYDIN	XM_035336931.1	15498	XP_035192822.1	5099
118172796	Oxyura jamaicensis	HYDIN	XM_035336926.1	15558	XP_035192817.1	5119
118172796	Oxyura jamaicensis	HYDIN	XM_035336932.1	15444	XP_035192823.1	5081
118172796	Oxyura jamaicensis	HYDIN	XM_035336933.1	15417	XP_035192824.1	5072
118172796	Oxyura jamaicensis	HYDIN	XM_035336929.1	15475	XP_035192820.1	5115
118172796	Oxyura jamaicensis	HYDIN	XM_035336935.1	12930	XP_035192826.1	4173
118172796	Oxyura jamaicensis	HYDIN	XM_035336924.1	15474	XP_035192815.1	5120
118172796	Oxyura jamaicensis	HYDIN	XM_035336923.1	15552	XP_035192814.1	5120
118172796	Oxyura jamaicensis	HYDIN	XM_035336925.1	15550	XP_035192816.1	5120
118172796	Oxyura jamaicensis	HYDIN	XM_035336934.1	14885	XP_035192825.1	4871
118885524	Balaenoptera musculus	HYDIN	XM_036834209.1	15787	XP_036690104.1	5111
121723217	Alosa sapidissima	hydin	XM_042108674.1	15800	XP_041964608.1	5071
121723217	Alosa sapidissima	hydin	XM_042108675.1	15674	XP_041964609.1	5029
121723217	Alosa sapidissima	hydin	XM_042108673.1	15803	XP_041964607.1	5072
122911263	Neogale vison	HYDIN	XM_044255773.1	15613	XP_044111708.1	5114
127577513	Pristis pectinata	hydin	XM_052028752.1	16929	XP_051884712.1	5387
128419079	Podarcis raffonei	HYDIN	XM_053399391.1	16308	XP_053255366.1	5118
128770401	Synchiropus splendidus	hydin	XM_053884813.1	18069	XP_053740788.1	4919
129867083	Salvelinus fontinalis	hydin	XM_055940244.1	15778	XP_055796219.1	5109
129867083	Salvelinus fontinalis	hydin	XM_055940245.1	15749	XP_055796220.1	5103
131131500	Doryrhamphus excisus	hydin	XM_058076250.1	15370	XP_057932233.1	4782
131131500	Doryrhamphus excisus	hydin	XM_058076252.1	15199	XP_057932235.1	4725
131131500	Doryrhamphus excisus	hydin	XM_058076251.1	15364	XP_057932234.1	4780
133009050	Limanda limanda	hydin	XM_061076456.1	14610	XP_060932439.1	4869
101045008	Saimiri boliviensis	HYDIN	XM_039461202.1	15667	XP_039317136.1	5137
101319131	Tursiops truncatus	HYDIN	XM_033846438.1	15846	XP_033702329.1	5113
101630543	Condylura cristata	HYDIN	XM_004690198.2	15547	XP_004690255.1	5034
102219463	Xiphophorus maculatus	hydin	XM_023325851.1	14615	XP_023181619.1	4786
104929137	Larimichthys crocea	hydin	XM_027273045.1	15652	XP_027128846.1	5065
104929137	Larimichthys crocea	hydin	XM_027273044.1	15661	XP_027128845.1	5073
104929137	Larimichthys crocea	hydin	XM_019276140.2	15664	XP_019131685.2	5074
104929137	Larimichthys crocea	hydin	XM_027273046.1	15507	XP_027128847.1	5065
106489386	Apteryx mantelli	HYDIN	XM_067302835.1	15820	XP_067158936.1	5125
112300600	Desmodus rotundus	HYDIN	XR_008425734.1	14948		
112300600	Desmodus rotundus	HYDIN	XR_008425735.1	15057		
112300600	Desmodus rotundus	HYDIN	XR_008425736.1	11871		
112300600	Desmodus rotundus	HYDIN	XM_053915141.1	15641	XP_053771116.1	5013
112300600	Desmodus rotundus	HYDIN	XM_053915142.1	15486	XP_053771117.1	5013
112300600	Desmodus rotundus	HYDIN	XM_053915140.1	15491	XP_053771115.1	5013
112300600	Desmodus rotundus	HYDIN	XM_053915145.1	13019	XP_053771120.1	4241
112300600	Desmodus rotundus	HYDIN	XM_053915146.1	12515	XP_053771121.1	4053
112300600	Desmodus rotundus	HYDIN	XM_053915147.1	11689	XP_053771122.1	3776
112300600	Desmodus rotundus	HYDIN	XM_053915149.1	10600	XP_053771124.1	3422
112300600	Desmodus rotundus	HYDIN	XM_053915148.1	10626	XP_053771123.1	3431
112300600	Desmodus rotundus	HYDIN	XM_053915150.1	7106	XP_053771125.1	2256
112300600	Desmodus rotundus	HYDIN	XM_053915151.1	7419	XP_053771126.1	2029
112300600	Desmodus rotundus	HYDIN	XM_053915152.1	4019	XP_053771127.1	1233
112300600	Desmodus rotundus	HYDIN	XM_053915143.2	15602	XP_053771118.1	5013
112300600	Desmodus rotundus	HYDIN	XM_053915144.1	15318	XP_053771119.1	5013
114601859	Podarcis muralis	HYDIN	XM_028739435.1	16221	XP_028595268.1	5118
115391632	Salarias fasciatus	hydin	XM_030095917.1	14202	XP_029951777.1	4733
118720775	Pipistrellus kuhlii	HYDIN	XM_045582700.1	15337	XP_045438656.1	5058
119055881	Artibeus jamaicensis	HYDIN	XM_037154186.2	15620	XP_037010081.2	5014
119124378	Syngnathus acus	hydin	XM_037254288.1	16066	XP_037110183.1	4750
119124378	Syngnathus acus	hydin	XM_037254290.1	16057	XP_037110185.1	4747
119124378	Syngnathus acus	hydin	XM_037254289.1	15162	XP_037110184.1	4750
121647500	Melanotaenia boesemani	hydin	XM_041997011.1	15525	XP_041852945.1	5057
122691940	Cervus elaphus	HYDIN	XM_043899028.1	15697	XP_043754963.1	5119
125706825	Brienomyrus brachyistius	hydin	XM_048973665.1	15879	XP_048829622.1	5116
127033984	Gopherus flavomarginatus	HYDIN	XM_050922316.1	16417	XP_050778273.1	5148
127033984	Gopherus flavomarginatus	HYDIN	XM_050922315.1	16453	XP_050778272.1	5160
127033984	Gopherus flavomarginatus	HYDIN	XM_050922318.1	16317	XP_050778275.1	5111
127033984	Gopherus flavomarginatus	HYDIN	XM_050922317.1	16341	XP_050778274.1	5111
127033984	Gopherus flavomarginatus	HYDIN	XM_050922319.1	9131	XP_050778276.1	2972
128849058	Malaclemys terrapin pileata	HYDIN	XM_054049428.1	16344	XP_053905403.1	5149
131396180	Diceros bicornis minor	HYDIN	XM_058528225.1	15497	XP_058384208.1	5115
132406656	Hypanus sabinus	hydin	XM_059992477.1	16003	XP_059848460.1	5083
132406656	Hypanus sabinus	hydin	XM_059992476.1	16129	XP_059848459.1	5125
132406656	Hypanus sabinus	hydin	XM_059992474.1	16132	XP_059848457.1	5126
132406656	Hypanus sabinus	hydin	XM_059992478.1	13916	XP_059848461.1	4398
134388935	Cynocephalus volans	HYDIN	XM_063112309.1	15369	XP_062968379.1	5122
134504055	Candoia aspera	HYDIN	XM_063313067.1	15313	XP_063169137.1	5087
136561049	Molothrus aeneus	HYDIN	XM_066557153.1	594	XP_066413250.1	144
137456787	Melanerpes formicivorus	HYDIN	XM_068168409.1	12289	XP_068024510.1	3970
138788484	Dendropsophus ebraccatus	HYDIN	XM_069966383.1	14774	XP_069822484.1	4817
138788484	Dendropsophus ebraccatus	HYDIN	XM_069966381.1	15361	XP_069822482.1	5032
138788484	Dendropsophus ebraccatus	HYDIN	XM_069966382.1	15266	XP_069822483.1	5006
138788484	Dendropsophus ebraccatus	HYDIN	XM_069966384.1	10837	XP_069822485.1	3556
138788484	Dendropsophus ebraccatus	HYDIN	XM_069966385.1	3505	XP_069822486.1	1098
139677682	Pithys albifrons albifrons	HYDIN	XM_071567880.1	1203	XP_071423981.1	400
100075365	Ornithorhynchus anatinus	HYDIN	XR_005660565.1	11077		
100075365	Ornithorhynchus anatinus	HYDIN	XM_029074826.1	16226	XP_028930659.1	5128
100075365	Ornithorhynchus anatinus	HYDIN	XM_039913571.1	15866	XP_039769505.1	5126
100075365	Ornithorhynchus anatinus	HYDIN	XM_039913573.1	15734	XP_039769507.1	5082
100075365	Ornithorhynchus anatinus	HYDIN	XM_029074828.2	15851	XP_028930661.1	5121
100075365	Ornithorhynchus anatinus	HYDIN	XM_039913572.1	15752	XP_039769506.1	5088
100075365	Ornithorhynchus anatinus	HYDIN	XM_039913574.1	15416	XP_039769508.1	4968
100075365	Ornithorhynchus anatinus	HYDIN	XM_039913570.1	15474	XP_039769504.1	5128
100075365	Ornithorhynchus anatinus	HYDIN	XM_039913569.1	15558	XP_039769503.1	5128
104637851	Balearica regulorum gibbericeps	HYDIN	XM_010305489.1	3602	XP_010303791.1	1200
105875420	Microcebus murinus	HYDIN	XM_012772430.1	7253	XP_012627884.1	2311
105875420	Microcebus murinus	HYDIN	XM_012772429.2	9503	XP_012627883.1	3090
105875420	Microcebus murinus	HYDIN	XM_012772424.2	16665	XP_012627878.1	5138
105875420	Microcebus murinus	HYDIN	XM_012772423.2	16610	XP_012627877.1	5138
105875420	Microcebus murinus	HYDIN	XM_012772426.2	16595	XP_012627880.1	5133
105875420	Microcebus murinus	HYDIN	XM_012772427.2	16580	XP_012627881.1	5128
105875420	Microcebus murinus	HYDIN	XM_012772428.2	12669	XP_012627882.1	4126
105875420	Microcebus murinus	HYDIN	XM_012772425.2	16493	XP_012627879.1	5138
109090251	Cyprinus carpio	hydin	XM_042744058.1	14981	XP_042599992.1	4829
109090251	Cyprinus carpio	hydin	XM_042744056.1	14990	XP_042599990.1	4832
109090251	Cyprinus carpio	hydin	XM_042744057.1	14990	XP_042599991.1	4832
109090251	Cyprinus carpio	hydin	XM_042744055.1	14999	XP_042599989.1	4835
111851834	Paramormyrops kingsleyae	hydin	XM_023827097.1	9990	XP_023682865.1	3177
112929534	Vulpes vulpes	HYDIN	XM_026011683.1	15296	XP_025867468.1	5023
