NCBI GeneID	Taxonomic Name	Symbol	Transcript Accession	Transcript Transcript Length	Transcript Protein Accession	Transcript Protein Length
122426783	Cervus canadensis	MATN1	XM_043445922.1	1887	XP_043301857.1	562
122426783	Cervus canadensis	MATN1	XM_043445923.1	2061	XP_043301858.1	497
130031589	Sorex fumeus	MATN1	XM_056122953.1	1539	XP_055978928.1	497
130911045	Corythoichthys intestinalis	matn1	XM_057828784.1	1863	XP_057684767.1	491
130911045	Corythoichthys intestinalis	matn1	XM_057828785.1	1740	XP_057684768.1	450
131412475	Diceros bicornis minor	MATN1	XM_058552060.1	1878	XP_058408043.1	495
131568000	Ammospiza caudacuta	MATN1	XM_058819837.1	1482	XP_058675820.1	493
133061052	Dama dama	MATN1	XM_061149142.1	1576	XP_061005125.1	497
133137607	Conger conger	matn1	XM_061255950.1	1479	XP_061111934.1	492
136611843	Eleutherodactylus coqui	MATN1	XM_066591759.1	2381	XP_066447856.1	492
139662134	Centroberyx affinis	matn1	XM_071540744.1	2113	XP_071396845.1	449
139662134	Centroberyx affinis	matn1	XM_071540742.1	2236	XP_071396843.1	490
139662134	Centroberyx affinis	matn1	XM_071540743.1	2239	XP_071396844.1	491
297894	Rattus norvegicus	Matn1	XM_039109417.2	2711	XP_038965345.1	523
297894	Rattus norvegicus	Matn1	NM_001006979.2	1970	NP_001006980.1	498
102174609	Capra hircus	MATN1	XM_018067174.1	1840	XP_017922663.1	497
103009748	Balaenoptera acutorostrata	MATN1	XM_007170559.2	1577	XP_007170621.2	495
104376267	Tauraco erythrolophus	MATN1	XM_009982813.1	1733	XP_009981115.1	493
104514920	Eurypyga helias	MATN1	XM_010158733.1	1729	XP_010157035.1	493
104619499	Phaethon lepturus	MATN1	XM_010285391.1	1732	XP_010283693.1	493
109293911	Gavialis gangeticus	MATN1	XM_019512062.1	1513	XP_019367607.1	500
114217169	Eumetopias jubatus	MATN1	XM_028113973.1	2537	XP_027969774.1	496
114217169	Eumetopias jubatus	MATN1	XM_028113974.1	2078	XP_027969775.1	496
115189375	Salmo trutta	matn1	XM_029747944.1	2146	XP_029603804.1	484
115189375	Salmo trutta	matn1	XM_029747943.1	2261	XP_029603803.1	494
115428317	Sphaeramia orbicularis	matn1	XM_030147301.1	1970	XP_030003161.1	490
115428317	Sphaeramia orbicularis	matn1	XM_030147302.1	1847	XP_030003162.1	449
116731525	Xiphophorus hellerii	matn1	XM_032581326.1	2060	XP_032437217.1	469
116731525	Xiphophorus hellerii	matn1	XM_032581325.1	2179	XP_032437216.1	492
117709582	Arvicanthis niloticus	Matn1	XM_034504049.1	1972	XP_034359940.1	495
120571852	Perca fluviatilis	matn1	XM_039820948.1	1957	XP_039676882.1	490
120571852	Perca fluviatilis	matn1	XM_039820949.1	1833	XP_039676883.1	449
122812326	Protopterus annectens	MATN1	XM_044084738.1	2269	XP_043940673.1	488
124878793	Girardinichthys multiradiatus	matn1	XM_047382902.1	2086	XP_047238858.1	444
124878793	Girardinichthys multiradiatus	matn1	XM_047382901.1	2207	XP_047238857.1	485
129097470	Anoplopoma fimbria	matn1	XM_054606343.1	1473	XP_054462318.1	490
129819874	Salvelinus fontinalis	matn1	XM_055876521.1	2246	XP_055732496.1	496
130416041	Triplophysa dalaica	matn1	XM_056742128.1	2122	XP_056598106.1	489
131093229	Melospiza georgiana	MATN1	XM_058040338.1	1792	XP_057896321.1	493
132338858	Haemorhous mexicanus	MATN1	XM_059868781.1	1482	XP_059724764.1	493
132516308	Lagenorhynchus albirostris	MATN1	XM_060142731.1	1488	XP_059998714.1	495
133267574	Pezoporus flaviventris	MATN1	XM_061449930.1	2138	XP_061305914.1	491
133267574	Pezoporus flaviventris	MATN1	XM_061449931.1	1528	XP_061305915.1	505
133972727	Platichthys flesus	matn1	XM_062410305.1	399	XP_062266289.1	104
134072355	Sardina pilchardus	matn1	XM_062528988.1	1707	XP_062384972.1	568
135402335	Pseudopipra pipra	MATN1	XM_064635406.1	2986	XP_064491476.1	564
135773659	Paramisgurnus dabryanus	matn1	XM_065283365.1	3940	XP_065139437.1	1044
101322906	Tursiops truncatus	MATN1	XM_033855193.1	1638	XP_033711084.1	495
101917575	Falco peregrinus	MATN1	XM_055798265.1	7092	XP_055654240.1	577
102690066	Lepisosteus oculatus	matn1	XM_069195560.1	2331	XP_069051661.1	450
102690066	Lepisosteus oculatus	matn1	XM_015348518.2	2453	XP_015204004.1	491
103268683	Carlito syrichta	MATN1	XM_021716685.1	1753	XP_021572360.1	429
103666749	Ursus maritimus	MATN1	XM_040619334.1	1965	XP_040475268.1	654
103822560	Serinus canaria	MATN1	XM_009097542.3	1482	XP_009095790.2	493
105998776	Dipodomys ordii	Matn1	XM_013033582.1	1503	XP_012889036.1	500
106893680	Calidris pugnax	MATN1	XM_014951846.1	1500	XP_014807332.1	493
111567756	Amphiprion ocellaris	matn1	XM_055017636.1	1841	XP_054873611.1	449
111567756	Amphiprion ocellaris	matn1	XM_023269055.3	1963	XP_023124823.1	490
114094347	Marmota flaviventris	Matn1	XM_027937478.2	2072	XP_027793279.2	483
114472463	Gouania willdenowi	matn1	XM_028461720.1	3669	XP_028317521.1	1084
114472463	Gouania willdenowi	matn1	XM_028461721.1	2349	XP_028317522.1	490
115536199	Gadus morhua	matn1	XM_030347943.1	2460	XP_030203803.1	502
117364497	Geotrypetes seraphini	MATN1	XM_033953733.1	3465	XP_033809624.1	487
117364497	Geotrypetes seraphini	MATN1	XM_033953732.1	3471	XP_033809623.1	489
120786377	Xiphias gladius	matn1	XM_040121820.1	2406	XP_039977754.1	490
121628143	Melanotaenia boesemani	matn1	XM_041967068.1	2868	XP_041823002.1	491
122843680	Gambusia affinis	matn1	XM_044138659.1	2455	XP_043994594.1	489
127039294	Gopherus flavomarginatus	MATN1	XM_050932700.1	1437	XP_050788657.1	478
129130146	Agelaius phoeniceus	MATN1	XM_054648406.1	1482	XP_054504381.1	493
130567226	Triplophysa rosa	matn1	XM_057355188.1	3238	XP_057211171.1	489
130586438	Malurus melanocephalus	MATN1	XM_057387229.1	1501	XP_057243212.1	500
131491269	Neofelis nebulosa	MATN1	XM_058693962.1	1567	XP_058549945.1	493
132380486	Hypanus sabinus	matn1	XM_059949331.1	2898	XP_059805314.1	516
132380486	Hypanus sabinus	matn1	XM_059949329.1	3291	XP_059805312.1	516
136112507	Patagioenas fasciata	MATN1	XM_065857244.2	2902	XP_065713316.1	493
138503363	Ambystoma mexicanum	MATN1	XM_069623020.1	4724	XP_069479121.1	490
704521	Macaca mulatta	MATN1	XM_001094970.4	1904	XP_001094970.1	495
101842181	Mesocricetus auratus	Matn1	XM_040756492.1	1893	XP_040612426.1	496
102936145	Chelonia mydas	MATN1	XM_007066099.3	4649	XP_007066161.1	491
103778804	Merops nubicus	MATN1	XM_008946417.1	1301	XP_008944665.1	348
104062489	Cuculus canorus	MATN1	XM_054086459.1	2860	XP_053942434.1	493
104293499	Charadrius vociferus	MATN1	XM_009893008.1	1713	XP_009891310.1	493
104309303	Dryobates pubescens	MATN1	XM_054170901.1	1503	XP_054026876.1	495
104579922	Tinamus guttatus	MATN1	XM_010227376.1	1741	XP_010225678.1	493
109390888	Hipposideros armiger	MATN1	XM_019657927.1	1550	XP_019513472.1	496
109911054	Rhincodon typus	matn1	XM_020510294.2	1494	XP_020365883.2	497
113154459	Anabas testudineus	matn1	XM_026348688.1	2213	XP_026204473.1	491
113936965	Zalophus californianus	MATN1	XM_027620562.2	2138	XP_027476363.2	473
113936965	Zalophus californianus	MATN1	XM_027620555.2	2022	XP_027476356.2	496
114156390	Xiphophorus couchianus	matn1	XM_028036793.1	2051	XP_027892594.1	469
114156390	Xiphophorus couchianus	matn1	XM_028036792.1	2171	XP_027892593.1	492
115409471	Salarias fasciatus	matn1	XM_030120676.1	2171	XP_029976536.1	449
115409471	Salarias fasciatus	matn1	XM_030120675.1	2293	XP_029976535.1	490
115857952	Globicephala melas	MATN1	XM_030865493.2	1488	XP_030721353.1	495
117827901	Notolabrus celidotus	matn1	XM_034704749.1	3564	XP_034560640.1	490
118234283	Anguilla anguilla	matn1	XM_035430716.1	1709	XP_035286607.1	525
120022250	Salvelinus namaycush	matn1	XM_038966134.1	2253	XP_038822062.1	496
120022250	Salvelinus namaycush	matn1	XM_038966135.1	2247	XP_038822063.1	494
121303418	Polyodon spathula	matn1	XM_041234120.1	2471	XP_041090054.1	495
121359986	Pyrgilauda ruficollis	MATN1	XM_041479426.1	1731	XP_041335360.1	493
126507189	Alexandromys fortis	Matn1	XM_050151410.1	1500	XP_050007367.1	499
129709880	Leucoraja erinaceus	matn1	XM_055656527.1	3161	XP_055512502.1	495
132002030	Mustela nigripes	MATN1	XM_059377069.1	2190	XP_059233052.1	568
133550932	Nerophis ophidion	matn1	XM_061897097.1	1830	XP_061753081.1	489
133649633	Entelurus aequoreus	matn1	XM_062046258.1	1942	XP_061902242.1	489
139633533	Trachinotus anak	matn1	XM_071499246.1	2497	XP_071355347.1	448
139633533	Trachinotus anak	matn1	XM_071499245.1	2616	XP_071355346.1	489
100944466	Otolemur garnettii	MATN1	XM_003800760.1	1533	XP_003800808.1	498
101697617	Heterocephalus glaber	Matn1	XM_021263418.1	2782	XP_021119077.1	490
105708387	Aotus nancymaae	MATN1	XM_012439738.2	3801	XP_012295161.1	496
106859984	Sturnus vulgaris	MATN1	XM_014887587.1	1482	XP_014743073.1	493
110469543	Lonchura striata	MATN1	XM_021528390.2	1728	XP_021384065.1	493
112265835	Oncorhynchus tshawytscha	matn1	XM_042295421.1	2252	XP_042151355.1	494
114665099	Erpetoichthys calabaricus	matn1	XM_028819485.2	1622	XP_028675318.2	484
116066971	Sander lucioperca	matn1	XM_031323219.2	1962	XP_031179079.1	490
116066971	Sander lucioperca	matn1	XM_031323220.2	1839	XP_031179080.1	449
116230147	Phasianus colchicus	MATN1	XM_031595109.1	2960	XP_031450969.1	493
118343197	Morone saxatilis	matn1	XM_035681953.1	2806	XP_035537846.1	482
118724491	Pipistrellus kuhlii	MATN1	XM_036447792.2	1794	XP_036303685.1	496
119845440	Dermochelys coriacea	MATN1	XM_038377721.2	4630	XP_038233649.1	491
125624875	Caretta caretta	MATN1	XM_048826200.1	1915	XP_048682157.1	491
126011129	Suncus etruscus	MATN1	XM_049774836.1	1491	XP_049630793.1	496
129069021	Pteronotus mesoamericanus	MATN1	XM_054571517.1	1491	XP_054427492.1	496
130262103	Oenanthe melanoleuca	MATN1	XM_056508903.1	1026	XP_056364878.1	284
130357885	Hyla sarda	MATN1	XM_056560628.1	1479	XP_056416603.1	492
134053817	Cinclus cinclus	MATN1	XM_062509058.1	1482	XP_062365042.1	493
134874613	Eleginops maclovinus	matn1	XM_063898684.1	1576	XP_063754754.1	480
136023432	Lathamus discolor	MATN1	XM_065697864.1	1482	XP_065553936.1	493
137141677	Emydura macquarii macquarii	MATN1	XM_067530717.1	1476	XP_067386818.1	491
137342770	Heptranchias perlo	matn1	XM_068006947.1	2335	XP_067863048.1	535
138741357	Narcine bancroftii	matn1	XM_069895293.1	2673	XP_069751394.1	523
140336777	Pyxicephalus adspersus	MATN1	XM_072420132.1	2854	XP_072276233.1	490
595001	Xenopus tropicalis	matn1	NM_001030442.1	2703	NP_001025613.1	490
102096148	Columba livia	MATN1	XM_005509672.3	2978	XP_005509729.1	493
102277923	Bos mutus	MATN1	XM_005906160.3	1677	XP_005906222.2	544
102570958	Alligator mississippiensis	MATN1	XM_014605060.3	2934	XP_014460546.1	493
103059428	Python bivittatus	MATN1	XM_025169236.1	2764	XP_025025004.1	468
103059428	Python bivittatus	MATN1	XM_025169235.1	3050	XP_025025003.1	491
104074967	Fulmarus glacialis	MATN1	XM_009575283.1	1733	XP_009573578.1	493
104132530	Egretta garzetta	MATN1	XM_009645828.2	1482	XP_009644123.1	493
105594855	Cercocebus atys	MATN1	XM_012079787.1	1904	XP_011935177.1	495
106494811	Apteryx mantelli	MATN1	XM_013955133.2	1482	XP_013810587.1	493
110954248	Acanthochromis polyacanthus	matn1	XM_051955878.1	3392	XP_051811838.1	486
111175380	Delphinapterus leucas	MATN1	XM_022574954.1	1531	XP_022430662.1	495
114567757	Perca flavescens	matn1	XM_028596865.1	2069	XP_028452666.1	531
116529582	Sapajus apella	MATN1	XM_032247582.1	3880	XP_032103473.1	534
118124897	Hippoglossus stenolepis	matn1	XM_035183101.2	1964	XP_035038992.1	491
120389173	Mauremys reevesii	MATN1	XM_039511515.1	2763	XP_039367449.1	491
120855176	Oryx dammah	MATN1	XM_040229863.1	1539	XP_040085797.1	497
122563504	Chiloscyllium plagiosum	matn1	XM_043717301.1	2032	XP_043573236.1	497
123241040	Gracilinanus agilis	MATN1	XM_044668749.1	1479	XP_044524684.1	492
124075344	Marmota monax	Matn1	XM_058570961.1	7754	XP_058426944.1	496
124075344	Marmota monax	Matn1	XM_058570962.1	7401	XP_058426945.1	496
124075344	Marmota monax	Matn1	XM_058570963.1	4556	XP_058426946.1	496
124075344	Marmota monax	Matn1	XM_058570964.1	3267	XP_058426947.1	496
124075344	Marmota monax	Matn1	XM_058570966.1	3175	XP_058426949.1	496
124075344	Marmota monax	Matn1	XM_058570960.1	3194	XP_058426943.1	526
124516264	Lynx rufus	MATN1	XM_047085536.1	1639	XP_046941492.1	496
126383830	Epinephelus moara	matn1	XM_050034538.1	2023	XP_049890495.1	490
126383830	Epinephelus moara	matn1	XM_050034539.1	2005	XP_049890496.1	463
127501698	Ctenopharyngodon idella	matn1	XM_051873848.1	6186	XP_051729808.1	477
127501698	Ctenopharyngodon idella	matn1	XM_051873849.1	6100	XP_051729809.1	477
127501698	Ctenopharyngodon idella	matn1	XM_051873850.1	4137	XP_051729810.1	477
127501698	Ctenopharyngodon idella	matn1	XM_051873847.1	5822	XP_051729807.1	522
129195882	Grus americana	MATN1	XM_054802504.1	1497	XP_054658479.1	493
129375091	Poeciliopsis prolifica	matn1	XM_055053921.1	2129	XP_054909896.1	492
137544389	Hyperolius riggenbachi	MATN1	XM_068265456.1	2814	XP_068121557.1	490
139174349	Erythrolamprus reginae	MATN1	XM_070764646.1	2255	XP_070620747.1	492
102104964	Pseudopodoces humilis	MATN1	XM_005529859.2	1485	XP_005529916.1	494
102817996	Chrysochloris asiatica	MATN1	XM_006862196.1	1491	XP_006862258.1	496
103069788	Lipotes vexillifer	MATN1	XM_007448782.1	1531	XP_007448844.1	495
104464892	Pterocles gutturalis	MATN1	XM_010077739.1	1351	XP_010076041.1	450
105907663	Clupea harengus	matn1	XM_042710629.1	2170	XP_042566563.1	492
110091098	Pogona vitticeps	MATN1	XM_020815081.1	1449	XP_020670740.1	482
113488267	Athene cunicularia	MATN1	XM_026863345.1	1542	XP_026719146.1	493
113536101	Pangasianodon hypophthalmus	matn1	XM_053228485.1	2083	XP_053084460.1	445
113536101	Pangasianodon hypophthalmus	matn1	XM_026929885.3	2205	XP_026785686.2	486
116640595	Phoca vitulina	MATN1	XM_032417695.1	1844	XP_032273586.1	496
117455397	Pseudochaenichthys georgianus	matn1	XM_034094910.2	1344	XP_033950801.2	439
117770445	Hippoglossus hippoglossus	matn1	XM_034599914.1	2252	XP_034455805.1	491
118292466	Scophthalmus maximus	matn1	XM_035621436.2	2142	XP_035477329.1	449
118292466	Scophthalmus maximus	matn1	XM_035621435.2	2265	XP_035477328.1	490
120485230	Pimephales promelas	matn1	XM_039680868.1	2062	XP_039536802.1	455
120485230	Pimephales promelas	matn1	XM_039680866.1	2231	XP_039536800.1	485
120485230	Pimephales promelas	matn1	XM_039680867.1	2651	XP_039536801.1	485
120485230	Pimephales promelas	matn1	XM_039680869.1	2605	XP_039536803.1	445
120926946	Rana temporaria	MATN1	XM_040337286.1	1855	XP_040193220.1	489
123597497	Leopardus geoffroyi	MATN1	XM_045476413.1	2028	XP_045332369.1	496
123782362	Ursus americanus	MATN1	XM_045782543.1	1712	XP_045638499.1	496
125434420	Sphaerodactylus townsendi	MATN1	XM_048499783.1	3417	XP_048355740.1	491
125434420	Sphaerodactylus townsendi	MATN1	XM_048499782.1	3420	XP_048355739.1	492
127393091	Apus apus	MATN1	XM_051637839.1	1532	XP_051493799.1	493
127425417	Myxocyprinus asiaticus	matn1	XM_051671426.1	2781	XP_051527386.1	509
127425417	Myxocyprinus asiaticus	matn1	XM_051671425.1	2603	XP_051527385.1	509
127425417	Myxocyprinus asiaticus	matn1	XM_051671427.1	2523	XP_051527387.1	509
127464111	Manacus candei	MATN1	XM_051774228.1	1868	XP_051630188.1	493
132419421	Delphinus delphis	MATN1	XM_060003315.1	1488	XP_059859298.1	495
132670819	Panthera onca	MATN1	XM_060621234.1	1574	XP_060477217.1	423
136301356	Chamaea fasciata	MATN1	XM_066204325.1	2521	XP_066060422.1	493
136700122	Hoplias malabaricus	matn1	XM_066675356.1	1965	XP_066531453.1	488
139001696	Myotis yumanensis	MATN1	XM_070403211.1	1882	XP_070259312.1	496
102029819	Chinchilla lanigera	Matn1	XM_013519469.1	1768	XP_013374923.1	454
102029819	Chinchilla lanigera	Matn1	XM_005394998.2	1894	XP_005395055.1	496
102213733	Pundamilia nyererei	matn1	XM_005728314.2	1754	XP_005728371.1	492
109518328	Hippocampus comes	matn1	XM_019874095.1	1753	XP_019729654.1	494
109518328	Hippocampus comes	matn1	XM_019874091.1	1747	XP_019729650.1	492
109518328	Hippocampus comes	matn1	XM_019874092.1	1746	XP_019729651.1	492
109518328	Hippocampus comes	matn1	XM_019874093.1	1746	XP_019729652.1	492
110387509	Numida meleagris	MATN1	XM_021375677.1	3487	XP_021231352.1	493
111939043	Cyanistes caeruleus	MATN1	XM_023941032.1	1813	XP_023796800.1	527
111956107	Salvelinus sp. IW2-2015	matn1	XM_023976548.2	2325	XP_023832316.1	496
118020277	Mirounga leonina	MATN1	XM_035020201.1	1491	XP_034876092.1	496
118578605	Onychomys torridus	Matn1	XM_036179691.1	1763	XP_036035584.1	497
118677612	Myotis myotis	MATN1	XM_036352811.1	2917	XP_036208704.1	496
118695571	Molothrus ater	MATN1	XM_036397180.1	1482	XP_036253073.1	493
119425733	Nematolebias whitei	matn1	XM_037693278.1	1659	XP_037549206.1	489
119711092	Motacilla alba alba	MATN1	XM_038160847.1	1732	XP_038016775.1	493
120301640	Crotalus tigris	MATN1	XM_039329135.1	1396	XP_039185069.1	460
120599603	Pteropus medius	MATN1	XM_039858682.1	1960	XP_039714616.1	496
121958073	Plectropomus leopardus	matn1	XM_042506933.1	1835	XP_042362867.1	490
125275062	Megalobrama amblycephala	matn1	XM_048201727.1	2111	XP_048057684.1	489
125275062	Megalobrama amblycephala	matn1	XM_048201728.1	1982	XP_048057685.1	446
127182277	Labeo rohita	matn1	XM_051137460.1	2095	XP_050993417.1	446
127182277	Labeo rohita	matn1	XM_051137459.1	2223	XP_050993416.1	489
128096680	Peromyscus californicus insignis	Matn1	XM_052716548.1	1868	XP_052572508.1	501
128977716	Indicator indicator	MATN1	XM_054395358.1	1586	XP_054251333.1	493
130593034	Pezoporus wallicus	MATN1	XM_057397862.1	2140	XP_057253845.1	491
130593034	Pezoporus wallicus	MATN1	XM_057397863.1	1528	XP_057253846.1	505
131756122	Kogia breviceps	MATN1	XM_059062954.2	1488	XP_058918937.1	495
134307897	Trichomycterus rosablanca	matn1	XM_062990604.1	1467	XP_062846674.1	488
138389303	Eulemur rufifrons	MATN1	XM_069477568.1	1497	XP_069333669.1	498
140361726	Eucyclogobius newberryi	matn1	XM_072447525.1	1702	XP_072303626.1	444
140361726	Eucyclogobius newberryi	matn1	XM_072447524.1	1824	XP_072303625.1	485
140504549	Notamacropus eugenii	MATN1	XM_072609631.1	5957	XP_072465732.1	546
140504549	Notamacropus eugenii	MATN1	XM_072609630.1	3963	XP_072465731.1	600
100087561	Ornithorhynchus anatinus	MATN1	XM_029080308.1	2449	XP_028936141.1	528
100392808	Callithrix jacchus	MATN1	XM_035308458.2	1923	XP_035164349.1	496
101155615	Oryzias latipes	matn1	XM_011481201.2	2024	XP_011479503.1	446
101155615	Oryzias latipes	matn1	XM_011481200.2	2147	XP_011479502.1	487
101280286	Orcinus orca	MATN1	XM_004266561.3	1726	XP_004266609.1	495
101581869	Octodon degus	Matn1	XM_004642912.2	1888	XP_004642969.1	496
102038295	Geospiza fortis	MATN1	XM_031061864.1	2692	XP_030917724.1	471
104538610	Mesitornis unicolor	MATN1	XM_010181871.1	1755	XP_010180173.1	493
106045113	Anser cygnoides	MATN1	XM_013195450.3	2967	XP_013050904.2	493
108518555	Rhinopithecus bieti	MATN1	XM_017857001.1	1932	XP_017712490.1	496
111839771	Paramormyrops kingsleyae	matn1	XM_023804011.1	2827	XP_023659779.1	492
115128608	Oncorhynchus nerka	matn1	XM_029658582.2	1787	XP_029514442.1	496
116515614	Thamnophis elegans	MATN1	XM_032227740.1	1626	XP_032083631.1	541
117263358	Epinephelus lanceolatus	matn1	XM_033636636.1	2027	XP_033492527.1	490
117263358	Epinephelus lanceolatus	matn1	XM_033636635.1	2029	XP_033492526.1	491
117263358	Epinephelus lanceolatus	matn1	XM_033636637.1	1906	XP_033492528.1	450
117263358	Epinephelus lanceolatus	matn1	XM_033636638.1	1902	XP_033492529.1	449
121059006	Cygnus olor	MATN1	XM_040535259.1	1482	XP_040391193.1	493
123953291	Meles meles	MATN1	XM_046023412.1	1494	XP_045879368.1	497
123976844	Micropterus dolomieu	matn1	XM_046059212.1	1840	XP_045915168.1	490
128918934	Rissa tridactyla	MATN1	XM_054223821.1	1728	XP_054079796.1	575
129172962	Dunckerocampus dactyliophorus	matn1	XM_054763292.1	3371	XP_054619267.1	556
129172962	Dunckerocampus dactyliophorus	matn1	XM_054763293.1	2705	XP_054619268.1	529
131809430	Mustela lutreola	MATN1	XM_059136499.1	1993	XP_058992482.1	497
135893818	Emys orbicularis	MATN1	XM_065421764.1	1476	XP_065277836.1	491
136053586	Cyrtonyx montezumae	MATN1	XM_065744364.1	2471	XP_065600436.1	493
137760938	Eschrichtius robustus	MATN1	XM_068537836.1	1488	XP_068393937.1	495
138621846	Brachyistius frenatus	matn1	XM_069700184.1	1861	XP_069556285.1	494
139373641	Oncorhynchus clarkii lewisi	LOC139373641	XM_071114372.1	2293	XP_070970473.1	494
487325	Canis lupus familiaris	MATN1	XM_038462106.1	2103	XP_038318034.1	496
487325	Canis lupus familiaris	MATN1	XM_038531340.1	2105	XP_038387268.1	496
487325	Canis lupus familiaris	MATN1	XM_038595564.1	2103	XP_038451492.1	496
487325	Canis lupus familiaris	MATN1	XM_038470497.1	2108	XP_038326425.1	496
487325	Canis lupus familiaris	MATN1	XM_038659646.1	2103	XP_038515574.1	496
100581319	Nomascus leucogenys	MATN1	XM_003276332.3	1519	XP_003276380.2	496
101108293	Ovis aries	MATN1	XM_060411373.1	2542	XP_060267356.1	544
101135229	Gorilla gorilla gorilla	MATN1	XM_063700947.1	4403	XP_063557017.1	519
101813069	Ficedula albicollis	MATN1	XM_005058493.2	2815	XP_005058550.1	472
102243379	Myotis brandtii	MATN1	XM_005875074.2	1938	XP_005875136.1	496
104499479	Buceros rhinoceros silvestris	MATN1	XM_010142988.1	1722	XP_010141290.1	492
113268603	Ursus arctos	MATN1	XM_026517204.3	1773	XP_026372989.1	496
114429603	Parambassis ranga	matn1	XM_028398332.1	1831	XP_028254133.1	448
