Species	Num_Gaps
Haliaeetus_albicilla	0
Hemicordylus_capensis	0
Heteronotia_binoei	0
Hippopotamus_amphibius	0
Hirundo_rustica	1
Homo_sapiens	1
Hyla_sarda	1
Hyperolius_riggenbachi	15
Ictidomys_tridecemlineatus	95
Indicator_indicator	0
Jaculus_jaculus	0
Lacerta_agilis	0
Lagenorhynchus_albirostris	1
Lagopus_muta	1
Lathamus_discolor	0
Lemur_catta	0
Leopardus_geoffroyi	0
Lepus_europaeus	1
Lonchura_striata	76
Loxodonta_africana	0
Lutra_lutra	0
Macaca_fascicularis	0
Macaca_mulatta	0
Macaca_nemestrina	0
Macaca_thibetana	0
Malaclemys_terrapin	1
Manis_pentadactyla	0
Marmota_flaviventris	0
Mastomys_coucha	74
Mauremys_mutica	1
Mauremys_reevesii	0
Meles_meles	0
Melopsittacus_undulatus	0
Melospiza_georgiana	0
Melospiza_melodia	0
Meriones_unguiculatus	0
Mesoplodon_densirostris	0
Microcaecilia_unicolor	2
Microcebus_murinus	13
Microtus_ochrogaster	89
Molothrus_aeneus	0
Molothrus_ater	0
Monodelphis_domestica	1
Motacilla_alba	1
Muntiacus_reevesi	0
Mus_caroli	71
Mus_musculus	0
Mus_pahari	98
Mustela_erminea	0
Mustela_lutreola	0
Mustela_nigripes	17
Myotis_daubentonii	0
Neofelis_nebulosa	0
Neogale_vison	0
Neomonachus_schauinslandi	19
Numida_meleagris	93
Nyctibius_grandis	0
Nycticebus_coucang	0
Ochotona_princeps	0
Odocoileus_virginianus	0
Oenanthe_melanoleuca	1
Onychomys_torridus	0
Orcinus_orca	0
Ornithorhynchus_anatinus	0
Oryctolagus_cuniculus	1
Ovis_aries	0
Ovis_canadensis	0
Oxyura_jamaicensis	7
Pan_paniscus	0
Panthera_leo	0
Panthera_onca	0
Panthera_tigris	0
Panthera_uncia	29
Pan_troglodytes	0
Papio_anubis	1
Parus_major	152
Passer_domesticus	0
Patagioenas_fasciata	0
Pelobates_fuscus	0
Perognathus_longimembris	0
Peromyscus_eremicus	4
Peromyscus_leucopus	0
Peromyscus_maniculatus	51
Phacochoerus_africanus	0
Phaenicophaeus_curvirostris	0
Phocoena_phocoena	0
Phocoena_sinus	1
Phyllostomus_discolor	0
Piliocolobus_tephrosceles	114
Pithys_albifrons	2
Pleurodeles_waltl	0
Podarcis_muralis	3
Podarcis_raffonei	0
Poecile_atricapillus	0
Pogoniulus_pusillus	0
Pongo_abelii	0
Pongo_pygmaeus	0
Prinia_subflava	0
Prionailurus_bengalensis	0
Protopterus_annectens	114
Pseudophryne_corroboree	3
Pseudopipra_pipra	1
Pseudorca_crassidens	0
Ranitomeya_imitator	1
Rattus_norvegicus	0
Rhea_pennata	1
Rhinatrema_bivittatum	0
Rhineura_floridana	1
Rhinolophus_ferrumequinum	0
Rhinopithecus_roxellana	1
Rissa_tridactyla	0
Saccopteryx_bilineata	0
Saccopteryx_leptura	1
Sarcophilus_harrisii	0
Sciurus_carolinensis	0
Serinus_canaria	2
Sorex_araneus	3
Spea_bombifrons	0
Sphaerodactylus_townsendi	0
Strigops_habroptila	0
Struthio_camelus	0
Suncus_etruscus	0
Suricata_suricatta	46
Sus_scrofa	0
Sylvia_atricapilla	1
Tachyglossus_aculeatus	0
Taeniopygia_guttata	0
Thamnophis_elegans	1
Theropithecus_gelada	14
Trachemys_scripta	19
Trichosurus_vulpecula	3
Tursiops_truncatus	0
Ursus_arctos	0
Vidua_chalybeata	3
Vidua_macroura	0
Vulpes_lagopus	0
Xenopus_tropicalis	0
Zalophus_californianus	0
Zonotrichia_leucophrys	0
Zootoca_vivipara	1
